;;;;;;;;;Total;Total;Total;Total;Total;Short;Short;Short;Medium;Medium;Medium;Long;Long;Long;;;;;;;;;;;#NAME?
682;Giulio Donati;it ITA;DF;Mainz 05;de Bundesliga;28;1990;6.9;37.2;51.6;72.2;672.5;341.9;15.7;18.1;86.4;16.5;22.8;72.6;4.35;8.70;50.0;0.00;0.09;0.14;-0.09;1.01;4.06;1.45;0.87;4.64;Matches;22051fbe
683;Ji Dong-won;kr KOR;MFFW;Augsburg;de Bundesliga;27;1991;9.9;27.2;38.7;70.2;381.8;97.1;15.6;19.4;80.2;7.78;11.5;67.5;1.62;3.33;48.5;0.10;0.10;0.10;0.00;1.01;2.12;0.61;0.30;4.24;Matches;7d841904
684;Anastasios Donis;gr GRE;FWMF;Stuttgart;de Bundesliga;21;1996;10.7;13.0;18.2;71.3;178.6;22.5;7.94;8.69;91.4;2.99;4.67;64.0;0.84;1.87;45.0;0.19;0.09;0.07;0.09;0.65;0.28;0.47;0.19;0.75;Matches;0f26fd24
685;Gianluigi Donnarumma;it ITA;GK;Milan;it Serie A;19;1999;34.3;28.5;34.2;83.3;737.3;533.1;4.87;4.90;99.4;15.3;15.6;98.1;8.19;13.6;60.3;0.00;0.00;0.00;0.00;0.06;0.09;0.00;0.00;0.00;Matches;08f5afaa
686;Godfred Donsah;gh GHA;MF;Bologna;it Serie A;22;1996;1.7;28.8;34.1;84.5;441.8;132.9;12.9;15.3;84.6;12.9;14.1;91.7;1.18;2.35;50.0;0.00;0.00;0.06;0.00;0.59;6.47;0.00;0.00;5.88;Matches;384dd218
687;Riccardo Doratiotto;it ITA;FW;Cagliari;it Serie A;19;1999;0.9;6.67;11.1;60.0;88.9;31.1;5.56;6.67;83.3;1.11;1.11;100.0;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;1.11;0.00;0.00;1.11;Matches;c1bcb2df
688;Gabriel Dos Santos;br BRA;DF;Lille;fr Ligue 1;20;1997;11.8;46.9;54.7;85.9;950.7;349.2;13.4;14.5;92.4;27.9;29.9;93.2;5.25;9.32;56.4;0.00;0.01;0.02;-0.01;0.25;1.53;0.17;0.00;3.39;Matches;67ac5bb8
689;Mathieu Dossevi;tg TOG;FWMF;Toulouse;fr Ligue 1;30;1988;27.4;22.1;33.8;65.4;336.8;97.5;12.9;16.1;80.2;5.91;9.34;63.3;2.19;5.26;41.7;0.07;0.18;0.21;-0.11;2.19;1.35;0.91;0.66;1.93;Matches;6421dd73
690;Abdoulaye Doucouré;ml MLI;MF;Watford;eng Premier League;25;1993;34.0;47.7;57.7;82.6;718.8;193.8;25.3;29.1;86.9;16.7;19.0;87.8;3.21;4.71;68.1;0.18;0.14;0.08;0.04;1.12;3.97;0.97;0.06;5.94;Matches;02b29014
691;Cheick Doukouré;ci CIV;MF;Levante;es La Liga;25;1992;3.5;23.1;31.4;73.6;380.6;111.4;11.1;16.0;69.6;8.86;10.9;81.6;2.00;2.86;70.0;0.00;0.00;0.03;0.00;0.00;3.14;0.29;0.00;4.00;Matches;e208bcc8
692;Moussa Doumbia;ml MLI;FWMF;Reims;fr Ligue 1;23;1994;17.8;27.9;36.5;76.4;426.7;87.4;15.8;18.1;87.0;8.54;11.1;77.2;2.19;3.93;55.7;0.06;0.11;0.09;-0.06;1.12;1.85;1.29;0.39;4.10;Matches;6481421d
693;Seydou Doumbia;ci CIV;FW;Girona;es La Liga;30;1987;6.0;8.33;11.8;70.4;96.2;20.7;4.17;5.83;71.4;2.17;2.83;76.5;0.33;0.33;100.0;0.00;0.00;0.02;0.00;0.00;0.50;0.33;0.00;0.83;Matches;c49afee6
694;Souleyman Doumbia;ci CIV;DF;Rennes;fr Ligue 1;21;1996;6.7;45.5;52.7;86.4;645.8;215.7;29.6;31.9;92.5;12.5;14.6;85.7;2.39;4.33;55.2;0.00;0.00;0.01;0.00;0.15;1.79;0.00;0.00;3.88;Matches;9daeac61
695;Aleksandar Dragovi?;at AUT;DF;Leverkusen;de Bundesliga;27;1991;14.8;66.1;73.9;89.6;1394.1;488.8;19.9;21.6;92.5;33.6;36.1;93.1;11.8;14.3;82.1;0.00;0.01;0.02;-0.01;0.20;4.05;0.14;0.00;4.73;Matches;6fd8a334
696;Bart?omiej Dr?gowski;pl POL;GK;Fiorentina;it Serie A;20;1997;2.5;28.4;42.4;67.0;881.6;599.2;2.80;2.80;100.0;14.8;14.8;100.0;10.8;24.4;44.3;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;Matches;085e71a7
697;Bart?omiej Dr?gowski;pl POL;GK;Empoli;it Serie A;20;1997;14.0;23.4;34.8;67.1;674.5;479.2;2.50;2.50;100.0;12.4;12.6;97.7;8.36;19.4;43.2;0.00;0.00;0.00;0.00;0.00;0.21;0.00;0.00;0.00;Matches;085e71a7
698;Julian Draxler;de GER;MFFW;Paris S-G;fr Ligue 1;24;1993;22.7;61.8;70.1;88.1;899.6;210.8;33.4;36.1;92.7;20.5;22.2;92.3;3.52;5.11;69.0;0.31;0.22;0.22;0.09;1.81;5.42;1.85;0.04;8.50;Matches;1a992676
699;Luke Dreher;eng ENG;FW;Crystal Palace;eng Premier League;19;1998;0.0;3;3;100.0;27;0;3;3;100.0;0;0;;0;0;;0;0.0;0.0;0.0;0;0;0;0;0;Matches;d1c509d9
700;Josip Drmi?;ch SUI;FW;M'Gladbach;de Bundesliga;25;1992;2.5;22.4;25.2;88.9;310.8;55.6;12.0;12.8;93.8;6.80;7.60;89.5;1.20;2.00;60.0;0.00;0.00;0.08;0.00;0.40;0.40;1.20;0.80;0.40;Matches;15ea94de
701;Jaroslav Drobný;cz CZE;GK;Düsseldorf;de Bundesliga;38;1979;2.0;14.0;18.5;75.7;486.5;426.0;1.50;1.50;100.0;3.50;3.50;100.0;9.00;13.5;66.7;0.00;0.00;0.00;0.00;0.00;0.50;0.00;0.00;0.00;Matches;e4a30d8c
702;Óscar Duarte;cr CRC;DFMF;Espanyol;es La Liga;29;1989;7.3;39.7;45.8;86.8;838.4;299.2;11.0;12.1;90.9;22.5;24.7;91.1;5.48;7.95;69.0;0.00;0.01;0.03;-0.01;0.27;1.78;0.41;0.00;2.19;Matches;aa0ac32d
703;Rubén Duarte;es ESP;DF;Alavés;es La Liga;22;1995;30.8;26.4;39.9;66.2;463.8;220.6;13.3;15.6;85.4;9.74;14.4;67.4;3.02;8.31;36.3;0.00;0.06;0.06;-0.06;0.81;2.89;0.71;0.49;3.41;Matches;1fe0492d
704;Leo Dubois;fr FRA;DF;Lyon;fr Ligue 1;23;1994;22.7;55.2;66.7;82.7;859.0;281.2;30.9;33.8;91.4;19.7;23.3;84.7;3.52;5.55;63.5;0.26;0.20;0.16;0.07;1.15;3.74;1.23;0.93;5.68;Matches;ff0ab48c
705;Martin Dúbravka;sk SVK;GK;Newcastle Utd;eng Premier League;29;1989;38.0;18.2;30.9;58.8;640.9;499.4;1.92;1.92;100.0;7.21;7.34;98.2;9.00;21.5;41.9;0.00;0.00;0.00;0.00;0.00;0.32;0.00;0.00;0.00;Matches;3a949a25
706;Marvin Ducksch;de GER;FW;Düsseldorf;de Bundesliga;24;1994;9.1;20.1;31.3;64.2;302.4;89.9;10.8;14.4;74.8;5.27;9.23;57.1;2.20;3.85;57.1;0.11;0.20;0.20;-0.09;2.09;2.20;0.88;0.11;3.63;Matches;638a4d71
707;Ondrej Duda;sk SVK;MF;Hertha BSC;de Bundesliga;23;1994;28.5;33.2;44.4;74.8;495.1;141.4;18.5;22.4;82.5;9.89;13.0;76.2;2.81;4.74;59.3;0.18;0.20;0.15;-0.03;1.40;3.05;0.91;0.04;4.95;Matches;79ca3e23
708;Shane Duffy;ie IRL;DF;Brighton;eng Premier League;26;1992;34.3;28.8;38.4;74.9;620.8;230.4;8.16;9.94;82.1;14.8;17.7;84.0;5.01;9.21;54.4;0.03;0.01;0.01;0.02;0.20;1.20;0.09;0.03;1.02;Matches;7314bba4
709;Demeaco Duhaney;eng ENG;DF;Huddersfield;eng Premier League;19;1998;0.5;42.0;54.0;77.8;606.0;292.0;22.0;26.0;84.6;12.0;14.0;85.7;4.00;8.00;50.0;0.00;0.00;0.00;0.00;0.00;6.00;0.00;0.00;4.00;Matches;5ef608f7
710;Paul Dummett;wls WAL;DF;Newcastle Utd;eng Premier League;26;1991;22.1;28.3;40.9;69.2;482.2;234.9;13.7;16.4;83.2;10.6;15.1;70.3;2.90;7.10;40.8;0.00;0.03;0.04;-0.03;0.18;2.40;0.63;0.27;3.08;Matches;3fe6bd8c
711;Alfred Duncan;gh GHA;MF;Sassuolo;it Serie A;25;1993;20.5;33.2;41.7;79.6;543.8;148.3;16.8;19.9;84.6;12.4;14.5;85.6;2.78;4.83;57.6;0.20;0.14;0.09;0.06;1.56;3.02;1.17;0.20;5.32;Matches;528492ea
712;Lewis Dunk;eng ENG;DF;Brighton;eng Premier League;26;1991;35.0;35.6;43.1;82.5;769.9;244.5;10.9;12.1;89.4;17.3;18.7;92.2;6.83;10.9;62.9;0.03;0.02;0.02;0.01;0.31;2.14;0.06;0.00;1.80;Matches;282f75f3
713;Maxime Dupé;fr FRA;GK;Nantes;fr Ligue 1;25;1993;10.4;16.9;29.0;58.3;606.5;521.2;1.92;1.92;100.0;6.83;6.92;98.6;8.17;19.7;41.5;0.00;0.00;0.00;0.00;0.00;0.29;0.00;0.00;0.00;Matches;0e12089d
714;Erik Durm;de GER;DF;Huddersfield;eng Premier League;26;1992;22.8;32.5;47.7;68.1;503.5;194.9;17.6;21.4;82.2;10.4;15.5;67.2;3.11;6.80;45.8;0.04;0.03;0.04;0.02;0.48;1.84;0.79;0.39;2.68;Matches;cf623c78
715;Jimmy Durmaz;se SWE;MFFW;Toulouse;fr Ligue 1;29;1989;21.1;42.0;57.4;73.1;662.1;231.5;23.5;27.3;86.1;13.0;17.3;75.5;3.93;8.06;48.8;0.05;0.14;0.17;-0.09;1.85;4.60;1.33;0.19;6.82;Matches;f09a8b75
716;Riza Durmisi;dk DEN;DF;Lazio;it Serie A;24;1994;3.6;32.5;45.8;70.9;482.2;146.4;18.6;21.1;88.2;10.6;15.8;66.7;1.94;5.83;33.3;0.28;0.22;0.08;0.06;2.78;1.67;0.56;0.28;3.33;Matches;e5cd9da6
717;Hugo Duro;es ESP;MFFW;Getafe;es La Liga;18;1999;4.6;8.91;14.1;63.1;102.6;26.1;5.00;7.39;67.6;2.39;4.13;57.9;0.00;0.43;0.0;0.00;0.13;0.07;-0.13;0.43;0.65;0.22;0.00;1.09;Matches;37e103f8
718;Raphael Dwamena;gh GHA;FW;Levante;es La Liga;22;1995;2.5;11.6;17.6;65.9;162.0;38.8;6.40;8.40;76.2;4.00;4.80;83.3;0.40;1.20;33.3;0.40;0.20;0.08;0.20;1.20;1.20;0.40;0.00;1.20;Matches;525f9bf4
719;Paulo Dybala;ar ARG;FWMF;Juventus;it Serie A;24;1993;23.7;46.0;54.3;84.6;833.5;160.8;20.6;22.1;93.5;15.9;18.0;88.5;7.05;9.41;74.9;0.17;0.16;0.15;0.01;2.11;3.88;1.31;0.25;6.03;Matches;e0921a4f
720;Edin Džeko;ba BIH;FW;Roma;it Serie A;32;1986;28.7;17.7;25.7;68.8;305.7;66.9;8.64;11.5;75.2;5.99;8.26;72.6;2.16;3.00;72.1;0.21;0.15;0.09;0.06;1.60;2.06;0.87;0.17;3.28;Matches;3bb7f478
721;Blerim Džemaili;ch SUI;MF;Bologna;it Serie A;32;1986;19.4;28.6;36.9;77.5;465.2;136.8;15.6;17.8;87.8;10.1;12.1;83.0;2.42;3.92;61.8;0.05;0.07;0.06;-0.02;0.88;3.30;0.62;0.00;5.41;Matches;756959aa
722;Félix Eboa Eboa;cm CMR;DF;Guingamp;fr Ligue 1;21;1997;27.0;28.3;37.3;75.9;561.9;221.1;8.85;11.1;79.9;16.1;18.6;86.8;3.00;6.48;46.3;0.00;0.01;0.01;-0.01;0.19;1.70;0.26;0.07;2.74;Matches;167d5018
723;Dennis Eckert;de GER;FW;Celta Vigo;es La Liga;21;1997;2.4;12.5;17.9;69.8;160.4;21.7;7.08;8.75;81.0;4.58;5.83;78.6;0.00;0.00;;0.00;0.04;0.04;-0.04;1.25;0.00;0.00;0.00;1.67;Matches;7f8fb807
724;Bruno Ecuele Manga;ga GAB;DF;Cardiff City;eng Premier League;30;1988;37.5;18.5;29.3;63.1;350.0;172.3;7.68;9.68;79.3;7.60;11.5;66.3;2.61;6.29;41.5;0.03;0.01;0.02;0.02;0.16;1.89;0.19;0.05;2.72;Matches;72a0fb65
725;Simone Edera;it ITA;MF;Torino;it Serie A;21;1997;0.9;31.1;36.7;84.8;385.6;52.2;18.9;21.1;89.5;3.33;5.56;60.0;3.33;3.33;100.0;0.00;0.11;0.11;-0.11;2.22;0.00;0.00;0.00;1.11;Matches;8697c095
726;Simone Edera;it ITA;FW;Bologna;it Serie A;21;1997;2.2;25.9;37.3;69.5;362.3;66.8;15.5;19.5;79.1;7.73;10.5;73.9;0.91;3.18;28.6;0.00;0.09;0.05;-0.09;0.91;0.91;0.45;0.00;0.91;Matches;8697c095
727;Ederson;br BRA;GK;Manchester City;eng Premier League;24;1993;38.0;24.9;29.3;85.1;601.5;407.4;5.58;5.58;100.0;13.9;14.2;98.1;5.32;9.29;57.2;0.03;0.00;0.01;0.02;0.08;0.24;0.00;0.00;0.08;Matches;3bb7b8b4
728;Johannes Eggestein;de GER;FWMF;Werder Bremen;de Bundesliga;20;1998;12.4;18.5;26.7;69.5;244.4;70.4;12.4;15.3;81.1;4.76;6.61;72.0;0.56;1.69;33.3;0.08;0.15;0.13;-0.06;0.89;1.85;0.81;0.08;2.82;Matches;d571df78
729;Maximilian Eggestein;de GER;MF;Werder Bremen;de Bundesliga;21;1996;33.9;37.6;47.6;78.9;602.3;205.6;19.0;22.2;85.5;14.8;17.9;82.5;2.54;4.13;61.4;0.12;0.14;0.12;-0.02;1.36;4.04;0.91;0.15;5.87;Matches;beb882a8
730;Albin Ekdal;se SWE;MF;Sampdoria;it Serie A;29;1989;29.4;48.6;56.3;86.3;740.5;216.0;26.6;28.6;92.9;17.2;20.1;85.9;3.06;4.32;70.9;0.00;0.03;0.04;-0.03;0.61;4.49;0.31;0.03;4.39;Matches;f503ea63
731;Josip Elez;hr CRO;DF;Hannover 96;de Bundesliga;24;1994;7.2;33.8;43.9;76.9;656.1;257.5;11.9;14.6;81.9;17.5;20.6;85.1;3.89;8.06;48.3;0.00;0.01;0.01;-0.01;0.28;4.31;0.14;0.00;4.03;Matches;eafac393
732;Harvey Elliott;eng ENG;MF;Fulham;eng Premier League;15;2003;0.2;50.0;55.0;90.9;770.0;150.0;25.0;30.0;83.3;25.0;25.0;100.0;0.00;0.00;;0.00;0.00;0.50;0.00;0.00;5.00;5.00;0.00;10.0;Matches;c8387671
733;Mohamed Elneny;eg EGY;MF;Arsenal;eng Premier League;26;1992;4.2;61.0;68.1;89.5;1091.0;301.9;27.6;30.2;91.3;25.0;26.9;92.9;7.38;8.33;88.6;0.00;0.05;0.02;-0.05;1.19;3.57;1.19;0.00;7.38;Matches;47a34c4f
734;Aritz Elustondo;es ESP;DF;Real Sociedad;es La Liga;24;1994;25.0;38.6;49.4;78.1;708.0;263.3;14.8;16.9;87.7;20.4;24.4;83.5;3.12;6.36;49.1;0.00;0.02;0.04;-0.02;0.36;1.76;0.48;0.36;2.84;Matches;f7dc2ae5
735;Gorka Elustondo;es ESP;MFDF;Rayo Vallecano;es La Liga;31;1987;3.2;36.9;45.6;80.8;687.8;227.2;15.3;17.8;86.0;16.9;19.1;88.5;4.06;5.31;76.5;0.00;0.13;0.06;-0.13;0.94;3.13;0.63;0.00;4.69;Matches;7b309e55
736;Nico Elvedi;ch SUI;DF;M'Gladbach;de Bundesliga;21;1996;29.1;66.4;71.7;92.6;1276.6;362.9;20.4;22.1;92.5;39.6;41.4;95.8;5.74;6.94;82.7;0.03;0.02;0.02;0.01;0.10;2.75;0.10;0.00;4.05;Matches;48035304
737;Rodrigo Ely;br BRA;DF;Alavés;es La Liga;24;1993;4.8;23.8;33.3;71.3;540.6;265.2;7.29;8.33;87.5;10.6;14.0;76.1;5.63;9.79;57.4;0.00;0.02;0.00;-0.02;0.42;1.88;0.00;0.00;1.25;Matches;fd47b4f2
738;Mohamed Elyounoussi;no NOR;MF;Southampton;eng Premier League;23;1994;8.8;20.2;31.0;65.2;302.0;86.8;11.9;14.5;82.0;4.89;8.07;60.6;1.93;4.32;44.7;0.00;0.13;0.13;-0.13;1.59;1.59;0.80;0.23;2.27;Matches;68dc0dac
739;Adri Embarba;es ESP;MFFW;Rayo Vallecano;es La Liga;26;1992;25.4;19.1;32.4;59.1;337.5;110.7;8.58;11.0;78.1;6.61;10.3;64.1;2.72;7.68;35.4;0.24;0.29;0.27;-0.06;2.13;1.10;0.87;0.63;2.09;Matches;db8f0eba
740;Breel Embolo;ch SUI;FW;Schalke 04;de Bundesliga;21;1997;14.9;11.1;17.6;63.0;156.7;33.0;6.91;9.33;74.1;3.09;4.77;64.8;0.54;0.81;66.7;0.07;0.19;0.11;-0.13;1.28;0.94;0.54;0.00;1.54;Matches;0b4f388a
741;Emerson;br BRA;FWDF;Betis;es La Liga;19;1999;3.5;44.3;54.6;81.2;532.6;197.7;26.9;30.6;87.9;10.6;13.1;80.4;1.43;2.00;71.4;0.00;0.09;0.06;-0.09;1.14;0.86;1.14;0.29;3.71;Matches;df8b52a5
742;Youssef En-Nesyri;ma MAR;FW;Leganés;es La Liga;21;1997;23.4;11.9;21.9;54.4;180.7;41.9;7.14;11.2;64.0;3.12;6.20;50.3;1.03;1.92;53.3;0.09;0.10;0.06;-0.01;0.73;1.28;0.38;0.17;1.20;Matches;04e17fd5
743;Björn Engels;be BEL;DF;Reims;fr Ligue 1;23;1994;33.0;33.4;40.0;83.5;708.2;271.3;11.3;12.9;87.4;15.5;17.4;89.2;6.12;8.82;69.4;0.03;0.04;0.03;-0.01;0.33;2.42;0.21;0.03;3.15;Matches;4fdf1fd9
744;Sergi Enrich;es ESP;FW;Eibar;es La Liga;28;1990;28.7;23.2;32.8;70.9;286.1;36.1;15.0;20.3;73.8;4.91;6.52;75.4;0.87;1.25;69.4;0.14;0.09;0.05;0.05;0.98;0.98;0.45;0.00;2.02;Matches;bb4b1242
745;Javier Eraso;es ESP;MFFW;Leganés;es La Liga;28;1990;7.0;25.1;33.4;75.2;376.7;71.6;14.4;17.4;82.8;8.00;9.57;83.6;1.43;3.57;40.0;0.00;0.14;0.10;-0.14;1.00;2.43;0.14;0.00;2.29;Matches;aec0fb6f
746;Christian Eriksen;dk DEN;MF;Tottenham;eng Premier League;26;1992;30.8;50.6;65.2;77.7;811.7;231.8;26.2;29.8;87.9;18.4;23.1;79.7;4.03;7.76;51.9;0.39;0.24;0.25;0.15;2.37;5.42;1.82;0.45;6.88;Matches;980522ec
747;Patrick Erras;de GER;MF;Nürnberg;de Bundesliga;23;1995;13.6;27.4;34.4;79.5;442.6;124.3;13.2;16.0;82.1;11.4;13.3;85.6;1.69;2.94;57.5;0.07;0.06;0.02;0.01;0.59;1.99;0.15;0.00;2.72;Matches;e3f6253d
748;Gonzalo Escalante;ar ARG;MF;Eibar;es La Liga;25;1993;19.9;29.7;38.5;77.1;513.8;109.7;13.4;16.5;81.2;12.7;14.8;85.4;2.76;4.37;63.2;0.05;0.05;0.05;0.00;0.45;3.32;0.30;0.00;3.97;Matches;3f79a1c8
749;Sergio Escudero;es ESP;DFFW;Sevilla;es La Liga;28;1989;17.2;43.8;55.7;78.6;697.7;279.0;22.9;25.3;90.6;16.9;20.2;83.3;2.97;7.03;42.1;0.06;0.07;0.12;-0.01;0.64;3.31;1.51;0.35;6.22;Matches;b0616e3d
750;Bernardo Espinosa;co COL;DF;Girona;es La Liga;29;1989;30.3;39.5;46.1;85.8;860.0;293.0;9.01;10.1;89.2;24.1;26.4;91.1;6.27;8.68;72.2;0.03;0.04;0.04;-0.01;0.30;0.69;0.10;0.00;1.62;Matches;4242011c
751;Michael Esser;de GER;GK;Hannover 96;de Bundesliga;30;1987;32.0;27.5;38.8;70.9;903.6;684.8;3.38;3.38;100.0;11.2;11.5;97.3;12.8;23.6;54.4;0.00;0.02;0.01;-0.02;0.06;0.91;0.03;0.00;0.00;Matches;83e0eeb4
752;Alexander Esswein;de GER;MFFW;Stuttgart;de Bundesliga;28;1990;13.9;21.2;32.7;65.0;329.1;66.7;10.4;13.2;78.8;7.12;10.9;65.6;1.73;3.74;46.2;0.00;0.09;0.13;-0.09;1.37;1.01;1.15;0.79;1.73;Matches;b48215cd
753;Neil Etheridge;ph PHI;GK;Cardiff City;eng Premier League;28;1990;38.0;10.9;31.6;34.5;573.4;539.5;0.13;0.21;62.5;1.32;1.47;89.3;9.45;29.7;31.8;0.00;0.00;0.00;-0.00;0.05;1.71;0.00;0.00;0.00;Matches;2642bf6c
754;Beñat Etxebarria;es ESP;MF;Athletic Club;es La Liga;31;1987;22.6;45.4;56.9;79.7;856.5;251.5;19.2;21.3;89.8;17.5;20.2;86.4;7.08;12.3;57.8;0.09;0.12;0.16;-0.03;1.42;5.18;0.75;0.09;6.11;Matches;b037bd4f
755;Xabier Etxeita;es ESP;DF;Huesca;es La Liga;30;1987;29.7;22.4;30.3;74.1;461.1;206.5;7.41;8.52;87.0;11.0;13.6;80.9;3.77;7.17;52.6;0.00;0.01;0.01;-0.01;0.10;1.89;0.17;0.03;2.09;Matches;4a895384
756;Lucas Evangelista;br BRA;FWMF;Nantes;fr Ligue 1;23;1995;8.0;28.4;38.5;73.7;388.9;93.6;16.1;19.5;82.7;7.75;9.88;78.5;1.88;4.13;45.5;0.00;0.01;0.06;-0.01;0.50;2.13;0.63;0.25;4.25;Matches;5f4ce4b6
757;Jonny Evans;nir NIR;DF;Leicester City;eng Premier League;30;1988;22.2;39.3;46.4;84.7;785.1;263.1;12.6;14.0;90.0;21.8;23.8;91.3;4.59;7.88;58.3;0.00;0.01;0.01;-0.01;0.23;1.85;0.05;0.05;1.49;Matches;f8fcd2a5
758;Ewerton;br BRA;DF;Nürnberg;de Bundesliga;29;1989;14.9;34.1;40.8;83.6;658.7;202.8;9.93;10.8;91.9;20.5;22.8;90.3;2.89;5.77;50.0;0.00;0.01;0.01;-0.01;0.13;0.67;0.13;0.00;1.34;Matches;78cd577c
759;Valentin Eysseric;fr FRA;FWMF;Fiorentina;it Serie A;26;1992;4.0;33.8;43.5;77.6;544.3;160.5;20.3;23.0;88.0;9.00;11.5;78.3;3.25;6.00;54.2;0.25;0.28;0.17;-0.03;3.00;2.00;2.25;0.25;4.75;Matches;ae82fa48
760;Valentin Eysseric;fr FRA;MFFW;Nantes;fr Ligue 1;26;1992;2.3;33.9;47.4;71.6;494.8;137.8;19.1;22.2;86.3;7.83;10.9;72.0;3.04;8.70;35.0;0.00;0.13;0.13;-0.13;2.17;1.74;0.87;0.00;2.61;Matches;ae82fa48
761;Marco Fabián;mx MEX;FW;Eint Frankfurt;de Bundesliga;29;1989;0.7;11.4;18.6;61.5;178.6;22.9;5.71;7.14;80.0;2.86;5.71;50.0;1.43;4.29;33.3;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;Matches;e665a2db
762;?ukasz Fabia?ski;pl POL;GK;West Ham;eng Premier League;33;1985;38.0;17.9;32.6;55.0;690.5;581.2;1.45;1.47;98.2;5.87;5.92;99.1;10.6;24.8;42.6;0.00;0.00;0.00;-0.00;0.05;0.45;0.00;0.00;0.00;Matches;9328b835
763;Fabinho;br BRA;MF;Liverpool;eng Premier League;24;1993;22.4;61.7;72.6;84.9;1033.5;270.2;28.5;32.0;89.2;26.4;29.6;89.3;4.73;7.54;62.7;0.09;0.08;0.07;0.01;0.71;5.71;0.94;0.13;5.80;Matches;7f3b388c
764;Fábio;br BRA;DFFW;Nantes;fr Ligue 1;28;1990;14.2;34.0;45.5;74.8;537.4;220.1;18.5;21.3;86.8;11.6;15.7;74.0;2.68;5.49;48.7;0.14;0.07;0.06;0.07;1.06;2.18;1.13;0.70;3.31;Matches;bc7b4580
765;Cesc Fàbregas;es ESP;MF;Chelsea;eng Premier League;31;1987;2.0;84.5;99.0;85.4;1399.5;491.5;44.0;47.0;93.6;33.0;37.5;88.0;7.50;12.5;60.0;0.00;0.10;0.35;-0.10;1.50;10.0;2.00;0.00;10.5;Matches;33508c78
766;Cesc Fàbregas;es ESP;MF;Monaco;fr Ligue 1;31;1987;10.7;58.2;70.9;82.1;1080.8;415.1;25.0;28.6;87.3;23.5;27.0;86.9;7.94;12.1;65.9;0.00;0.09;0.11;-0.09;1.68;6.92;1.12;0.00;10.6;Matches;33508c78
767;Fabricio;es ESP;GK;Fulham;eng Premier League;30;1987;2.0;23.0;30.5;75.4;759.5;621.5;1.50;1.50;100.0;10.0;10.0;100.0;11.0;18.5;59.5;0.00;0.00;0.00;0.00;0.00;0.50;0.00;0.00;0.00;Matches;af245161
768;Ralf Fährmann;de GER;GK;Schalke 04;de Bundesliga;29;1988;16.3;23.0;31.7;72.7;744.8;553.4;1.84;1.90;96.8;10.7;10.9;98.3;10.4;18.7;55.7;0.00;0.00;0.00;0.00;0.00;0.74;0.00;0.00;0.00;Matches;1e43fad8
769;Romain Faivre;fr FRA;MF;Monaco;fr Ligue 1;20;1998;1.0;37.0;43.0;86.0;600.0;153.0;18.0;20.0;90.0;14.0;16.0;87.5;3.00;4.00;75.0;0.00;0.00;0.00;0.00;1.00;8.00;1.00;0.00;7.00;Matches;745ca0a3
770;Fayçal Fajr;ma MAR;MF;Caen;fr Ligue 1;29;1988;36.0;45.0;59.6;75.5;936.9;280.4;18.1;20.1;90.1;15.5;18.7;83.1;10.0;17.8;56.1;0.11;0.16;0.16;-0.05;1.50;4.92;0.69;0.22;6.25;Matches;79135368
771;Radamel Falcao;co COL;FW;Monaco;fr Ligue 1;32;1986;28.4;18.1;23.6;76.5;222.5;34.5;11.9;14.5;82.5;3.87;4.96;78.0;0.77;1.27;61.1;0.07;0.07;0.06;0.00;0.63;1.48;0.25;0.04;1.65;Matches;66116290
772;Diego Falcinelli;it ITA;FW;Bologna;it Serie A;27;1991;7.8;14.6;18.3;79.7;196.8;36.9;8.46;9.74;86.8;3.85;4.87;78.9;0.90;1.41;63.6;0.13;0.06;0.01;0.06;0.64;1.03;0.26;0.13;1.41;Matches;a39b9ef6
773;Simon Falette;gn GUI;DF;Eint Frankfurt;de Bundesliga;26;1992;6.7;32.8;45.1;72.8;639.3;196.7;10.6;13.6;78.0;18.4;22.2;82.6;3.73;8.36;44.6;0.00;0.00;0.00;0.00;0.00;0.90;0.00;0.00;2.39;Matches;b82880c6
774;Iago Falque;es ESP;FWMF;Torino;it Serie A;28;1990;17.9;40.1;52.1;76.9;648.5;147.9;19.6;22.9;85.6;13.3;16.6;80.1;4.30;7.09;60.6;0.22;0.19;0.20;0.03;2.79;2.74;2.01;0.50;4.92;Matches;440c84ed
775;Paolo Faragò;it ITA;MFDF;Cagliari;it Serie A;25;1993;18.9;33.5;45.9;73.0;528.0;174.9;17.0;20.4;83.6;12.2;16.1;76.0;2.33;5.13;45.4;0.05;0.11;0.11;-0.05;1.06;2.17;0.79;0.48;3.23;Matches;9085dd7c
776;Mohamed Fares;dz ALG;DF;SPAL;it Serie A;22;1996;32.8;33.5;45.5;73.7;494.1;163.9;19.5;22.2;88.2;9.82;13.7;71.7;2.10;5.27;39.9;0.00;0.08;0.06;-0.08;1.16;1.34;1.01;0.64;2.93;Matches;b7a5bc86
777;Diego Farias;br BRA;FW;Empoli;it Serie A;28;1990;13.3;19.8;25.0;79.5;266.2;62.0;12.0;14.1;85.6;5.34;6.09;87.7;0.98;1.28;76.5;0.30;0.24;0.16;0.06;1.58;1.05;1.35;0.23;2.78;Matches;157d29b6
