;;;;;;;;;Total;Total;Total;Total;Total;Short;Short;Short;Medium;Medium;Medium;Long;Long;Long;;;;;;;;;;;#NAME?
587;Tom Davies;eng ENG;MF;Everton;eng Premier League;20;1998;10.9;37.2;47.2;78.8;607.2;152.4;19.3;22.3;86.4;12.2;15.1;80.6;3.85;5.78;66.7;0.00;0.05;0.05;-0.05;0.46;4.31;0.83;0.00;5.05;Matches;9228b07c
588;Steven Davis;nir NIR;MF;Southampton;eng Premier League;33;1985;1.1;59.1;62.7;94.2;1103.6;395.5;27.3;29.1;93.8;22.7;23.6;96.2;8.18;9.09;90.0;0.91;0.45;0.45;0.45;2.73;10.0;2.73;0.91;6.36;Matches;cf15bbb1
589;Kevin De Bruyne;be BEL;MF;Manchester City;eng Premier League;27;1991;10.8;58.8;77.2;76.1;1016.7;286.8;27.5;30.9;88.9;22.2;27.2;81.6;6.76;12.5;54.1;0.19;0.53;0.31;-0.34;3.33;6.20;4.07;0.65;10.1;Matches;e46012d4
590;Sebastien De Maio;fr FRA;DF;Udinese;it Serie A;31;1987;13.0;25.8;33.5;77.0;502.1;195.2;8.85;10.5;84.6;13.1;15.5;84.6;3.62;6.54;55.3;0.00;0.01;0.01;-0.01;0.23;1.00;0.31;0.08;1.54;Matches;952a03fe
591;Sebastien De Maio;fr FRA;DF;Bologna;it Serie A;31;1987;5.5;35.6;43.5;82.0;710.2;253.5;12.9;14.2;91.0;17.6;20.0;88.2;4.73;7.82;60.5;0.18;0.00;0.02;0.18;0.18;2.55;0.36;0.36;3.09;Matches;952a03fe
592;Rodrigo De Paul;ar ARG;MFFW;Udinese;it Serie A;24;1994;35.4;36.4;51.6;70.6;729.5;240.4;14.9;17.5;85.1;12.6;17.6;71.6;7.43;12.3;60.3;0.25;0.23;0.24;0.03;2.74;5.31;2.23;0.48;6.98;Matches;162efffd
593;Daniele De Rossi;it ITA;MF;Roma;it Serie A;35;1983;14.1;57.5;66.1;87.0;1073.6;379.1;25.2;27.7;91.0;22.8;26.0;87.7;8.30;10.5;79.1;0.07;0.09;0.10;-0.02;1.13;8.23;1.13;0.07;8.16;Matches;532d2690
594;Mattia De Sciglio;it ITA;DF;Juventus;it Serie A;25;1992;19.4;50.5;61.5;82.1;894.0;272.3;23.7;26.9;88.3;20.1;23.2;86.7;5.41;7.94;68.2;0.05;0.06;0.05;-0.01;0.72;4.12;0.67;0.46;4.43;Matches;ae4e2852
595;Lorenzo De Silvestri;it ITA;DF;Torino;it Serie A;30;1988;26.8;29.2;45.4;64.3;436.9;197.5;16.6;20.5;81.1;9.63;16.5;58.5;1.72;4.96;34.6;0.15;0.10;0.10;0.05;1.04;2.35;1.31;0.93;3.81;Matches;e74f0e59
596;Lucas Deaux;fr FRA;MF;Guingamp;fr Ligue 1;29;1988;13.2;27.8;41.1;67.6;468.1;156.1;13.8;18.0;76.8;9.09;13.3;68.6;3.26;5.61;58.1;0.08;0.11;0.08;-0.04;0.98;3.41;0.38;0.23;4.39;Matches;44f8c299
597;Mathieu Debuchy;fr FRA;DF;Saint-Étienne;fr Ligue 1;33;1985;21.6;38.7;54.2;71.4;584.4;232.3;23.2;26.6;87.1;12.1;17.1;70.5;2.31;6.48;35.7;0.14;0.11;0.08;0.03;1.02;2.50;0.93;0.79;3.66;Matches;92232aad
598;Troy Deeney;eng ENG;FW;Watford;eng Premier League;30;1988;28.3;18.0;30.3;59.2;218.3;78.9;11.1;16.1;68.6;4.10;7.46;55.0;0.67;1.84;36.5;0.18;0.16;0.10;0.01;1.52;1.98;1.31;0.07;3.07;Matches;82e34b69
599;Jermain Defoe;eng ENG;FW;Bournemouth;eng Premier League;35;1982;0.3;3.33;10.0;33.3;83.3;0.00;0.00;6.67;0.0;3.33;3.33;100.0;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;Matches;f1e8372d
600;Steven Defour;be BEL;MF;Burnley;eng Premier League;30;1988;5.0;40.6;51.0;79.6;737.0;197.8;15.8;17.8;88.8;17.6;20.4;86.3;5.20;9.20;56.5;0.00;0.02;0.04;-0.02;0.40;4.20;0.60;0.00;4.60;Matches;73489527
601;Grégoire Defrel;mq MTQ;FWMF;Sampdoria;it Serie A;27;1991;26.0;25.5;30.7;82.9;287.2;47.4;18.2;20.1;90.4;4.00;5.23;76.5;0.77;1.42;54.1;0.12;0.10;0.11;0.02;0.96;1.12;0.85;0.08;1.96;Matches;854ee61a
602;Alessandro Deiola;it ITA;MF;Cagliari;it Serie A;22;1995;5.0;24.2;34.0;71.2;344.2;116.0;14.0;17.2;81.4;6.80;9.60;70.8;1.40;3.20;43.8;0.00;0.00;0.02;0.00;0.20;2.40;0.20;0.00;2.20;Matches;7f267d66
603;Alessandro Deiola;it ITA;MFFW;Parma;it Serie A;22;1995;6.1;21.3;29.5;72.2;316.4;106.6;12.0;13.8;86.9;6.89;9.51;72.4;1.64;3.61;45.5;0.16;0.05;0.02;0.11;0.49;0.98;0.49;0.00;1.64;Matches;7f267d66
604;Romain Del Castillo;fr FRA;MFFW;Rennes;fr Ligue 1;22;1996;14.9;26.4;38.1;69.2;359.3;112.1;17.0;21.1;80.6;7.11;9.93;71.6;1.07;2.95;36.4;0.20;0.20;0.17;0.00;1.61;1.74;1.95;0.60;3.29;Matches;0be95d34
605;Thomas Delaney;dk DEN;MF;Dortmund;de Bundesliga;26;1991;25.4;54.3;64.0;84.9;913.5;208.4;26.1;28.9;90.2;22.8;25.8;88.4;4.13;6.22;66.5;0.20;0.13;0.07;0.07;0.59;5.39;0.39;0.04;4.96;Matches;fe641c1a
606;Moisés Delgado;es ESP;DF;Valladolid;es La Liga;24;1994;3.0;21.0;33.7;62.4;350.7;108.3;11.0;14.0;78.6;8.33;12.3;67.6;1.67;6.00;27.8;0.00;0.03;0.03;-0.03;1.00;1.33;1.00;0.67;2.33;Matches;248c409d
607;Cristian Dell'Orco;it ITA;DF;Empoli;it Serie A;24;1994;11.5;39.5;45.7;86.3;673.6;223.1;17.7;19.5;90.6;18.9;20.9;90.4;2.61;4.00;65.2;0.00;0.04;0.01;-0.04;0.26;2.09;0.09;0.00;3.39;Matches;b0243215
608;Cristian Dell'Orco;it ITA;DF;Sassuolo;it Serie A;24;1994;1.2;42.5;58.3;72.9;725.0;371.7;16.7;20.0;83.3;24.2;29.2;82.9;1.67;6.67;25.0;0.83;0.25;0.08;0.58;0.83;3.33;1.67;0.83;5.00;Matches;b0243215
609;Andy Delort;dz ALG;FW;Montpellier;fr Ligue 1;26;1991;34.6;20.7;35.1;58.9;331.8;90.6;11.3;15.5;73.0;5.75;10.3;55.7;2.40;4.83;49.7;0.20;0.24;0.23;-0.04;1.65;1.94;1.30;0.52;2.95;Matches;d33c706e
610;Fabian Delph;eng ENG;DF;Manchester City;eng Premier League;28;1989;8.1;86.4;94.6;91.4;1255.6;286.3;52.5;53.8;97.5;25.9;28.5;90.9;5.19;7.16;72.4;0.12;0.04;0.06;0.09;0.37;8.27;1.36;0.12;7.28;Matches;111c3236
611;Mousa Dembélé;be BEL;MF;Tottenham;eng Premier League;31;1987;5.7;48.6;54.2;89.6;718.9;164.2;26.3;28.9;90.9;18.9;20.9;90.8;1.93;2.11;91.7;0.00;0.00;0.02;0.00;0.00;2.81;0.18;0.00;2.81;Matches;f7ee69fb
612;Moussa Dembélé;fr FRA;FW;Lyon;fr Ligue 1;22;1996;22.4;13.7;18.7;73.3;165.6;29.3;8.88;10.9;81.6;3.04;4.15;73.1;0.45;0.76;58.8;0.18;0.12;0.08;0.06;1.34;0.67;0.54;0.18;1.07;Matches;e7986081
613;Ousmane Dembélé;fr FRA;FWMF;Barcelona;es La Liga;21;1997;18.5;41.3;54.3;76.1;612.9;127.4;23.5;27.6;85.1;13.0;17.4;75.1;2.97;5.03;59.1;0.27;0.26;0.22;0.01;2.43;2.59;2.38;0.54;4.32;Matches;b19db005
614;Jessy Deminguet;fr FRA;MF;Caen;fr Ligue 1;20;1998;14.1;26.7;32.9;81.3;477.9;96.0;11.9;13.5;88.4;10.3;12.4;82.9;3.69;5.18;71.2;0.00;0.01;0.01;-0.01;0.35;2.55;0.14;0.07;2.70;Matches;a6138e4a
615;Merih Demiral;tr TUR;DF;Sassuolo;it Serie A;20;1998;14.0;44.2;51.0;86.7;817.1;280.4;13.8;15.2;90.6;27.5;29.7;92.5;2.36;4.79;49.3;0.00;0.01;0.03;-0.01;0.14;3.14;0.07;0.00;3.79;Matches;e3cceee6
616;Kerem Demirbay;de GER;MF;Hoffenheim;de Bundesliga;25;1993;22.4;48.8;63.5;76.9;852.7;328.4;22.2;25.3;88.0;18.4;22.6;81.3;5.89;11.0;53.7;0.40;0.33;0.34;0.07;3.57;5.85;1.56;0.22;8.08;Matches;54b4dc4e
617;Diego Demme;de GER;MF;RB Leipzig;de Bundesliga;26;1991;22.8;53.2;67.1;79.3;818.6;279.6;28.4;31.7;89.6;17.6;22.1;79.4;4.21;7.68;54.9;0.09;0.12;0.11;-0.03;1.14;5.92;1.10;0.18;7.98;Matches;dc3fa3b5
618;Jason Denayer;be BEL;DF;Lyon;fr Ligue 1;23;1995;30.6;60.4;64.5;93.6;1088.1;408.2;21.9;23.2;94.4;34.1;35.5;96.1;3.50;4.28;81.7;0.00;0.01;0.01;-0.01;0.16;2.78;0.13;0.00;4.44;Matches;47af88b8
619;Leander Dendoncker;be BEL;MF;Wolves;eng Premier League;23;1995;16.3;29.7;37.7;78.7;417.3;94.7;16.3;18.8;86.9;9.51;11.8;80.7;1.47;2.09;70.6;0.00;0.07;0.06;-0.07;0.43;1.60;0.25;0.06;2.70;Matches;5a7301ae
620;Fabio Depaoli;it ITA;DF;Chievo;it Serie A;21;1997;27.4;31.7;44.1;71.9;555.5;246.8;14.5;17.0;85.6;13.6;18.1;75.1;3.07;6.42;47.7;0.15;0.14;0.07;0.01;1.17;2.01;1.46;0.73;3.54;Matches;d97f2e8d
621;Laurent Depoitre;be BEL;FW;Huddersfield;eng Premier League;29;1988;11.9;13.8;23.4;59.0;161.7;32.3;9.75;14.9;65.5;2.44;5.04;48.3;0.42;0.59;71.4;0.08;0.06;0.03;0.03;0.76;1.18;0.17;0.00;1.68;Matches;aa5859cb
622;Clément Depres;fr FRA;FW;Nîmes;fr Ligue 1;23;1994;4.9;22.4;33.5;67.1;268.8;64.9;15.3;20.2;75.8;4.49;7.35;61.1;0.82;2.04;40.0;0.00;0.04;0.02;-0.04;0.82;2.04;0.20;0.00;2.65;Matches;e53ab10b
623;Kiril Despodov;bg BUL;FWMF;Cagliari;it Serie A;21;1996;1.2;5.00;15.0;33.3;40.8;7.50;2.50;5.83;42.9;0.00;3.33;0.0;0.00;0.83;0.0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;Matches;13c8e5f6
624;Daniele Dessena;it ITA;MF;Cagliari;it Serie A;31;1987;3.9;33.8;46.7;72.5;498.5;149.5;18.7;22.3;83.9;11.8;14.9;79.3;1.54;4.87;31.6;0.00;0.03;0.03;-0.03;0.26;4.36;0.51;0.26;3.59;Matches;02b2937c
625;Mattia Destro;it ITA;FW;Bologna;it Serie A;27;1991;5.5;7.45;14.5;51.3;104.9;32.2;4.36;6.73;64.9;2.18;4.18;52.2;0.55;2.00;27.3;0.18;0.11;0.11;0.07;0.55;0.73;0.18;0.00;0.91;Matches;d7d32194
626;Gerard Deulofeu;es ESP;FWMF;Watford;eng Premier League;24;1994;23.0;24.7;34.5;71.6;329.2;78.3;15.1;18.2;82.8;6.96;9.57;72.7;0.78;2.09;37.5;0.22;0.18;0.19;0.04;1.30;1.70;1.61;0.13;2.91;Matches;39583cfd
627;Jacopo Dezi;it ITA;MF;Parma;it Serie A;26;1992;1.0;36.0;40.0;90.0;539.0;103.0;14.0;15.0;93.3;19.0;21.0;90.5;1.00;1.00;100.0;0.00;0.00;0.00;0.00;0.00;3.00;0.00;0.00;6.00;Matches;e921b9db
628;Federico Di Francesco;it ITA;FWMF;Sassuolo;it Serie A;24;1994;11.9;26.7;32.7;81.7;357.1;81.7;16.3;18.5;88.2;6.97;8.24;84.7;1.26;1.93;65.2;0.17;0.09;0.08;0.08;0.84;0.92;0.84;0.08;2.44;Matches;1fca9171
629;Antonio Di Gaudio;it ITA;FW;Parma;it Serie A;28;1989;7.8;8.59;15.1;56.8;95.0;30.6;5.64;8.33;67.7;2.18;3.33;65.4;0.00;0.38;0.0;0.13;0.04;0.03;0.09;0.51;0.51;0.26;0.00;1.03;Matches;434b8c73
630;Giovanni Di Lorenzo;it ITA;DFFW;Empoli;it Serie A;24;1993;37.0;45.4;59.1;76.9;687.8;292.8;25.4;28.5;89.2;15.5;20.2;76.7;2.86;5.89;48.6;0.08;0.14;0.16;-0.06;1.05;4.08;1.92;0.38;6.51;Matches;230a2fac
631;Ángel Di María;ar ARG;FWMF;Paris S-G;fr Ligue 1;30;1988;25.8;40.4;55.8;72.4;602.6;174.7;22.1;26.2;84.5;11.7;15.7;74.6;3.33;7.75;43.0;0.43;0.30;0.37;0.12;2.13;3.49;2.25;0.23;5.85;Matches;19cda00b
632;Franco Di Santo;ar ARG;FW;Rayo Vallecano;es La Liga;29;1989;1.9;12.1;20.0;60.5;166.8;12.6;6.84;10.5;65.0;4.21;7.37;57.1;0.53;0.53;100.0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;Matches;549c6ba7
633;Franco Di Santo;ar ARG;MFFW;Schalke 04;de Bundesliga;29;1989;2.7;13.3;25.9;51.4;177.0;42.6;8.89;14.4;61.5;2.59;5.56;46.7;1.11;2.96;37.5;0.00;0.19;0.19;-0.19;1.48;0.37;1.11;1.11;0.74;Matches;549c6ba7
634;Boulaye Dia;sn SEN;FW;Reims;fr Ligue 1;21;1996;8.3;12.8;18.8;67.9;157.6;31.9;7.35;10.4;70.9;3.98;5.30;75.0;0.36;0.96;37.5;0.00;0.10;0.05;-0.10;0.84;0.24;0.60;0.00;1.45;Matches;244bc2c8
635;Fousseni Diabaté;ml MLI;FW;Leicester City;eng Premier League;22;1995;0.6;15.0;26.7;56.3;225.0;53.3;6.67;13.3;50.0;5.00;6.67;75.0;1.67;1.67;100.0;0.00;0.17;0.00;-0.17;1.67;0.00;1.67;1.67;0.00;Matches;d07e3b41
636;Moussa Diaby;fr FRA;MFDF;Paris S-G;fr Ligue 1;19;1999;12.7;35.2;44.3;79.5;424.6;88.0;22.9;25.8;88.7;8.74;11.3;77.6;0.63;1.34;47.1;0.47;0.31;0.26;0.17;1.57;1.02;1.57;0.24;2.91;Matches;aeed5c06
637;Adama Diakhaby;fr FRA;FWMF;Huddersfield;eng Premier League;22;1996;6.1;18.7;26.6;70.4;253.4;37.2;11.8;15.2;77.4;5.90;7.54;78.3;0.33;1.31;25.0;0.00;0.08;0.07;-0.08;0.82;0.49;0.49;0.16;0.82;Matches;65585e3a
638;Mouctar Diakhaby;gn GUI;DF;Valencia;es La Liga;21;1996;17.6;33.6;39.8;84.6;663.1;237.2;11.4;12.8;88.9;17.3;19.2;90.2;4.49;6.70;66.9;0.00;0.00;0.01;0.00;0.00;1.36;0.00;0.00;2.73;Matches;d2110326
639;Bafodé Diakité;fr FRA;DF;Toulouse;fr Ligue 1;17;2001;7.0;37.9;49.0;77.3;623.1;200.6;18.3;20.9;87.7;16.7;21.0;79.6;2.29;4.86;47.1;0.00;0.01;0.01;-0.01;0.29;1.57;0.00;0.00;3.43;Matches;1bfb6fef
640;Abdou Diallo;sn SEN;DF;Dortmund;de Bundesliga;22;1996;26.4;65.5;74.2;88.3;1231.1;429.2;26.7;28.8;92.9;29.7;32.5;91.4;8.33;10.9;76.1;0.04;0.02;0.04;0.02;0.42;4.66;0.42;0.30;4.73;Matches;fc62f087
641;Abdoulaye Diallo;sn SEN;GK;Rennes;fr Ligue 1;26;1992;5.5;18.9;26.4;71.7;532.4;394.2;2.36;2.36;100.0;9.45;9.82;96.3;7.09;14.2;50.0;0.00;0.00;0.00;0.00;0.00;0.18;0.00;0.00;0.00;Matches;26383ea5
642;Mustapha Diallo;sn SEN;MF;Nîmes;fr Ligue 1;32;1986;5.1;22.7;34.5;65.9;360.4;106.9;11.0;15.5;70.9;8.82;12.5;70.3;1.96;3.53;55.6;0.20;0.02;0.02;0.18;0.39;1.57;0.20;0.00;2.75;Matches;6c6ecdd4
643;Mohamed Diamé;sn SEN;MF;Newcastle Utd;eng Premier League;31;1987;24.1;23.6;31.1;76.0;377.7;95.0;12.0;14.4;83.0;7.47;9.09;82.2;2.49;4.61;54.1;0.00;0.00;0.01;-0.00;0.08;1.83;0.33;0.04;2.41;Matches;b7d082af
644;Grady Diangana;eng ENG;MFFW;West Ham;eng Premier League;20;1998;6.8;28.8;39.0;74.0;378.7;95.0;17.9;22.1;81.3;6.62;8.24;80.4;1.47;2.94;50.0;0.15;0.18;0.10;-0.03;1.76;1.91;0.88;0.00;3.09;Matches;f522d7ec
645;Lassana Diarra;fr FRA;MF;Paris S-G;fr Ligue 1;33;1985;1.8;72.8;81.1;89.7;1113.9;281.1;37.8;40.0;94.4;27.8;31.7;87.7;3.33;5.56;60.0;0.00;0.00;0.06;0.00;0.56;3.89;0.00;0.00;6.11;Matches;79584585
646;Amadou Diawara;gn GUI;MF;Napoli;it Serie A;21;1997;7.3;69.0;74.7;92.5;1201.2;262.2;32.7;34.7;94.5;27.0;27.7;97.5;7.95;9.59;82.9;0.00;0.03;0.03;-0.03;0.68;6.99;0.27;0.00;5.48;Matches;bf309d24
647;Brahim Díaz;es ESP;FW;Real Madrid;es La Liga;18;1999;4.2;33.8;40.5;83.5;426.2;95.0;23.1;25.2;91.5;8.57;11.0;78.3;0.95;1.43;66.7;0.24;0.36;0.21;-0.12;1.67;2.62;0.95;0.00;2.86;Matches;407feb71
648;Javier Díaz;es ESP;GK;Sevilla;es La Liga;21;1997;1.0;13.0;23.0;56.5;366.0;264.0;3.00;3.00;100.0;5.00;5.00;100.0;5.00;15.0;33.3;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;Matches;17a1299d
649;Bakaye Dibassy;ml MLI;DF;Amiens;fr Ligue 1;28;1989;32.7;33.3;43.9;76.0;556.9;205.0;16.0;18.4;86.9;14.2;17.7;80.3;2.35;5.47;43.0;0.03;0.02;0.02;0.02;0.21;2.11;0.34;0.18;2.87;Matches;247accfd
650;Lorenzo Dickmann;it ITA;DFMF;SPAL;it Serie A;21;1996;1.9;23.7;30.5;77.6;296.8;71.1;17.4;18.9;91.7;4.21;5.26;80.0;0.53;2.11;25.0;0.00;0.00;0.00;0.00;0.00;0.53;0.00;0.00;1.05;Matches;12851227
651;Daniel Didavi;de GER;MFFW;Stuttgart;de Bundesliga;28;1990;10.6;30.8;44.0;70.2;488.7;147.6;15.8;18.1;87.0;9.62;12.9;74.5;3.30;8.02;41.2;0.19;0.25;0.26;-0.07;2.64;3.11;1.42;0.47;4.25;Matches;d3096421
652;Étienne Didot;fr FRA;MF;Guingamp;fr Ligue 1;35;1983;23.4;39.5;52.2;75.7;771.7;245.8;16.1;18.9;85.3;15.4;19.2;80.4;6.88;11.5;60.1;0.04;0.08;0.09;-0.04;0.73;5.04;0.68;0.04;6.41;Matches;d2aa8ac0
653;Adrián Diéguez;es ESP;DF;Huesca;es La Liga;22;1996;8.3;18.2;25.1;72.6;333.3;137.5;7.83;9.16;85.5;8.19;10.4;79.1;1.81;4.94;36.6;0.00;0.00;0.00;0.00;0.12;0.36;0.00;0.00;0.96;Matches;70438d35
654;Eric Dier;eng ENG;MFDF;Tottenham;eng Premier League;24;1994;16.7;55.3;65.4;84.4;944.1;279.9;24.7;27.7;89.2;24.9;28.1;88.5;4.19;6.83;61.4;0.00;0.06;0.05;-0.06;0.48;4.55;0.84;0.06;5.69;Matches;ac861941
655;Tim Dierßen;de GER;MF;Hannover 96;de Bundesliga;22;1996;0.2;15.0;15.0;100.0;105.0;5.00;10.0;10.0;100.0;0.00;0.00;;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;Matches;96f8ab0c
656;Lucas Digne;fr FRA;DF;Everton;eng Premier League;25;1993;32.9;44.9;64.4;69.7;710.9;308.5;24.1;28.4;84.9;15.2;21.8;70.0;3.80;9.15;41.5;0.12;0.22;0.16;-0.09;2.16;3.01;1.58;1.03;5.08;Matches;1b84dbe1
657;Mitchell Dijks;nl NED;DF;Bologna;it Serie A;25;1993;22.5;31.3;43.9;71.4;526.8;240.5;14.8;17.3;85.6;13.9;18.8;73.8;2.09;4.53;46.1;0.00;0.04;0.05;-0.04;0.67;2.53;0.80;0.40;4.36;Matches;0a3065c8
658;Javairô Dilrosun;nl NED;FWMF;Hertha BSC;de Bundesliga;20;1998;10.0;17.7;24.8;71.4;248.2;78.1;10.5;12.1;86.8;5.00;7.40;67.6;0.90;2.50;36.0;0.30;0.19;0.15;0.11;1.20;1.00;1.00;0.20;2.20;Matches;34a0f5ff
659;Federico Dimarco;it ITA;DFMF;Parma;it Serie A;20;1997;9.9;32.5;45.2;72.0;565.9;217.4;16.7;18.7;89.2;12.1;15.7;77.4;3.13;7.68;40.8;0.00;0.11;0.06;-0.11;0.91;2.83;1.11;0.20;3.84;Matches;970b8574
660;Stole Dimitrievski;mk MKD;GK;Rayo Vallecano;es La Liga;24;1993;21.0;19.9;30.7;64.7;644.1;509.1;2.57;2.62;98.2;8.48;8.76;96.7;8.81;19.1;46.1;0.00;0.00;0.00;0.00;0.00;0.24;0.05;0.00;0.00;Matches;fc70e345
661;Tristan Dingomé;cm CMR;MF;Reims;fr Ligue 1;27;1991;14.9;31.1;40.3;77.3;499.6;134.3;16.2;18.7;86.4;10.7;13.4;79.5;2.82;4.83;58.3;0.20;0.15;0.11;0.05;1.81;4.30;1.34;0.07;6.24;Matches;92b56413
662;Ismaël Diomandé;ci CIV;MFDF;Caen;fr Ligue 1;25;1992;14.4;34.1;41.5;82.2;667.7;199.7;13.6;15.2;89.5;13.1;14.9;88.3;6.11;9.24;66.2;0.07;0.02;0.02;0.05;0.28;3.19;0.14;0.07;3.47;Matches;10650926
663;Federico Dionisi;it ITA;FWMF;Frosinone;it Serie A;31;1987;2.3;17.4;27.0;64.5;259.1;84.3;10.0;13.5;74.2;6.09;8.70;70.0;0.87;1.30;66.7;0.00;0.30;0.22;-0.30;2.61;1.74;1.74;0.87;3.91;Matches;a74d2999
664;Lois Diony;fr FRA;FW;Saint-Étienne;fr Ligue 1;25;1992;17.7;11.0;18.0;61.3;148.3;27.6;6.33;8.93;70.9;3.62;5.42;66.7;0.28;1.02;27.8;0.06;0.10;0.08;-0.05;1.07;0.40;0.28;0.17;1.02;Matches;4be0b467
665;Issa Diop;fr FRA;DF;West Ham;eng Premier League;21;1997;33.0;29.7;34.6;85.8;539.9;191.2;11.9;13.5;87.9;14.5;15.9;90.9;2.82;3.97;71.0;0.00;0.01;0.00;-0.01;0.12;0.76;0.00;0.00;2.21;Matches;a712ca2b
666;Papakouli Diop;sn SEN;MF;Eibar;es La Liga;32;1986;26.1;31.8;43.9;72.3;599.2;161.0;12.2;15.9;76.8;15.7;20.0;78.9;3.41;6.02;56.7;0.04;0.03;0.04;0.01;0.38;4.87;0.46;0.08;6.02;Matches;7329018e
667;Sofiane Diop;fr FRA;MFFW;Monaco;fr Ligue 1;18;2000;8.2;19.6;29.1;67.4;284.9;69.5;11.7;13.8;85.0;4.88;7.68;63.5;1.59;3.29;48.1;0.00;0.12;0.02;-0.12;0.98;1.83;0.37;0.00;2.20;Matches;1,91E+35
668;Assane Dioussé;sn SEN;MF;Chievo;it Serie A;20;1997;9.9;40.1;50.0;80.2;718.9;218.7;17.7;19.6;90.2;16.6;20.0;82.8;4.24;7.27;58.3;0.00;0.02;0.02;-0.02;0.51;3.84;0.51;0.20;4.55;Matches;7f622eef
669;Assane Dioussé;sn SEN;MF;Saint-Étienne;fr Ligue 1;20;1997;2.4;50.0;59.2;84.5;885.8;248.8;20.8;23.3;89.3;23.3;27.5;84.8;4.58;5.83;78.6;0.00;0.25;0.08;-0.25;0.83;5.00;0.42;0.00;6.25;Matches;7f622eef
670;Axel Disasi;fr FRA;DF;Reims;fr Ligue 1;20;1998;1.8;28.9;38.3;75.4;487.8;215.6;13.9;17.8;78.1;12.8;15.6;82.1;1.67;3.89;42.9;0.00;0.06;0.00;-0.06;0.56;0.00;0.00;0.00;1.11;Matches;ad82197c
671;Djené;tg TOG;DF;Getafe;es La Liga;26;1991;33.1;21.3;29.9;71.1;462.8;181.3;5.83;7.76;75.1;11.6;14.4;81.1;3.60;6.71;53.6;0.00;0.01;0.01;-0.01;0.15;1.87;0.24;0.06;2.45;Matches;a4971d84
672;Koffi Djidji;ci CIV;DF;Torino;it Serie A;25;1992;15.4;32.0;39.0;82.2;594.6;206.4;12.6;13.9;90.7;15.1;16.9;88.9;3.77;6.69;56.3;0.00;0.00;0.01;0.00;0.00;1.82;0.13;0.00;2.86;Matches;933d3b51
673;Koffi Djidji;ci CIV;DF;Nantes;fr Ligue 1;25;1992;1.0;45.0;54.0;83.3;1029.0;352.0;11.0;11.0;100.0;24.0;28.0;85.7;10.0;14.0;71.4;0.00;0.00;0.00;0.00;0.00;5.00;0.00;0.00;5.00;Matches;933d3b51
674;Alexander Djiku;gh GHA;DF;Caen;fr Ligue 1;23;1994;30.6;38.4;46.3;82.9;809.6;309.1;11.5;13.4;85.4;20.4;22.9;89.0;6.21;9.05;68.6;0.00;0.01;0.01;-0.01;0.10;1.67;0.16;0.00;2.22;Matches;43e7a164
675;Papy Djilobodji;sn SEN;DF;Guingamp;fr Ligue 1;29;1988;1.9;31.1;46.3;67.0;805.8;321.1;6.32;8.42;75.0;16.8;20.5;82.1;7.89;16.8;46.9;0.00;0.05;0.00;-0.05;0.53;6.32;0.53;0.00;5.26;Matches;8,35E+09
676;Berat Djimsiti;al ALB;DF;Atalanta;it Serie A;25;1993;20.1;47.1;52.0;90.4;928.4;282.0;14.8;16.1;92.0;25.5;26.8;95.4;5.62;7.36;76.4;0.10;0.10;0.03;0.00;0.30;1.00;0.15;0.05;1.84;Matches;6eee05f1
677;Johan Djourou;ch SUI;DF;SPAL;it Serie A;31;1987;3.1;33.2;37.1;89.6;595.2;191.3;14.5;15.8;91.8;13.5;15.2;89.4;4.19;4.52;92.9;0.00;0.00;0.00;0.00;0.00;0.32;0.00;0.00;0.32;Matches;b8673e18
678;Marko Dmitrovi?;rs SRB;GK;Eibar;es La Liga;26;1992;24.0;15.3;31.7;48.3;666.2;584.3;1.00;1.04;96.0;4.58;4.63;99.1;9.67;25.9;37.3;0.00;0.00;0.00;0.00;0.00;2.17;0.00;0.00;0.00;Matches;ac295d9e
679;Matt Doherty;ie IRL;DFMF;Wolves;eng Premier League;26;1992;34.9;37.9;52.7;72.0;595.9;257.1;19.8;23.7;83.5;13.6;18.6;73.3;2.58;5.47;47.1;0.14;0.15;0.12;-0.00;1.06;2.44;0.86;0.23;3.70;Matches;d557d734
680;Keagan Dolly;za RSA;FW;Montpellier;fr Ligue 1;25;1993;1.0;34.0;41.0;82.9;754.0;276.0;13.0;14.0;92.9;10.0;12.0;83.3;10.0;12.0;83.3;0.00;0.10;0.20;-0.10;1.00;6.00;2.00;0.00;7.00;Matches;ccb1c3af
681;Jaume Doménech;es ESP;GK;Valencia;es La Liga;27;1990;4.0;14.8;23.0;64.1;529.5;462.5;2.25;2.25;100.0;3.75;4.25;88.2;8.75;16.3;53.8;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;Matches;c9cb972b
