;;;;;;;;Playing Time;Playing Time;Playing Time;;Performance;Performance;Performance;Performance;Performance;Performance;Performance;Performance;Performance;Performance;Penalty Kicks;Penalty Kicks;Penalty Kicks;Penalty Kicks;Penalty Kicks;;#NAME?
115;Raúl Lizoain;es ESP;GK;Las Palmas;es La Liga;25;1991;13;13;1170;13.0;2.08;2.08;4.38;2.62;59.6;0.23;0.31;0.46;0.23;23.1;0.31;0.31;0.00;0.00;0.0;Matches;f69e9eee
116;Hugo Lloris;fr FRA;GK;Tottenham;eng Premier League;29;1986;34;34;3004;33.4;0.72;0.72;3.02;2.31;77.2;0.72;0.15;0.12;0.45;44.1;0.03;0.03;0.00;0.00;0.0;Matches;8f62b6ee
117;Anthony Lopes;pt POR;GK;Lyon;fr Ligue 1;25;1990;37;37;3330;37.0;1.24;1.24;3.81;2.57;70.9;0.51;0.11;0.35;0.32;32.4;0.16;0.14;0.03;0.00;16.7;Matches;f00de885
118;Diego López;es ESP;GK;Espanyol;es La Liga;34;1981;35;35;3113;34.6;1.10;1.10;4.42;3.38;76.5;0.43;0.26;0.32;0.32;31.4;0.06;0.06;0.00;0.00;0.0;Matches;73683fa9
119;Jonas Lössl;dk DEN;GK;Mainz 05;de Bundesliga;27;1989;27;27;2430;27.0;1.70;1.70;4.96;3.26;67.9;0.30;0.19;0.52;0.19;18.5;0.15;0.11;0.04;0.00;25.0;Matches;939bc634
120;Andreas Luthe;de GER;GK;Augsburg;de Bundesliga;29;1987;2;2;180;2.0;0.50;0.50;7.00;6.50;92.9;0.00;1.00;0.00;0.50;50.0;0.00;0.00;0.00;0.00;;Matches;7fe12375
121;Germán Lux;ar ARG;GK;La Coruña;es La Liga;34;1982;25;25;2205;24.5;1.55;1.55;4.53;3.06;67.6;0.20;0.29;0.53;0.24;24.0;0.08;0.08;0.00;0.00;0.0;Matches;14ed837f
122;Mike Maignan;fr FRA;GK;Lille;fr Ligue 1;21;1995;7;6;566;6.3;1.11;1.11;4.44;3.33;75.0;0.48;0.00;0.48;0.48;50.0;0.00;0.00;0.00;0.00;;Matches;fcb38f57
123;Anthony Maisonnial;fr FRA;GK;Saint-Étienne;fr Ligue 1;18;1998;2;1;168;1.9;1.05;1.07;6.32;5.26;83.3;0.00;0.53;0.53;0.53;100.0;0.00;0.00;0.00;0.00;;Matches;108bb1e1
124;Steve Mandanda;fr FRA;GK;Crystal Palace;eng Premier League;31;1985;9;9;810;9.0;1.89;1.89;4.78;2.89;60.5;0.33;0.22;0.44;0.00;0.0;0.00;0.00;0.00;0.00;;Matches;1d2d5cc8
125;Vito Mannone;it ITA;GK;Sunderland;eng Premier League;28;1988;9;9;810;9.0;2.11;2.11;6.56;4.44;71.2;0.11;0.22;0.67;0.22;22.2;0.22;0.22;0.00;0.00;0.0;Matches;c4173f1a
126;Federico Marchetti;it ITA;GK;Lazio;it Serie A;33;1983;17;17;1485;16.5;1.33;1.33;4.61;3.27;72.4;0.55;0.24;0.24;0.12;11.8;0.30;0.06;0.12;0.12;66.7;Matches;f794b426
127;Diego Mariño;es ESP;GK;Sporting Gijón;es La Liga;26;1990;2;2;180;2.0;1.50;1.50;5.50;4.50;81.8;0.50;0.00;0.50;0.00;0.0;0.50;0.50;0.00;0.00;0.0;Matches;d9235a45
128;David Marshall;sct SCO;GK;Hull City;eng Premier League;31;1985;16;16;1440;16.0;2.75;2.75;6.69;3.94;65.4;0.06;0.19;0.75;0.00;0.0;0.44;0.44;0.00;0.00;0.0;Matches;4d93d433
129;Emiliano Martínez;ar ARG;GK;Arsenal;eng Premier League;23;1992;2;2;180;2.0;1.50;1.50;4.00;2.50;75.0;0.50;0.00;0.50;0.50;50.0;0.50;0.50;0.00;0.00;0.0;Matches;7956236f
130;Christian Mathenia;de GER;GK;Hamburger SV;de Bundesliga;24;1992;14;14;1260;14.0;1.36;1.36;4.14;2.79;70.7;0.36;0.29;0.36;0.21;21.4;0.14;0.14;0.00;0.00;0.0;Matches;4a15e95b
131;Mathieu Michel;fr FRA;GK;Angers;fr Ligue 1;24;1991;23;23;2070;23.0;1.09;1.09;3.00;1.91;65.2;0.48;0.17;0.35;0.35;34.8;0.04;0.04;0.00;0.00;0.0;Matches;e39f8724
132;Tom Mickel;de GER;GK;Hamburger SV;de Bundesliga;27;1989;1;1;90;1.0;4.00;4.00;9.00;5.00;55.6;0.00;0.00;1.00;0.00;0.0;0.00;0.00;0.00;0.00;;Matches;1238d5c3
133;Simon Mignolet;be BEL;GK;Liverpool;eng Premier League;28;1988;28;28;2520;28.0;1.07;1.07;2.93;1.86;65.9;0.57;0.25;0.18;0.32;32.1;0.14;0.07;0.07;0.00;50.0;Matches;d436eb94
134;Antonio Mirante;it ITA;GK;Bologna;it Serie A;33;1983;21;21;1879;20.9;1.53;1.53;4.78;3.25;69.0;0.33;0.19;0.48;0.38;38.1;0.14;0.05;0.05;0.05;50.0;Matches;30223b33
135;Jessy Moulin;fr FRA;GK;Saint-Étienne;fr Ligue 1;30;1986;6;6;460;5.1;0.59;0.59;5.10;4.51;88.5;0.59;0.20;0.20;0.39;33.3;0.00;0.00;0.00;0.00;;Matches;28a65a2c
136;Sven Müller;de GER;GK;Köln;de Bundesliga;20;1996;1;1;90;1.0;0.00;0.00;4.00;4.00;100.0;0.00;1.00;0.00;1.00;100.0;0.00;0.00;0.00;0.00;;Matches;fdc1498c
137;Guy N'dy Assembé;cm CMR;GK;Nancy;fr Ligue 1;30;1986;23;23;2043;22.7;1.37;1.37;4.54;3.17;73.8;0.26;0.22;0.53;0.26;26.1;0.22;0.18;0.04;0.00;20.0;Matches;b41e280e
138;Keylor Navas;cr CRC;GK;Real Madrid;es La Liga;29;1986;27;27;2430;27.0;1.15;1.15;4.19;3.07;73.5;0.74;0.15;0.11;0.19;18.5;0.07;0.04;0.00;0.04;0.0;Matches;ecada4fc
139;Neto;br BRA;GK;Juventus;it Serie A;27;1989;8;7;675;7.5;0.27;0.27;2.00;1.73;86.7;0.80;0.13;0.00;0.67;71.4;0.00;0.00;0.00;0.00;;Matches;a9dc785c
140;Manuel Neuer;de GER;GK;Bayern Munich;de Bundesliga;30;1986;26;26;2340;26.0;0.50;0.50;2.58;2.08;80.6;0.73;0.23;0.04;0.54;53.8;0.00;0.00;0.00;0.00;;Matches;8778c910
141;Kristoffer Nordfeldt;se SWE;GK;Swansea City;eng Premier League;27;1989;1;1;90;1.0;1.00;1.00;5.00;4.00;80.0;1.00;0.00;0.00;0.00;0.0;0.00;0.00;0.00;0.00;;Matches;78549904
142;Ørjan Nyland;no NOR;GK;Ingolstadt 04;de Bundesliga;25;1990;12;11;1023;11.4;2.02;2.02;5.44;3.42;66.1;0.00;0.26;0.70;0.00;0.0;0.18;0.18;0.00;0.00;0.0;Matches;bdedffac
143;David Oberhauser;fr FRA;GK;Metz;fr Ligue 1;25;1990;1;1;90;1.0;2.00;2.00;4.00;2.00;50.0;0.00;1.00;0.00;0.00;0.0;0.00;0.00;0.00;0.00;;Matches;34d3a32e
144;Jan Oblak;si SVN;GK;Atlético Madrid;es La Liga;23;1993;30;30;2651;29.4;0.71;0.71;2.76;2.14;77.8;0.58;0.24;0.20;0.51;50.0;0.14;0.10;0.03;0.00;25.0;Matches;ee8508c0
145;Guillermo Ochoa;mx MEX;GK;Granada;es La Liga;31;1985;38;38;3420;38.0;2.16;2.16;6.37;4.29;66.9;0.11;0.21;0.68;0.08;7.9;0.11;0.05;0.03;0.03;33.3;Matches;1e9bde92
146;Adrián Ortolá;es ESP;GK;Alavés;es La Liga;22;1993;2;2;180;2.0;0.50;0.50;3.50;3.00;85.7;0.50;0.50;0.00;0.50;50.0;0.00;0.00;0.00;0.00;;Matches;6a22fe38
147;David Ospina;co COL;GK;Arsenal;eng Premier League;27;1988;2;1;143;1.6;2.50;2.52;5.63;3.13;55.6;0.00;0.63;0.63;0.00;0.0;0.00;0.00;0.00;0.00;;Matches;82b1198a
148;Juan Pablo Carrizo;ar ARG;GK;Inter;it Serie A;32;1984;1;1;90;1.0;2.00;2.00;4.00;2.00;50.0;1.00;0.00;0.00;0.00;0.0;0.00;0.00;0.00;0.00;;Matches;04e6e152
149;Fernando Pacheco;es ESP;GK;Alavés;es La Liga;24;1992;36;36;3240;36.0;1.17;1.17;4.14;3.14;74.5;0.36;0.33;0.31;0.31;30.6;0.17;0.11;0.06;0.00;33.3;Matches;97852360
150;Daniele Padelli;it ITA;GK;Torino;it Serie A;30;1985;2;2;180;2.0;2.00;2.00;3.50;1.50;57.1;0.50;0.00;0.50;0.00;0.0;0.50;0.50;0.00;0.00;0.0;Matches;cf1c23d8
151;Costel Pantilimon;ro ROU;GK;Watford;eng Premier League;29;1987;2;0;83;0.9;4.44;4.34;11.1;6.67;60.0;0.00;0.00;1.11;0.00;;0.00;0.00;0.00;0.00;;Matches;d24e154c
152;Alberto Pelagotti;it ITA;GK;Empoli;it Serie A;26;1989;3;3;270;3.0;1.67;1.67;4.33;2.67;61.5;0.00;0.00;1.00;0.00;0.0;0.00;0.00;0.00;0.00;;Matches;3101c3ce
153;Yohann Pelé;fr FRA;GK;Marseille;fr Ligue 1;33;1982;38;38;3420;38.0;1.08;1.08;4.29;3.21;76.1;0.45;0.29;0.26;0.47;47.4;0.05;0.05;0.00;0.00;0.0;Matches;76806215
154;Nauzet Pérez;es ESP;GK;Osasuna;es La Liga;31;1985;13;13;1170;13.0;2.23;2.23;5.08;2.92;57.6;0.08;0.23;0.69;0.00;0.0;0.08;0.08;0.00;0.00;0.0;Matches;d7ffd345
155;Mattia Perin;it ITA;GK;Genoa;it Serie A;23;1992;16;16;1357;15.1;1.26;1.26;3.64;2.38;69.1;0.26;0.33;0.40;0.40;37.5;0.26;0.13;0.07;0.07;33.3;Matches;4c62d0c8
156;Denis Petri?;rs SRB;GK;Angers;fr Ligue 1;28;1988;9;9;810;9.0;1.67;1.67;3.56;1.89;56.3;0.11;0.22;0.67;0.00;0.0;0.11;0.11;0.00;0.00;0.0;Matches;dab1b8dc
157;Jordan Pickford;eng ENG;GK;Sunderland;eng Premier League;22;1994;29;29;2610;29.0;1.72;1.72;6.52;4.79;74.6;0.17;0.14;0.69;0.14;13.8;0.07;0.07;0.00;0.00;0.0;Matches;4806ec67
158;Laurent Pionnier;fr FRA;GK;Montpellier;fr Ligue 1;34;1982;25;25;2250;25.0;1.52;1.52;4.24;2.72;67.9;0.28;0.20;0.52;0.24;24.0;0.16;0.16;0.00;0.00;0.0;Matches;5856228
159;Josip Posavec;hr CRO;GK;Palermo;it Serie A;20;1996;29;29;2610;29.0;2.17;2.17;5.72;3.55;65.1;0.10;0.21;0.69;0.07;6.9;0.17;0.17;0.00;0.00;0.0;Matches;72624a76
160;Jérôme Prior;fr FRA;GK;Bordeaux;fr Ligue 1;20;1995;14;14;1260;14.0;1.50;1.50;4.86;3.36;70.6;0.36;0.36;0.29;0.29;28.6;0.07;0.07;0.00;0.00;0.0;Matches;1061c207
161;Christian Puggioni;it ITA;GK;Sampdoria;it Serie A;35;1981;21;21;1890;21.0;1.67;1.67;5.33;3.67;72.3;0.24;0.33;0.43;0.19;19.0;0.24;0.19;0.05;0.00;20.0;Matches;b39dfab0
162;Rafael;br BRA;GK;Cagliari;it Serie A;34;1982;21;19;1802;20.0;1.60;1.60;5.25;3.65;71.4;0.45;0.10;0.45;0.15;15.8;0.25;0.10;0.10;0.05;50.0;Matches;dd06d56c
163;Darren Randolph;ie IRL;GK;West Ham;eng Premier League;29;1987;22;22;1980;22.0;1.77;1.77;4.73;2.95;65.4;0.32;0.23;0.45;0.18;18.2;0.23;0.14;0.05;0.05;25.0;Matches;6385ebfb
164;Pepe Reina;es ESP;GK;Napoli;it Serie A;33;1982;37;37;3330;37.0;1.03;1.03;3.35;2.32;71.8;0.70;0.19;0.11;0.32;32.4;0.11;0.08;0.03;0.00;25.0;Matches;e358587b
165;Paul Reulet;fr FRA;GK;Caen;fr Ligue 1;22;1994;3;2;197;2.2;3.64;3.65;7.27;3.64;50.0;0.00;0.45;0.45;0.00;0.0;0.00;0.00;0.00;0.00;;Matches;5e643a62
166;Baptiste Reynet;fr FRA;GK;Dijon;fr Ligue 1;25;1990;37;37;3330;37.0;1.57;1.57;5.35;3.78;75.3;0.22;0.32;0.46;0.24;24.3;0.30;0.24;0.03;0.03;10.0;Matches;bcf1b2e9
167;Sergio Rico;es ESP;GK;Sevilla;es La Liga;22;1993;35;35;3150;35.0;1.29;1.29;4.34;3.17;72.4;0.57;0.23;0.20;0.34;34.3;0.11;0.09;0.03;0.00;25.0;Matches;5f0241b2
168;Asier Riesgo;es ESP;GK;Eibar;es La Liga;32;1983;16;16;1252;13.9;1.37;1.37;3.45;2.30;66.7;0.50;0.22;0.43;0.29;25.0;0.22;0.22;0.00;0.00;0.0;Matches;581c5276
169;Rémy Riou;fr FRA;GK;Nantes;fr Ligue 1;28;1987;22;22;1980;22.0;1.55;1.55;4.00;2.45;68.2;0.27;0.27;0.45;0.23;22.7;0.27;0.27;0.00;0.00;0.0;Matches;7f41ee30
170;Roberto;es ESP;GK;Espanyol;es La Liga;30;1986;4;3;307;3.4;3.53;3.52;6.47;2.94;45.5;0.00;0.59;0.29;0.00;0.0;0.00;0.00;0.00;0.00;;Matches;ba3ca78f
171;Paul Robinson;eng ENG;GK;Burnley;eng Premier League;36;1979;3;3;270;3.0;2.33;2.33;6.33;4.00;63.2;0.00;0.00;1.00;0.00;0.0;0.00;0.00;0.00;0.00;;Matches;3515ba56
172;Joel Robles;es ESP;GK;Everton;eng Premier League;26;1990;20;19;1737;19.3;1.04;1.04;4.15;3.11;77.5;0.62;0.21;0.16;0.52;52.6;0.10;0.10;0.00;0.00;0.0;Matches;cda0b317
173;Davy Roef;be BEL;GK;La Coruña;es La Liga;22;1994;1;1;90;1.0;0.00;0.00;4.00;4.00;100.0;1.00;0.00;0.00;1.00;100.0;0.00;0.00;0.00;0.00;;Matches;6fe2aba3
174;Sergio Romero;ar ARG;GK;Manchester Utd;eng Premier League;29;1987;2;2;180;2.0;0.00;0.00;5.00;5.00;100.0;0.50;0.50;0.00;1.00;100.0;0.50;0.00;0.50;0.00;100.0;Matches;1e26e376
175;Rubinho;br BRA;GK;Genoa;it Serie A;33;1982;2;2;180;2.0;4.00;4.00;8.00;4.00;56.3;0.00;0.00;1.00;0.00;0.0;0.50;0.50;0.00;0.00;0.0;Matches;19aeb20a
176;Stéphane Ruffier;fr FRA;GK;Saint-Étienne;fr Ligue 1;29;1986;31;31;2790;31.0;1.19;1.19;4.32;3.13;73.9;0.29;0.39;0.32;0.35;35.5;0.13;0.06;0.06;0.00;50.0;Matches;cac76a72
177;Gerónimo Rulli;ar ARG;GK;Real Sociedad;es La Liga;24;1992;38;38;3420;38.0;1.39;1.39;4.11;2.84;68.6;0.50;0.18;0.32;0.26;26.3;0.18;0.11;0.03;0.05;20.0;Matches;625c144a
178;Mathew Ryan;au AUS;GK;Valencia;es La Liga;24;1992;2;2;180;2.0;2.50;2.50;3.50;2.00;42.9;0.00;0.00;1.00;0.00;0.0;1.00;0.50;0.50;0.00;50.0;Matches;4535e4bb
179;Romain Salin;fr FRA;GK;Guingamp;fr Ligue 1;32;1984;1;1;90;1.0;0.00;0.00;3.00;3.00;100.0;1.00;0.00;0.00;1.00;100.0;0.00;0.00;0.00;0.00;;Matches;74733221
180;Kasper Schmeichel;dk DEN;GK;Leicester City;eng Premier League;29;1986;30;30;2666;29.6;1.59;1.59;5.30;3.72;72.0;0.34;0.24;0.44;0.27;26.7;0.10;0.10;0.00;0.00;0.0;Matches;53af52f3
181;Alexander Schwolow;de GER;GK;Freiburg;de Bundesliga;24;1992;34;34;3060;34.0;1.76;1.76;4.85;3.09;66.1;0.41;0.18;0.41;0.18;17.6;0.18;0.12;0.06;0.00;33.3;Matches;0d55d942
182;Simone Scuffet;it ITA;GK;Udinese;it Serie A;20;1996;6;5;462;5.1;2.16;2.14;5.49;3.33;64.3;0.20;0.39;0.39;0.00;0.0;0.20;0.20;0.00;0.00;0.0;Matches;41bd99ea
183;Andrea Seculin;it ITA;GK;Chievo;it Serie A;26;1990;4;4;360;4.0;2.25;2.25;7.50;5.25;70.0;0.00;0.00;1.00;0.00;0.0;0.00;0.00;0.00;0.00;;Matches;c4f573f4
184;Salvatore Sirigu;it ITA;GK;Osasuna;es La Liga;29;1987;18;18;1620;18.0;2.83;2.83;5.39;2.72;49.5;0.17;0.17;0.67;0.06;5.6;0.22;0.11;0.06;0.06;33.3;Matches;10dc46f0
185;Salvatore Sirigu;it ITA;GK;Sevilla;es La Liga;29;1987;2;2;177;2.0;1.50;1.53;3.50;2.50;71.4;0.00;0.50;0.50;0.00;0.0;0.50;0.50;0.00;0.00;0.0;Matches;10dc46f0
186;?ukasz Skorupski;pl POL;GK;Empoli;it Serie A;25;1991;35;35;3150;35.0;1.60;1.60;5.69;4.09;74.4;0.23;0.23;0.54;0.29;28.6;0.26;0.14;0.09;0.03;37.5;Matches;ab4449d6
187;Yann Sommer;ch SUI;GK;M'Gladbach;de Bundesliga;27;1988;34;34;3060;34.0;1.44;1.44;4.29;2.85;69.2;0.35;0.26;0.38;0.29;29.4;0.15;0.12;0.00;0.03;0.0;Matches;420c18a1
188;David Soria;es ESP;GK;Sevilla;es La Liga;23;1993;1;1;90;1.0;0.00;0.00;2.00;2.00;100.0;1.00;0.00;0.00;1.00;100.0;0.00;0.00;0.00;0.00;;Matches;8f8c6934
189;Stefano Sorrentino;it ITA;GK;Chievo;it Serie A;37;1979;34;34;3060;34.0;1.53;1.53;4.65;3.12;69.6;0.35;0.21;0.44;0.29;29.4;0.18;0.12;0.00;0.06;0.0;Matches;048877f5
190;Marco Sportiello;it ITA;GK;Fiorentina;it Serie A;24;1992;2;2;180;2.0;2.00;2.00;3.00;1.00;50.0;0.50;0.00;0.50;0.00;0.0;0.50;0.50;0.00;0.00;0.0;Matches;ac4003af
191;Marco Sportiello;it ITA;GK;Atalanta;it Serie A;24;1992;8;8;720;8.0;1.75;1.75;4.13;2.38;60.6;0.38;0.25;0.38;0.25;25.0;0.13;0.13;0.00;0.00;0.0;Matches;ac4003af
192;Tom Starke;de GER;GK;Bayern Munich;de Bundesliga;35;1981;3;3;270;3.0;1.67;1.67;5.67;4.00;76.5;1.00;0.00;0.00;0.33;33.3;0.67;0.33;0.33;0.00;50.0;Matches;5b52d1f7
193;Maarten Stekelenburg;nl NED;GK;Everton;eng Premier League;33;1982;19;19;1683;18.7;1.28;1.28;3.64;2.35;66.2;0.27;0.32;0.43;0.16;15.8;0.16;0.05;0.05;0.05;50.0;Matches;fefce889
194;Marco Storari;it ITA;GK;Cagliari;it Serie A;39;1977;15;15;1256;14.0;2.57;2.58;6.36;3.79;62.9;0.21;0.14;0.64;0.00;0.0;0.29;0.21;0.00;0.07;0.0;Matches;fb5eb6e0
195;Thomas Strakosha;al ALB;GK;Lazio;it Serie A;21;1995;21;20;1845;20.5;1.27;1.27;4.20;2.93;74.4;0.59;0.15;0.24;0.29;30.0;0.20;0.20;0.00;0.00;0.0;Matches;339fe0e8
196;Danijel Subaši?;hr CRO;GK;Monaco;fr Ligue 1;31;1984;36;36;3240;36.0;0.78;0.78;3.11;2.33;76.8;0.78;0.14;0.08;0.47;47.2;0.11;0.06;0.06;0.00;50.0;Matches;f6db3bd5
197;Seydou Sy;sn SEN;GK;Monaco;fr Ligue 1;20;1995;1;1;45;0.5;0.00;0.00;2.00;2.00;100.0;2.00;0.00;0.00;0.00;0.0;0.00;0.00;0.00;0.00;;Matches;8417953b
198;Wojciech Szcz?sny;pl POL;GK;Roma;it Serie A;26;1990;38;38;3420;38.0;1.00;1.00;4.05;3.05;76.6;0.74;0.08;0.18;0.37;36.8;0.11;0.05;0.05;0.00;50.0;Matches;01b8a2b2
199;Ciprian T?t?ru?anu;ro ROU;GK;Fiorentina;it Serie A;30;1986;35;35;3099;34.4;1.48;1.48;4.53;3.05;69.9;0.41;0.29;0.29;0.32;31.4;0.15;0.12;0.00;0.03;0.0;Matches;b056e3da
200;Marc-André ter Stegen;de GER;GK;Barcelona;es La Liga;24;1992;36;36;3240;36.0;0.92;0.92;4.28;3.36;78.6;0.75;0.17;0.08;0.36;36.1;0.00;0.00;0.00;0.00;;Matches;6f51e382
201;Alexis Thébaux;fr FRA;GK;Bastia;fr Ligue 1;31;1985;1;1;90;1.0;5.00;5.00;8.00;3.00;37.5;0.00;0.00;1.00;0.00;0.0;0.00;0.00;0.00;0.00;;Matches;e8abe105
202;Kevin Trapp;de GER;GK;Paris S-G;fr Ligue 1;26;1990;24;24;2123;23.6;0.55;0.55;2.33;1.78;78.2;0.76;0.17;0.08;0.64;62.5;0.08;0.04;0.04;0.00;50.0;Matches;ce17b5eb
203;Przemys?aw Tyto?;pl POL;GK;La Coruña;es La Liga;29;1987;13;12;1125;12.5;1.84;1.84;4.24;2.48;58.5;0.16;0.40;0.40;0.16;16.7;0.08;0.08;0.00;0.00;0.0;Matches;1fa85681
204;Sven Ulreich;de GER;GK;Bayern Munich;de Bundesliga;27;1988;5;5;450;5.0;0.80;0.80;3.20;2.40;81.3;0.60;0.20;0.20;0.40;40.0;0.20;0.20;0.00;0.00;0.0;Matches;7d3e7da6
205;Víctor Valdés;es ESP;GK;Middlesbrough;eng Premier League;34;1982;28;28;2520;28.0;1.29;1.29;4.21;2.93;72.0;0.11;0.36;0.54;0.29;28.6;0.11;0.11;0.00;0.00;0.0;Matches;e029e404
206;Javi Varas;es ESP;GK;Las Palmas;es La Liga;33;1982;25;25;2250;25.0;1.88;1.88;4.32;2.72;63.0;0.28;0.20;0.52;0.08;8.0;0.28;0.28;0.00;0.00;0.0;Matches;6db3da37
207;Ivan Vargi?;hr CRO;GK;Lazio;it Serie A;29;1987;1;1;90;1.0;3.00;3.00;6.00;3.00;50.0;0.00;0.00;1.00;0.00;0.0;0.00;0.00;0.00;0.00;;Matches;4d64b28e
208;Rémy Vercoutre;fr FRA;GK;Caen;fr Ligue 1;36;1980;34;34;3043;33.8;1.63;1.63;4.26;2.63;66.7;0.27;0.18;0.56;0.24;23.5;0.21;0.21;0.00;0.00;0.0;Matches;1d0900d4
209;Iván Villar;es ESP;GK;Celta Vigo;es La Liga;19;1997;1;1;90;1.0;3.00;3.00;4.00;1.00;25.0;0.00;0.00;1.00;0.00;0.0;0.00;0.00;0.00;0.00;;Matches;cde52ef5
210;Thomas Vincensini;fr FRA;GK;Bastia;fr Ligue 1;22;1993;3;3;270;3.0;1.67;1.67;8.67;7.00;80.8;0.00;0.33;0.67;0.00;0.0;0.00;0.00;0.00;0.00;;Matches;249f9a4c
211;Emiliano Viviano;it ITA;GK;Sampdoria;it Serie A;30;1985;17;17;1530;17.0;1.18;1.18;4.00;2.82;73.5;0.41;0.29;0.29;0.18;17.6;0.18;0.12;0.06;0.00;33.3;Matches;03760df0
212;Michel Vorm;nl NED;GK;Tottenham;eng Premier League;32;1983;5;4;416;4.6;0.43;0.43;1.96;1.52;88.9;0.43;0.65;0.00;0.43;50.0;0.22;0.22;0.00;0.00;0.0;Matches;1bebde9d
213;Roman Weidenfeller;de GER;GK;Dortmund;de Bundesliga;35;1980;7;7;630;7.0;1.57;1.57;4.00;2.43;60.7;0.29;0.57;0.14;0.00;0.0;0.00;0.00;0.00;0.00;;Matches;16b8fabd
214;Felix Wiedwald;de GER;GK;Werder Bremen;de Bundesliga;26;1990;25;24;2209;24.5;2.00;2.00;5.92;3.92;70.3;0.41;0.08;0.53;0.20;20.8;0.33;0.24;0.08;0.00;25.0;Matches;e2d34771
215;Yoel;es ESP;GK;Eibar;es La Liga;27;1988;25;22;2116;23.5;1.36;1.36;4.34;3.11;70.6;0.34;0.26;0.34;0.30;31.8;0.13;0.09;0.04;0.00;33.3;Matches;61bb7498
216;Ron-Robert Zieler;de GER;GK;Leicester City;eng Premier League;27;1989;9;8;754;8.4;1.90;1.91;3.93;2.02;51.5;0.24;0.12;0.60;0.12;12.5;0.00;0.00;0.00;0.00;;Matches;a0606ae8
