;;;;;;;;;Total;Total;Total;Total;Total;Short;Short;Short;Medium;Medium;Medium;Long;Long;Long;;;;;;;;;;;#NAME?
Rk;Player;Nation;Pos;Squad;Comp;Age;Born;90s;Cmp;Att;Cmp%;TotDist;PrgDist;Cmp;Att;Cmp%;Cmp;Att;Cmp%;Cmp;Att;Cmp%;Ast;xAG;xA;A-xAG;KP;01-mars;PPA;CrsPA;PrgP;Matches;-9999
 Rk; Player; Nation; Pos; Squad; Comp; Age; Born; 90s;Total Cmp;Total Att;Total Cmp%;Total TotDist;Total PrgDist;Short Cmp;Short Att;Short Cmp%;Medium Cmp;Medium Att;Medium Cmp%;Long Cmp;Long Att;Long Cmp%; Ast; xAG; xA; A-xAG; KP; 44986; PPA; CrsPA; PrgP; Matches;#NAME?
1455;David López;es ESP;DFMF;Espanyol;es La Liga;27;1989;37.0;42.3;52.2;81.0;858.0;364.6;14.8;16.4;90.0;20.7;22.8;90.8;6.41;11.5;55.5;0.03;0.01;0.02;0.01;0.19;2.86;0.19;0.00;3.78;Matches;f03f284b
1456;Diego López;es ESP;GK;Espanyol;es La Liga;35;1981;9.5;15.5;28.4;54.4;544.7;456.8;1.05;1.05;100.0;6.32;6.63;95.2;8.00;20.5;39.0;0.00;0.00;0.00;0.00;0.00;0.21;0.00;0.00;0.00;Matches;73683fa9
1457;Iván López;es ESP;DF;Levante;es La Liga;23;1993;1.9;40.5;54.7;74.0;783.2;378.4;20.0;21.1;95.0;14.2;17.9;79.4;5.79;13.2;44.0;0.53;0.32;0.11;0.21;0.53;2.63;2.63;0.53;4.21;Matches;5,77E+10
1458;Javi López;es ESP;DF;Espanyol;es La Liga;31;1986;10.7;42.5;57.3;74.2;620.8;257.2;25.4;29.3;86.9;14.4;19.9;72.3;2.15;5.51;39.0;0.00;0.07;0.08;-0.07;0.56;2.62;0.65;0.37;3.27;Matches;ffad706e
1459;Lisandro López;ar ARG;DF;Inter;it Serie A;27;1989;0.5;52.0;56.0;92.9;842.0;236.0;24.0;24.0;100.0;24.0;26.0;92.3;4.00;6.00;66.7;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2.00;Matches;8320fe65
1460;Maxi López;ar ARG;FW;Udinese;it Serie A;33;1984;18.7;13.0;20.0;65.0;167.9;42.9;7.70;11.0;69.9;3.74;5.51;68.0;0.48;1.07;45.0;0.11;0.08;0.05;0.03;1.12;1.23;0.75;0.00;2.19;Matches;ad469944
1461;Maxime Lopez;fr FRA;MFFW;Marseille;fr Ligue 1;19;1997;15.3;84.4;94.1;89.8;1175.8;385.0;49.7;52.0;95.7;22.0;24.9;88.5;5.69;8.30;68.5;0.07;0.11;0.16;-0.05;1.96;7.84;1.37;0.52;10.4;Matches;20094685
1462;Pedro López Muñoz;es ESP;DF;Levante;es La Liga;33;1983;17.7;34.6;46.9;73.7;545.3;246.4;18.2;20.6;88.5;13.2;17.9;74.1;2.54;6.38;39.8;0.00;0.02;0.03;-0.02;0.40;2.26;0.62;0.40;3.16;Matches;a60823a4
1463;Pau López;es ESP;GK;Espanyol;es La Liga;22;1994;28.5;16.3;28.7;56.9;615.2;513.4;1.19;1.19;100.0;6.46;6.60;97.9;8.63;20.7;41.6;0.00;0.00;0.00;-0.00;0.07;0.56;0.00;0.00;0.00;Matches;20b9f052
1464;Pedro López;es ESP;GK;Betis;es La Liga;22;1995;4.6;31.3;39.6;79.1;771.7;606.3;6.52;6.52;100.0;16.1;16.5;97.4;8.70;16.5;52.6;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;Matches;bfa29677
1465;Víctor López;es ESP;MF;Alavés;es La Liga;20;1997;0.7;14.3;25.7;55.6;318.6;138.6;5.71;7.14;80.0;2.86;5.71;50.0;5.71;8.57;66.7;1.43;0.14;0.14;1.29;2.86;0.00;2.86;1.43;1.43;Matches;a68856b5
1466;Jonas Lössl;dk DEN;GK;Huddersfield;eng Premier League;28;1989;38.0;21.7;36.6;59.4;858.4;720.7;1.05;1.05;100.0;7.50;7.58;99.0;13.2;27.8;47.3;0.03;0.02;0.00;0.01;0.08;1.32;0.05;0.00;0.05;Matches;939bc634
1467;Dejan Lovren;hr CRO;DF;Liverpool;eng Premier League;28;1989;23.6;67.9;76.9;88.3;1334.3;486.5;19.8;21.1;94.2;41.1;44.6;92.0;6.53;10.3;63.6;0.04;0.06;0.02;-0.01;0.25;4.11;0.38;0.08;4.15;Matches;1a2935f6
1468;Chris Löwe;de GER;DF;Huddersfield;eng Premier League;28;1989;17.6;34.1;49.3;69.2;605.1;239.0;15.6;18.0;86.7;14.1;19.4;73.0;3.81;9.15;41.6;0.00;0.02;0.03;-0.02;0.28;2.61;0.45;0.28;3.12;Matches;c6896eab
1469;Matthew Lowton;eng ENG;DF;Burnley;eng Premier League;28;1989;25.5;30.5;45.7;66.9;585.9;235.1;12.4;14.7;84.8;13.1;18.3;71.7;4.43;10.5;42.3;0.12;0.06;0.05;0.05;0.55;3.06;0.78;0.43;3.22;Matches;9a9c05db
1470;Anthony Lozano;hn HON;FWMF;Girona;es La Liga;24;1993;5.2;15.6;24.8;62.8;226.7;52.1;9.23;11.9;77.4;5.58;8.65;64.4;0.38;1.54;25.0;0.00;0.06;0.15;-0.06;0.77;0.77;0.38;0.19;2.12;Matches;38699c72
1471;Fabio Lucioni;it ITA;DF;Benevento;it Serie A;29;1987;8.0;27.8;35.4;78.4;681.1;277.5;4.25;5.25;81.0;16.6;18.8;88.7;6.75;10.6;63.5;0.00;0.00;0.00;0.00;0.13;1.38;0.00;0.00;1.38;Matches;8efa621b
1472;Filipe Luís;br BRA;DF;Atlético Madrid;es La Liga;31;1985;18.4;52.0;64.0;81.2;776.4;292.4;30.3;33.0;91.6;16.7;20.2;82.5;3.04;6.30;48.3;0.11;0.11;0.07;0.00;1.03;3.48;0.82;0.27;5.54;Matches;e4ed2628
1473;José Luis Gayà;es ESP;DF;Valencia;es La Liga;22;1995;32.4;40.9;51.7;79.1;658.3;231.1;21.0;23.1;90.7;16.2;20.2;80.3;2.87;6.02;47.7;0.09;0.13;0.10;-0.03;1.11;3.58;1.27;0.68;4.48;Matches;b05e2dbd
1474;José Luis Morales;es ESP;MFFW;Levante;es La Liga;30;1987;34.0;17.9;28.6;62.6;305.3;95.1;9.56;12.1;79.3;5.91;9.03;65.5;2.09;4.35;48.0;0.24;0.20;0.12;0.03;1.38;1.74;1.59;0.50;3.29;Matches;4a478107
1475;José Luis Palomino;ar ARG;DF;Atalanta;it Serie A;27;1990;22.0;43.4;52.3;83.0;815.2;302.2;15.1;17.1;88.3;23.5;26.7;88.1;4.14;6.82;60.7;0.00;0.02;0.02;-0.02;0.09;2.59;0.23;0.14;3.64;Matches;921f6058
1476;Luisinho;pt POR;DF;La Coruña;es La Liga;32;1985;29.1;41.4;54.3;76.3;681.6;295.6;20.9;23.4;89.6;16.6;21.1;78.5;3.16;7.29;43.4;0.03;0.07;0.08;-0.04;0.62;3.06;0.76;0.58;3.95;Matches;a7f00c8c
1477;David Luiz;br BRA;DFMF;Chelsea;eng Premier League;30;1987;9.3;45.2;53.2;84.8;951.4;318.7;13.3;14.5;91.9;22.5;24.4;92.1;8.39;12.5;67.2;0.00;0.00;0.01;0.00;0.11;3.98;0.32;0.00;3.33;Matches;c0e27d1a
1478;Douglas Luiz;br BRA;MFFW;Girona;es La Liga;19;1998;3.4;31.5;42.4;74.3;522.4;147.6;15.9;19.1;83.1;12.4;15.3;80.8;2.65;5.29;50.0;0.00;0.21;0.24;-0.21;0.88;3.24;0.00;0.00;5.29;Matches;6f7d826d
1479;Everton Luiz;br BRA;MF;SPAL;it Serie A;29;1988;7.1;28.2;34.4;82.0;457.2;117.9;12.0;13.9;85.9;13.2;14.4;92.2;1.69;3.10;54.5;0.00;0.03;0.03;-0.03;0.56;2.39;0.42;0.14;2.54;Matches;3,80E+141
1480;Jordan Lukaku;be BEL;DF;Lazio;it Serie A;23;1994;15.1;39.9;51.9;77.0;554.8;175.5;26.2;29.5;88.8;9.80;13.5;72.5;2.38;4.57;52.2;0.07;0.10;0.13;-0.03;1.46;1.52;1.59;1.26;1.92;Matches;0cd0e21b
1481;Romelu Lukaku;be BEL;FW;Manchester Utd;eng Premier League;24;1993;31.9;15.7;23.9;65.8;197.8;47.4;8.84;11.8;74.8;3.70;6.49;57.0;0.85;1.38;61.4;0.22;0.15;0.12;0.07;1.03;1.03;1.03;0.16;1.97;Matches;5eae500a
1482;Lars Lukas Mai;de GER;DF;Bayern Munich;de Bundesliga;17;2000;2.0;51.0;56.5;90.3;952.5;317.5;18.5;18.5;100.0;29.0;32.5;89.2;3.50;5.50;63.6;0.00;0.00;0.00;0.00;0.00;0.50;0.00;0.00;1.00;Matches;95173427
1483;Dodi Lukebakio;be BEL;MFFW;Watford;eng Premier League;19;1997;0.2;35.0;40.0;87.5;590.0;275.0;10.0;10.0;100.0;20.0;20.0;100.0;0.00;5.00;0.0;0.00;0.50;0.00;-0.50;10.0;10.0;5.00;5.00;5.00;Matches;0c61c77c
1484;Saša Luki?;rs SRB;MF;Levante;es La Liga;20;1996;11.0;26.3;31.4;83.8;412.8;125.1;12.5;14.3;87.9;10.7;12.0;89.4;1.55;2.73;56.7;0.09;0.15;0.11;-0.05;0.82;2.09;0.45;0.09;2.91;Matches;c6e8cf1f
1485;Senad Luli?;ba BIH;DFMF;Lazio;it Serie A;31;1986;27.0;41.0;55.1;74.5;693.6;212.5;20.6;23.9;86.4;13.7;18.7;73.3;4.93;8.26;59.6;0.15;0.14;0.10;0.00;1.41;2.96;1.22;0.74;4.15;Matches;7fd58fe3
1486;Levi Lumeka;eng ENG;FW;Crystal Palace;eng Premier League;18;1998;0.3;16.7;36.7;45.5;136.7;30.0;16.7;20.0;83.3;0.00;3.33;0.0;0.00;6.67;0.0;0.00;0.00;0.00;0.00;0.00;3.33;0.00;0.00;0.00;Matches;199ff86e
1487;Antonio Luna;es ESP;DF;Levante;es La Liga;26;1991;22.5;30.3;44.3;68.3;512.0;253.9;15.2;18.0;84.7;11.0;15.5;71.1;2.93;8.09;36.3;0.09;0.09;0.07;-0.00;0.62;2.58;1.11;0.58;2.98;Matches;ed239245
1488;Arnaud Lusamba;cd COD;MF;Nice;fr Ligue 1;20;1997;1.8;41.7;51.1;81.5;616.1;138.3;23.3;27.8;84.0;11.7;12.8;91.3;3.33;3.33;100.0;0.00;0.06;0.06;-0.06;1.67;3.89;0.56;0.00;4.44;Matches;54131505
1489;Fabian Lustenberger;ch SUI;MFDF;Hertha BSC;de Bundesliga;29;1988;17.6;40.4;49.0;82.5;850.6;239.2;11.7;13.9;84.1;22.1;24.9;88.6;6.25;9.43;66.3;0.00;0.04;0.02;-0.04;0.34;3.01;0.00;0.00;3.35;Matches;a63a995f
1490;Andreas Luthe;de GER;GK;Augsburg;de Bundesliga;30;1987;2.0;31.5;39.5;79.7;847.5;543.5;4.00;4.00;100.0;18.0;18.0;100.0;9.00;17.0;52.9;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;Matches;7fe12375
1491;Lyanco;br BRA;DF;Torino;it Serie A;20;1997;3.5;39.1;45.7;85.6;763.1;325.1;12.3;12.9;95.6;21.4;22.6;94.9;4.86;8.57;56.7;0.00;0.00;0.00;0.00;0.00;2.29;0.29;0.00;4.57;Matches;b5bf1770
1492;Charalambos Lykogiannis;gr GRE;DF;Cagliari;it Serie A;23;1993;7.6;22.4;38.9;57.4;412.9;205.8;8.82;12.9;68.4;10.7;18.2;58.7;2.50;5.92;42.2;0.13;0.11;0.08;0.03;0.39;1.58;0.79;0.39;1.84;Matches;5efc5389
1493;Cheikh M'Bengue;sn SEN;DF;Saint-Étienne;fr Ligue 1;29;1988;5.4;31.5;42.2;74.6;562.2;245.9;13.9;16.3;85.2;15.0;19.1;78.6;2.59;5.37;48.3;0.00;0.06;0.06;-0.06;0.19;2.41;0.37;0.00;3.70;Matches;88fdac8b
1494;Raïs M'Bolhi;dz ALG;GK;Rennes;fr Ligue 1;31;1986;1.0;9.00;24.0;37.5;345.0;244.0;0.00;0.00;;5.00;6.00;83.3;4.00;18.0;22.2;0.00;0.00;0.00;0.00;0.00;1.00;0.00;0.00;0.00;Matches;c121a641
1495;Yann M'Vila;fr FRA;MF;Saint-Étienne;fr Ligue 1;27;1990;16.4;69.5;79.4;87.6;1339.6;424.1;27.9;30.3;92.2;29.8;32.7;90.9;10.2;13.2;77.3;0.00;0.01;0.04;-0.01;0.18;6.10;0.55;0.06;8.48;Matches;d4133fa1
1496;Zinédine Machach;fr FRA;FWMF;Toulouse;fr Ligue 1;21;1996;2.1;14.3;22.4;63.8;250.0;97.6;8.10;10.0;81.0;4.76;6.67;71.4;1.43;3.81;37.5;0.00;0.14;0.10;-0.14;0.48;1.43;0.48;0.48;3.33;Matches;3,14E+42
1497;Pablo Maffeo;es ESP;DF;Girona;es La Liga;20;1997;29.4;29.9;42.2;70.9;509.0;143.2;15.0;17.4;86.1;11.0;15.1;72.4;3.13;7.52;41.6;0.03;0.11;0.09;-0.07;0.95;1.87;1.05;0.71;2.38;Matches;5db04597
1498;Christian Maggio;it ITA;DF;Napoli;it Serie A;35;1982;7.1;55.5;66.3;83.7;807.5;226.5;33.0;36.9;89.3;18.3;21.5;85.0;3.10;4.65;66.7;0.00;0.03;0.03;-0.03;0.42;2.54;0.70;0.42;3.66;Matches;31d7f557
1499;Francesco Magnanelli;it ITA;MF;Sassuolo;it Serie A;32;1984;27.7;49.7;61.0;81.4;1041.0;294.5;16.1;18.3;88.1;24.0;27.5;87.4;8.95;13.6;65.8;0.00;0.06;0.06;-0.06;1.30;5.70;0.87;0.07;6.90;Matches;07767f42
1500;Harry Maguire;eng ENG;DF;Leicester City;eng Premier League;24;1993;38.0;36.3;46.9;77.4;760.2;290.0;11.8;14.2;83.1;17.4;20.2;85.8;6.32;10.7;59.0;0.11;0.11;0.06;-0.00;0.47;3.37;0.21;0.03;4.68;Matches;d8931174
1501;Hicham Mahou;fr FRA;MFFW;Nice;fr Ligue 1;18;1999;0.6;35.0;45.0;77.8;548.3;76.7;16.7;20.0;83.3;13.3;15.0;88.9;1.67;5.00;33.3;0.00;0.00;0.17;0.00;0.00;1.67;1.67;0.00;3.33;Matches;f329ec76
1502;Riyad Mahrez;dz ALG;MFFW;Leicester City;eng Premier League;26;1991;32.8;33.2;45.3;73.3;580.6;184.2;16.9;19.7;85.5;9.94;13.3;74.8;4.57;8.14;56.2;0.30;0.22;0.21;0.09;1.74;3.72;1.52;0.24;5.79;Matches;892d5bb1
1503;Thiago Maia;br BRA;MFDF;Lille;fr Ligue 1;20;1997;27.4;54.1;64.2;84.3;939.1;305.7;22.4;25.2;89.1;23.3;26.4;88.3;5.58;8.14;68.6;0.00;0.01;0.04;-0.01;0.51;5.51;0.47;0.04;6.93;Matches;91e58f66
1504;Arne Maier;de GER;MF;Hertha BSC;de Bundesliga;18;1999;13.6;39.0;47.2;82.6;712.4;194.2;14.9;16.9;88.3;18.9;21.7;87.1;4.34;6.25;69.4;0.07;0.09;0.10;-0.01;0.51;4.34;0.81;0.07;5.96;Matches;ab700320
1505;Sebastian Maier;de GER;MF;Hannover 96;de Bundesliga;23;1993;2.9;30.3;46.9;64.7;518.3;197.9;15.9;21.0;75.4;8.28;14.8;55.8;4.48;7.93;56.5;0.00;0.10;0.14;-0.10;1.03;2.76;1.03;0.34;4.83;Matches;e8385ec4
1506;Domenico Maietta;it ITA;DF;Bologna;it Serie A;34;1982;5.2;40.8;48.8;83.5;875.8;359.8;9.62;10.8;89.3;26.3;27.9;94.5;4.62;9.42;49.0;0.00;0.00;0.00;0.00;0.00;4.04;0.00;0.00;4.23;Matches;3d936ba9
1507;Habib Maïga;ci CIV;MFDF;Saint-Étienne;fr Ligue 1;21;1996;7.9;34.4;46.1;74.7;572.4;202.5;17.0;18.5;91.8;14.1;19.0;74.0;2.91;5.70;51.1;0.00;0.08;0.08;-0.08;0.76;4.05;0.38;0.13;5.70;Matches;e768de1f
1508;Mike Maignan;fr FRA;GK;Lille;fr Ligue 1;22;1995;33.7;27.0;34.3;78.7;733.7;546.9;3.92;3.95;99.2;14.8;14.9;99.0;8.07;15.1;53.3;0.00;0.00;0.00;0.00;0.00;0.27;0.00;0.00;0.00;Matches;fcb38f57
1509;Linton Maina;de GER;MF;Hannover 96;de Bundesliga;18;1999;0.1;180.0;200.0;90.0;2530.0;1110.0;80.0;80.0;100.0;70.0;90.0;77.8;10.0;10.0;100.0;10.0;10.0;7.00;0.00;30.0;20.0;20.0;0.00;30.0;Matches;e5d85da8
1510;Ainsley Maitland-Niles;eng ENG;DFMF;Arsenal;eng Premier League;19;1997;10.2;52.0;62.7;82.8;802.2;242.6;28.4;31.5;90.3;17.5;21.1;82.8;4.12;5.78;71.2;0.00;0.09;0.14;-0.09;0.78;3.63;1.37;0.39;3.43;Matches;e3a5814e
1511;Jean-Victor Makengo;fr FRA;FWMF;Nice;fr Ligue 1;19;1998;2.7;35.6;40.7;87.3;519.3;95.2;22.2;24.1;92.3;10.7;12.6;85.3;1.48;2.59;57.1;0.00;0.00;0.04;0.00;0.00;1.85;0.37;0.00;4.07;Matches;22bfb57e
1512;Nemanja Maksimovi?;rs SRB;MF;Valencia;es La Liga;22;1995;6.2;34.8;41.6;83.7;551.9;121.5;18.2;20.8;87.6;12.9;15.0;86.0;2.74;4.35;63.0;0.00;0.06;0.03;-0.06;1.45;1.77;1.13;0.16;3.55;Matches;00b28772
1513;Nikola Maksimovi?;rs SRB;DF;Napoli;it Serie A;25;1991;1.1;51.8;53.6;96.6;1032.7;302.7;15.5;15.5;100.0;25.5;25.5;100.0;8.18;9.09;90.0;0.00;0.00;0.00;0.00;0.00;6.36;0.00;0.00;3.64;Matches;16b9d5cf
1514;Malcom;br BRA;FW;Bordeaux;fr Ligue 1;20;1997;31.7;37.3;49.7;75.0;569.4;162.7;20.9;23.8;87.7;9.50;12.5;75.8;4.10;7.85;52.2;0.22;0.27;0.32;-0.05;2.74;3.09;2.18;0.50;5.33;Matches;6853490f
1515;Kévin Malcuit;ma MAR;DF;Lille;fr Ligue 1;26;1991;20.2;46.7;59.4;78.7;701.3;292.8;26.7;30.1;88.7;14.9;18.6;80.1;2.97;6.34;46.9;0.30;0.17;0.17;0.12;1.24;3.51;0.99;0.59;5.45;Matches;d6a889ea
1516;Yunus Mall?;tr TUR;FWMF;Wolfsburg;de Bundesliga;25;1992;24.9;25.7;34.3;75.1;395.5;118.2;12.9;15.7;81.6;9.60;12.2;78.4;1.77;3.65;48.4;0.16;0.12;0.20;0.04;1.16;3.05;1.37;0.44;4.34;Matches;f3722c97
1517;Hugo Mallo;es ESP;DF;Celta Vigo;es La Liga;26;1991;33.3;48.3;65.7;73.5;792.8;313.5;24.6;28.2;87.0;18.9;24.0;78.7;3.78;9.88;38.3;0.15;0.16;0.14;-0.01;0.87;3.36;1.32;0.48;4.77;Matches;cb574619
1518;Scott Malone;eng ENG;DF;Huddersfield;eng Premier League;26;1991;12.4;39.7;57.1;69.5;724.4;275.2;16.9;20.7;81.3;17.0;22.9;74.3;4.84;9.68;50.0;0.08;0.04;0.04;0.04;0.81;2.58;0.81;0.24;4.11;Matches;f15a50e8
1519;Vincent Manceau;fr FRA;DF;Angers;fr Ligue 1;28;1989;33.0;40.3;52.6;76.5;647.3;275.5;22.1;24.4;90.7;14.4;18.6;77.2;3.18;7.27;43.8;0.00;0.06;0.05;-0.06;0.67;2.24;0.76;0.30;3.94;Matches;c26a3918
1520;Gianluca Mancini;it ITA;DF;Atalanta;it Serie A;21;1996;7.6;37.0;45.8;80.7;744.7;274.5;13.4;15.1;88.7;17.4;20.8;83.5;5.92;8.82;67.2;0.00;0.00;0.01;0.00;0.00;2.50;0.13;0.00;3.55;Matches;5aa53281
1521;Steve Mandanda;fr FRA;GK;Marseille;fr Ligue 1;32;1985;30.0;21.0;29.7;70.6;616.6;457.4;2.17;2.17;100.0;10.7;10.9;98.2;8.13;16.4;49.5;0.00;0.00;0.00;0.00;0.00;0.33;0.00;0.00;0.00;Matches;1d2d5cc8
1522;Aïssa Mandi;dz ALG;DF;Betis;es La Liga;25;1991;33.6;58.5;63.9;91.6;1065.6;405.9;24.6;26.1;94.4;28.1;30.1;93.4;5.42;6.76;80.2;0.00;0.01;0.01;-0.01;0.12;4.35;0.06;0.00;3.84;Matches;fbd6378b
1523;Georges Mandjeck;cm CMR;MFDF;Metz;fr Ligue 1;28;1988;10.8;31.7;40.5;78.3;618.8;219.1;12.1;15.3;79.4;15.1;17.4;86.7;4.35;7.41;58.8;0.09;0.02;0.04;0.07;0.56;4.81;0.46;0.00;5.37;Matches;de343d38
1524;Rolando Mandragora;it ITA;MF;Crotone;it Serie A;20;1997;36.0;30.1;38.3;78.7;521.8;165.3;13.1;15.6;83.8;12.9;15.6;82.7;2.75;4.44;61.9;0.00;0.04;0.07;-0.04;0.67;3.03;0.36;0.08;4.42;Matches;c7259b83
1525;Mario Mandžuki?;hr CRO;FW;Juventus;it Serie A;31;1986;25.8;28.6;38.6;74.3;430.5;74.3;16.2;20.2;80.4;8.99;11.6;77.6;1.94;3.06;63.3;0.04;0.08;0.09;-0.04;0.97;1.16;0.54;0.04;2.33;Matches;afa0d4e0
1526;Sadio Mané;sn SEN;FW;Liverpool;eng Premier League;25;1992;24.3;32.4;41.4;78.3;476.7;98.9;18.1;21.7;83.3;11.4;13.5;84.4;1.56;2.51;62.3;0.29;0.22;0.20;0.07;1.98;2.26;2.30;0.21;4.94;Matches;c691bfe2
1527;Eliaquim Mangala;fr FRA;DF;Manchester City;eng Premier League;26;1991;5.4;58.5;64.1;91.3;972.8;337.8;25.6;26.5;96.5;30.7;32.0;96.0;1.67;3.89;42.9;0.00;0.00;0.00;0.00;0.19;1.85;0.00;0.00;2.78;Matches;f520049f
1528;Eliaquim Mangala;fr FRA;DF;Everton;eng Premier League;26;1991;1.5;40.0;48.0;83.3;866.0;288.7;7.33;9.33;78.6;28.7;31.3;91.5;4.00;6.00;66.7;0.00;0.00;0.00;0.00;0.00;2.67;0.00;0.00;4.67;Matches;f520049f
1529;Orel Mangala;be BEL;MF;Stuttgart;de Bundesliga;19;1998;8.7;31.5;40.6;77.6;498.5;112.3;17.6;20.9;84.1;11.4;13.9;81.8;2.18;4.25;51.4;0.00;0.03;0.02;-0.03;0.23;3.10;0.34;0.00;3.56;Matches;a572e291
1530;Kader Mangane;sn SEN;DF;Strasbourg;fr Ligue 1;34;1983;19.1;26.5;35.2;75.4;609.7;279.9;6.49;7.80;83.2;13.9;16.3;84.9;5.86;10.2;57.7;0.05;0.03;0.03;0.02;0.16;1.73;0.42;0.05;2.15;Matches;dbb10755
1531;Thomas Mangani;fr FRA;MF;Angers;fr Ligue 1;30;1987;33.6;45.9;64.0;71.6;828.5;336.6;21.4;24.7;86.4;16.8;22.4;75.0;6.13;12.8;48.0;0.18;0.18;0.21;-0.01;1.88;5.80;0.74;0.21;8.10;Matches;c801616a
1532;Kostas Manolas;gr GRE;DF;Roma;it Serie A;26;1991;26.0;46.1;52.8;87.3;876.3;311.2;16.3;17.7;91.8;24.2;26.5;91.4;4.92;7.27;67.7;0.00;0.00;0.01;-0.00;0.15;3.58;0.15;0.00;4.12;Matches;c707411f
1533;Javier Manquillo;es ESP;DF;Newcastle Utd;eng Premier League;23;1994;19.5;28.8;39.3;73.2;444.9;182.0;15.7;18.6;84.3;10.4;14.3;72.7;1.85;4.00;46.2;0.05;0.07;0.03;-0.02;0.56;1.79;0.36;0.26;2.82;Matches;758dd7f0
1534;Martín Mantovani;ar ARG;DF;Leganés;es La Liga;33;1984;11.4;26.1;33.7;77.3;500.4;191.5;10.2;11.9;85.3;12.4;15.1;82.0;3.16;5.88;53.7;0.00;0.01;0.01;-0.01;0.18;1.49;0.09;0.00;1.75;Matches;4ffb647d
1535;José Manuel Jurado;es ESP;MFFW;Espanyol;es La Liga;31;1986;16.7;30.7;38.4;79.8;455.1;111.9;18.1;20.1;90.4;8.68;10.8;80.1;2.40;4.49;53.3;0.18;0.09;0.08;0.09;0.96;2.93;0.78;0.12;3.83;Matches;71d4e271
1536;Harrison Manzala;cd COD;FWMF;Amiens;fr Ligue 1;23;1994;20.7;23.5;32.8;71.7;317.9;66.2;14.5;17.4;83.4;6.38;9.13;69.8;1.01;2.37;42.9;0.14;0.08;0.09;0.07;0.39;1.01;0.43;0.24;1.74;Matches;392d98fc
1537;Myziane Maolida;fr FRA;FWMF;Lyon;fr Ligue 1;18;1999;3.7;29.5;38.1;77.3;335.7;74.6;20.3;23.8;85.2;5.68;8.11;70.0;0.81;1.35;60.0;0.00;0.24;0.22;-0.24;1.89;1.62;1.08;0.27;2.70;Matches;706a60e1
1538;Faitout Maouassa;fr FRA;MFFW;Rennes;fr Ligue 1;19;1998;9.9;18.7;26.7;70.1;243.6;70.6;11.7;13.9;84.1;4.85;7.27;66.7;0.71;2.63;26.9;0.20;0.15;0.09;0.05;0.91;1.41;0.51;0.30;2.32;Matches;e54a9890
1539;Fernando Marçal;br BRA;DF;Lyon;fr Ligue 1;28;1989;14.4;57.5;69.7;82.6;888.6;288.4;32.8;35.3;93.1;19.2;24.0;80.0;4.44;6.94;64.0;0.21;0.10;0.09;0.11;1.18;2.29;0.56;0.21;4.79;Matches;9ae9eaea
1540;Vincent Marcel;fr FRA;MFFW;Nice;fr Ligue 1;20;1997;0.5;30.0;38.0;78.9;364.0;46.0;18.0;22.0;81.8;8.00;8.00;100.0;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;2.00;0.00;0.00;2.00;Matches;51fa3fed
1541;Marcelo;br BRA;DF;Real Madrid;es La Liga;29;1988;25.1;62.5;78.4;79.7;983.5;397.2;36.2;38.8;93.1;18.6;23.6;78.8;5.74;11.4;50.5;0.24;0.26;0.30;-0.02;2.27;6.49;3.07;1.04;10.1;Matches;603116a7
1542;Marcelo;br BRA;DF;Lyon;fr Ligue 1;30;1987;34.5;56.9;65.3;87.2;1234.9;417.8;14.9;16.1;92.4;31.5;33.7;93.6;9.83;13.9;70.8;0.03;0.05;0.04;-0.02;0.17;2.78;0.17;0.00;4.41;Matches;e3d0b0c4
1543;Solly March;eng ENG;MFFW;Brighton;eng Premier League;23;1994;20.6;25.0;36.7;68.3;417.9;116.3;12.4;15.0;82.5;8.40;11.7;71.8;2.86;5.78;49.6;0.05;0.07;0.09;-0.02;0.87;1.60;0.92;0.44;2.91;Matches;bb5fbd2b
1544;Gabriele Marchegiani;it ITA;GK;SPAL;it Serie A;21;1996;0.0;0;0;;0;0;0;0;;0;0;;0;0;;0;0.0;0.0;0.0;0;0;0;0;0;Matches;8cf63012
1545;Claudio Marchisio;it ITA;MF;Juventus;it Serie A;31;1986;9.1;66.2;74.8;88.4;1257.9;280.4;24.9;27.0;92.3;28.6;30.9;92.5;10.3;12.9;80.3;0.11;0.08;0.07;0.03;0.66;5.71;0.77;0.11;7.36;Matches;e304acd5
1546;Gian Marco Ferrari;it ITA;DF;Sampdoria;it Serie A;25;1992;29.4;51.1;58.0;88.1;995.5;390.7;17.6;19.1;92.2;26.8;28.6;93.6;6.16;9.29;66.3;0.00;0.01;0.04;-0.01;0.14;3.40;0.27;0.00;5.24;Matches;8650af85
1547;Óscar de Marcos;es ESP;DFFW;Athletic Club;es La Liga;28;1989;18.4;38.4;50.1;76.7;635.5;195.9;19.8;22.9;86.3;14.5;18.2;79.4;3.32;6.14;54.0;0.11;0.13;0.11;-0.02;1.14;3.48;1.36;0.76;4.51;Matches;9f323c71
