;;;;;;;;;Total;Total;Total;Total;Total;Short;Short;Short;Medium;Medium;Medium;Long;Long;Long;;;;;;;;;;;#NAME?
Rk;Player;Nation;Pos;Squad;Comp;Age;Born;90s;Cmp;Att;Cmp%;TotDist;PrgDist;Cmp;Att;Cmp%;Cmp;Att;Cmp%;Cmp;Att;Cmp%;Ast;xAG;xA;A-xAG;KP;01-mars;PPA;CrsPA;PrgP;Matches;-9999
 Rk; Player; Nation; Pos; Squad; Comp; Age; Born; 90s;Total Cmp;Total Att;Total Cmp%;Total TotDist;Total PrgDist;Short Cmp;Short Att;Short Cmp%;Medium Cmp;Medium Att;Medium Cmp%;Long Cmp;Long Att;Long Cmp%; Ast; xAG; xA; A-xAG; KP; 44986; PPA; CrsPA; PrgP; Matches;#NAME?
54;Álex Alegría;es ESP;FW;Levante;es La Liga;24;1992;7.0;15.9;23.4;67.7;190.4;23.7;10.4;14.1;73.7;4.71;6.29;75.0;0.00;0.43;0.0;0.00;0.03;0.03;-0.03;0.43;1.43;0.29;0.00;1.14;Matches;46166b49
55;Iván Alejo;es ESP;MFFW;Eibar;es La Liga;22;1995;12.2;14.9;27.9;53.5;233.4;72.7;9.10;12.4;73.5;4.43;8.11;54.5;1.23;4.26;28.8;0.25;0.17;0.16;0.07;1.39;0.90;2.13;1.56;1.64;Matches;3d7e48ce
56;Alexander;ar ARG;MFFW;Leganés;es La Liga;28;1988;11.8;18.6;27.1;68.4;247.3;78.9;11.9;14.6;82.0;3.98;6.78;58.8;1.19;2.46;48.3;0.17;0.21;0.25;-0.04;1.61;1.10;1.19;0.51;2.20;Matches;3e1858af
57;Trent Alexander-Arnold;eng ENG;DF;Liverpool;eng Premier League;18;1998;17.5;55.0;74.8;73.6;1010.8;340.9;23.3;26.2;89.1;23.9;31.2;76.6;6.69;13.9;48.1;0.06;0.15;0.10;-0.09;1.43;4.34;1.43;0.34;5.37;Matches;cd1acf9d
58;Alexis;es ESP;DF;Alavés;es La Liga;31;1985;24.3;22.4;30.6;73.2;435.1;210.9;8.44;9.75;86.5;10.2;13.7;74.6;3.25;6.01;54.1;0.00;0.01;0.01;-0.01;0.21;1.11;0.12;0.00;1.40;Matches;db0cd1ae
59;Alisson;br BRA;GK;Roma;it Serie A;24;1992;37.0;29.5;35.8;82.4;861.2;628.4;3.43;3.43;100.0;14.0;14.2;98.7;12.0;18.0;66.4;0.00;0.00;0.00;0.00;0.03;0.41;0.00;0.00;0.00;Matches;7a2e46a8
60;Allan;br BRA;MF;Napoli;it Serie A;26;1991;31.7;49.6;57.6;86.1;688.8;175.7;30.5;33.4;91.4;14.8;16.9;87.5;2.15;3.34;64.2;0.16;0.11;0.13;0.04;1.07;5.43;1.42;0.06;5.87;Matches;cc700722
61;Joe Allen;wls WAL;MF;Stoke City;eng Premier League;27;1990;34.9;31.9;40.2;79.4;506.2;153.3;15.7;17.8;88.2;12.5;15.2;82.3;2.15;3.67;58.6;0.17;0.08;0.07;0.09;0.89;3.32;0.74;0.11;4.73;Matches;9feb8f24
62;Dele Alli;eng ENG;MFFW;Tottenham;eng Premier League;21;1996;32.9;29.9;39.4;76.1;461.2;122.0;16.4;19.7;83.6;10.4;12.6;82.6;1.91;3.31;57.8;0.30;0.25;0.16;0.05;1.91;3.16;1.67;0.03;5.50;Matches;cea4ee8f
63;Júnior Alonso;py PAR;DF;Lille;fr Ligue 1;24;1993;30.9;49.3;61.0;80.8;1011.6;436.3;14.7;16.3;90.5;26.6;30.3;87.8;7.02;12.4;56.7;0.03;0.02;0.02;0.02;0.36;2.72;0.16;0.06;3.69;Matches;b18a3023
64;José Alonso Lara;es ESP;MF;Sevilla;es La Liga;17;2000;0.1;30.0;40.0;75.0;410.0;120.0;20.0;20.0;100.0;10.0;10.0;100.0;0.00;10.0;0.0;0.00;0.00;0.00;0.00;0.00;10.0;0.00;0.00;0.00;Matches;7e28d6f7
65;Marcos Alonso;es ESP;DFMF;Chelsea;eng Premier League;26;1990;31.7;42.1;54.3;77.5;686.5;192.9;20.7;23.7;87.4;17.5;21.0;83.5;2.71;5.55;48.9;0.06;0.09;0.07;-0.03;1.07;1.74;0.82;0.35;3.25;Matches;f4290206
66;Ricky Álvarez;ar ARG;MF;Sampdoria;it Serie A;29;1988;3.0;44.7;59.7;74.9;657.0;170.3;27.3;32.3;84.5;14.7;18.3;80.0;2.33;6.00;38.9;0.33;0.17;0.20;0.17;2.00;3.00;2.00;0.67;4.33;Matches;92a5ac34
67;Sergio Álvarez;es ESP;GK;Celta Vigo;es La Liga;30;1986;16.4;25.9;38.2;67.7;817.7;609.8;1.83;1.83;100.0;14.3;14.6;97.9;9.76;21.5;45.3;0.00;0.01;0.00;-0.01;0.06;0.43;0.06;0.00;0.00;Matches;8875b8c9
68;Yeray Álvarez;es ESP;DF;Athletic Club;es La Liga;22;1995;7.5;51.3;62.4;82.3;1128.4;427.7;13.5;15.9;84.9;27.6;30.5;90.4;9.87;14.8;66.7;0.00;0.01;0.01;-0.01;0.27;4.80;0.13;0.00;5.47;Matches;3ecc11d8
69;Dani Alves;br BRA;DF;Paris S-G;fr Ligue 1;34;1983;22.9;77.6;90.8;85.5;1086.5;389.7;46.9;50.4;93.1;16.0;19.4;82.2;6.94;10.3;67.1;0.31;0.22;0.25;0.09;2.05;6.16;2.75;0.96;7.34;Matches;c9e99e49
70;Ibrahim Amadou;fr FRA;MFDF;Lille;fr Ligue 1;24;1993;26.7;51.6;59.2;87.2;1011.1;343.0;18.1;19.6;92.5;25.8;28.0;92.0;7.00;9.74;71.9;0.00;0.01;0.02;-0.01;0.37;3.60;0.15;0.04;4.27;Matches;9260926b
71;Eloi Amagat;es ESP;MF;Girona;es La Liga;32;1985;0.2;40.0;45.0;88.9;880.0;245.0;15.0;15.0;100.0;20.0;25.0;80.0;5.00;5.00;100.0;0.00;0.00;0.00;0.00;0.00;10.0;0.00;0.00;15.0;Matches;12a875ce
72;Morgan Amalfitano;fr FRA;MFFW;Rennes;fr Ligue 1;32;1985;8.3;26.6;33.4;79.8;341.4;104.1;16.3;17.5;93.1;6.87;8.43;81.4;1.08;3.73;29.0;0.00;0.06;0.05;-0.06;0.72;2.77;0.48;0.12;2.89;Matches;ab914649
73;Romain Amalfitano;fr FRA;MF;Dijon;fr Ligue 1;27;1989;30.0;38.3;47.1;81.3;747.1;211.9;15.0;16.8;88.9;16.0;17.9;89.6;6.03;9.37;64.4;0.10;0.06;0.07;0.04;0.77;4.03;0.77;0.13;4.87;Matches;d7bf3d19
74;Daniel Amartey;gh GHA;DF;Leicester City;eng Premier League;22;1994;5.4;44.3;57.4;77.1;714.6;288.0;23.9;26.3;90.8;15.4;20.2;76.1;3.70;8.33;44.4;0.00;0.00;0.02;0.00;0.00;2.59;0.00;0.00;2.59;Matches;1a4ef233
75;Jordi Amat;id IDN;DFMF;Betis;es La Liga;25;1992;22.7;63.6;70.9;89.7;1233.1;342.1;21.9;23.7;92.4;34.4;36.6;94.1;6.70;8.85;75.6;0.00;0.00;0.01;-0.00;0.22;3.39;0.13;0.00;4.45;Matches;d70a2141
76;Amath;sn SEN;MFFW;Getafe;es La Liga;21;1996;31.8;12.3;18.7;65.4;183.0;53.4;6.64;9.06;73.3;3.81;5.38;70.8;0.91;1.79;50.9;0.09;0.08;0.05;0.01;0.72;1.48;0.53;0.09;2.08;Matches;f3b1d9a2
77;Jordan Amavi;fr FRA;DF;Marseille;fr Ligue 1;23;1994;24.4;45.2;56.1;80.4;689.0;204.9;24.0;26.4;90.7;15.5;19.3;80.3;3.44;5.70;60.4;0.20;0.08;0.08;0.12;0.86;2.34;0.70;0.37;3.69;Matches;22721b88
78;Stephan Ambrosius;gh GHA;DF;Hamburger SV;de Bundesliga;18;1998;0.5;64.0;70.0;91.4;1098.0;238.0;20.0;20.0;100.0;40.0;40.0;100.0;2.00;6.00;33.3;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;4.00;Matches;2930c9d8
79;Kelvin Amian;fr FRA;DF;Toulouse;fr Ligue 1;19;1998;35.0;28.9;37.2;77.7;495.1;214.4;14.4;16.2;88.6;11.1;13.5;81.6;2.94;5.60;52.6;0.03;0.03;0.04;-0.00;0.31;2.46;0.46;0.26;3.06;Matches;bcc81786
80;Nadiem Amiri;de GER;MF;Hoffenheim;de Bundesliga;20;1996;19.4;33.9;43.9;77.3;553.5;147.4;16.9;20.1;83.8;13.0;15.5;84.1;2.73;5.46;50.0;0.15;0.18;0.15;-0.02;1.55;3.66;1.08;0.15;4.59;Matches;555d5edd
81;Ethan Ampadu;wls WAL;DF;Chelsea;eng Premier League;16;2000;0.1;190.0;190.0;100.0;3910.0;1490.0;50.0;50.0;100.0;130.0;130.0;100.0;10.0;10.0;100.0;0.00;0.00;0.00;0.00;0.00;10.0;0.00;0.00;10.0;Matches;10b9fa99
82;Nordin Amrabat;ma MAR;FW;Watford;eng Premier League;30;1987;2.2;20.0;35.5;56.4;265.9;86.4;13.2;16.4;80.6;4.09;9.55;42.9;1.82;4.09;44.4;0.00;0.05;0.09;-0.05;1.36;1.82;1.36;0.91;3.18;Matches;7c2a398c
83;Nordin Amrabat;ma MAR;FWMF;Leganés;es La Liga;30;1987;18.0;16.4;26.7;61.5;244.2;54.5;9.61;11.9;80.5;5.28;8.39;62.9;0.89;2.72;32.7;0.22;0.18;0.12;0.04;1.28;1.11;0.94;0.28;2.78;Matches;7c2a398c
84;Jon Ander Serantes;es ESP;GK;Leganés;es La Liga;27;1989;1.0;12.0;33.0;36.4;636.0;597.0;0.00;0.00;;2.00;2.00;100.0;10.0;31.0;32.3;0.00;0.00;0.00;0.00;0.00;1.00;0.00;0.00;0.00;Matches;983ccabe
85;Joachim Andersen;dk DEN;DF;Sampdoria;it Serie A;21;1996;6.1;60.8;69.5;87.5;1225.6;391.1;19.3;20.8;92.9;32.8;34.6;94.8;8.36;12.6;66.2;0.00;0.00;0.02;0.00;0.00;3.77;0.16;0.00;4.43;Matches;e34fc66d
86;Felipe Anderson;br BRA;FWMF;Lazio;it Serie A;24;1993;12.9;39.7;55.1;72.0;622.9;203.7;20.0;24.0;83.2;13.9;18.1;76.5;3.26;6.90;47.2;0.47;0.33;0.27;0.13;2.95;3.49;2.71;0.39;6.43;Matches;9f1893b9
87;Florin Andone;ro ROU;FW;La Coruña;es La Liga;24;1993;18.2;10.3;16.9;61.0;122.3;13.5;7.14;9.67;73.9;2.36;4.12;57.3;0.05;0.55;10.0;0.16;0.05;0.06;0.12;0.49;0.22;0.22;0.05;0.60;Matches;dc008610
88;Nícolas Andrade;br BRA;GK;Hellas Verona;it Serie A;29;1988;36.0;24.1;40.1;60.1;904.9;717.8;1.25;1.33;93.8;8.44;8.72;96.8;14.4;29.8;48.2;0.00;0.00;0.00;-0.00;0.03;0.28;0.00;0.00;0.03;Matches;326d09ef
89;Benjamin André;fr FRA;MF;Rennes;fr Ligue 1;26;1990;33.5;44.2;56.7;78.0;667.5;175.4;23.9;28.5;83.9;13.9;17.5;79.5;3.37;5.28;63.8;0.09;0.06;0.05;0.03;1.01;4.84;0.69;0.15;6.99;Matches;ef9c1c95
90;Marco Andreolli;it ITA;DF;Cagliari;it Serie A;31;1986;20.3;34.1;42.5;80.4;742.8;293.7;8.52;9.51;89.6;19.7;21.6;91.1;5.81;10.6;54.6;0.00;0.00;0.01;0.00;0.10;2.17;0.20;0.00;2.66;Matches;13d820de
91;Yoann Andreu;fr FRA;DF;Angers;fr Ligue 1;28;1989;23.0;41.1;52.9;77.8;612.7;278.2;23.8;26.3;90.6;13.7;18.2;75.1;2.30;5.39;42.7;0.09;0.08;0.07;0.00;0.61;2.39;0.74;0.61;3.78;Matches;872cd68c
92;Miguel Ángel Guerrero;es ESP;FW;Leganés;es La Liga;27;1990;16.0;17.7;23.4;75.7;234.7;29.6;11.3;14.2;79.7;4.88;6.31;77.2;0.63;0.81;76.9;0.19;0.09;0.06;0.09;0.88;0.81;0.25;0.00;1.13;Matches;b35db3f6
93;José Ángel;es ESP;DF;Eibar;es La Liga;27;1989;27.0;37.1;60.9;61.0;775.9;333.9;12.9;16.0;80.5;16.1;23.3;68.9;7.30;18.0;40.5;0.30;0.15;0.13;0.14;1.67;4.41;1.30;1.07;4.74;Matches;3024e383
94;Miguel Ángel Moyá;es ESP;GK;Real Sociedad;es La Liga;33;1984;8.5;32.2;42.5;75.9;1026.7;733.6;1.65;1.65;100.0;15.9;16.5;96.4;14.6;24.1;60.5;0.00;0.00;0.00;0.00;0.00;0.71;0.00;0.00;0.00;Matches;011d8c56
95;Miguel Ángel Rubio;es ESP;DF;Getafe;es La Liga;19;1998;0.3;10.0;33.3;30.0;116.7;116.7;6.67;13.3;50.0;3.33;10.0;33.3;0.00;6.67;0.0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;3.33;Matches;56cafd0a
96;Gabriele Angella;it ITA;DF;Udinese;it Serie A;28;1989;9.9;41.5;50.8;81.7;951.5;392.2;9.19;11.1;82.7;23.7;26.9;88.3;8.28;11.9;69.5;0.00;0.00;0.01;0.00;0.20;2.22;0.10;0.00;3.54;Matches;0c971997
97;Cristian Ansaldi;ar ARG;DF;Torino;it Serie A;30;1986;20.8;34.2;48.2;71.0;636.7;222.4;16.2;17.8;90.8;12.0;16.9;70.9;5.14;10.6;48.4;0.14;0.17;0.13;-0.03;0.91;2.55;1.25;0.67;4.18;Matches;bbafc0c4
98;Luca Antei;it ITA;DF;Benevento;it Serie A;25;1992;6.6;47.9;55.3;86.6;1022.4;367.0;11.7;12.6;92.8;29.8;31.8;93.8;5.91;10.5;56.5;0.00;0.00;0.00;0.00;0.00;2.58;0.00;0.00;2.42;Matches;97c9bce3
99;Mirco Antenucci;it ITA;FW;SPAL;it Serie A;32;1984;28.6;16.6;22.3;74.7;233.3;36.6;10.1;12.4;81.5;4.86;6.43;75.5;0.77;1.15;66.7;0.14;0.12;0.06;0.02;1.29;1.29;0.42;0.14;1.82;Matches;43a2e16c
100;Waldemar Anton;de GER;DFMF;Hannover 96;de Bundesliga;21;1996;25.3;38.2;48.1;79.4;756.4;245.0;12.4;14.7;84.6;20.4;23.6;86.1;4.98;8.06;61.8;0.00;0.00;0.01;0.00;0.08;2.61;0.08;0.04;3.99;Matches;5e66fa06
101;Luca Antonelli;it ITA;DFFW;Milan;it Serie A;30;1987;1.6;48.1;58.8;81.9;736.9;266.3;22.5;25.6;87.8;25.0;28.1;88.9;0.00;4.38;0.0;0.00;0.00;0.00;0.00;0.63;4.38;0.00;0.00;6.25;Matches;40f0ed6c
102;Michail Antonio;jm JAM;FWMF;West Ham;eng Premier League;27;1990;15.0;19.7;32.9;59.9;350.4;104.5;10.1;14.0;71.9;6.00;9.80;61.2;2.80;6.07;46.2;0.07;0.07;0.06;0.00;0.93;1.33;1.00;0.73;1.93;Matches;ac05f970
103;Mirko Antonucci;it ITA;FW;Roma;it Serie A;18;1999;0.3;40.0;53.3;75.0;593.3;90.0;10.0;16.7;60.0;16.7;23.3;71.4;3.33;3.33;100.0;3.33;1.33;0.67;2.00;6.67;0.00;3.33;3.33;3.33;Matches;91976866
104;Vitorino Antunes;pt POR;DF;Getafe;es La Liga;30;1987;31.1;27.7;43.9;63.1;509.2;268.7;12.9;14.6;87.9;10.5;15.8;66.8;3.67;11.1;33.0;0.06;0.11;0.10;-0.05;0.90;2.86;1.16;0.48;3.73;Matches;3e4f735d
105;Dennis Aogo;de GER;MFDF;Stuttgart;de Bundesliga;30;1987;21.7;44.7;55.4;80.7;857.3;217.3;18.3;20.3;90.5;19.4;22.7;85.6;6.45;11.1;58.3;0.28;0.11;0.12;0.17;1.11;2.95;0.83;0.28;3.92;Matches;c311243f
106;Houssem Aouar;fr FRA;MFFW;Lyon;fr Ligue 1;19;1998;27.0;49.3;58.2;84.7;742.9;196.5;26.6;29.6;89.8;17.3;19.5;88.6;3.00;4.59;65.3;0.19;0.17;0.10;0.02;1.37;5.07;0.70;0.04;7.22;Matches;a5db0bec
107;Alberto Aquilani;it ITA;MF;Las Palmas;es La Liga;33;1984;14.4;58.2;70.0;83.1;1093.3;288.0;26.0;29.1;89.3;21.5;25.0;86.1;9.03;12.4;72.6;0.00;0.03;0.05;-0.03;0.83;5.97;0.42;0.00;5.56;Matches;ad340e17
108;Mauro Arambarri;uy URU;MF;Getafe;es La Liga;21;1995;23.6;18.4;26.7;69.2;413.1;111.5;6.23;8.09;77.0;6.86;9.19;74.7;4.87;7.54;64.6;0.04;0.08;0.06;-0.04;0.38;2.25;0.30;0.04;3.22;Matches;58afe001
109;Guilherme Arana;br BRA;DF;Sevilla;es La Liga;20;1997;2.1;50.0;58.6;85.4;623.8;219.5;38.6;41.0;94.2;9.05;11.9;76.0;0.95;3.33;28.6;0.00;0.00;0.00;0.00;0.00;0.95;0.00;0.00;1.90;Matches;2b15a82a
110;Charles Aránguiz;cl CHI;MF;Leverkusen;de Bundesliga;28;1989;25.6;58.3;68.7;84.8;1059.6;340.5;26.2;29.1;89.9;24.7;27.7;89.3;6.37;9.38;67.9;0.12;0.05;0.06;0.07;0.90;7.27;0.90;0.04;8.79;Matches;56413b1f
111;Luiz Araújo;br BRA;FWMF;Lille;fr Ligue 1;21;1996;22.4;23.9;33.7;70.9;426.0;100.4;10.8;13.8;78.6;8.93;11.6;76.9;2.99;5.04;59.3;0.13;0.07;0.08;0.07;0.98;2.23;0.85;0.36;3.35;Matches;fa18c72e
112;Sergio Araujo;ar ARG;MFFW;Las Palmas;es La Liga;25;1992;0.4;50.0;52.5;95.2;632.5;97.5;37.5;37.5;100.0;10.0;10.0;100.0;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;7.50;0.00;0.00;0.00;Matches;080ac8d8
113;Anaitz Arbilla;es ESP;DF;Eibar;es La Liga;30;1987;26.8;46.1;58.2;79.2;1118.0;432.0;12.5;14.3;87.2;20.9;23.8;87.9;12.4;18.6;66.3;0.04;0.01;0.03;0.02;0.30;5.34;0.37;0.04;5.90;Matches;850c0a0d
114;Alphonse Areola;fr FRA;GK;Paris S-G;fr Ligue 1;24;1993;34.0;24.5;26.4;92.7;556.7;379.8;4.50;4.53;99.4;15.1;15.2;99.2;4.59;6.38;71.9;0.00;0.00;0.00;0.00;0.00;0.06;0.00;0.00;0.00;Matches;2f965a72
115;Scott Arfield;ca CAN;MFFW;Burnley;eng Premier League;28;1988;14.8;16.7;24.8;67.3;232.5;63.6;10.1;13.4;75.8;5.07;6.96;72.8;0.61;1.69;36.0;0.07;0.03;0.03;0.04;0.47;1.69;0.41;0.07;2.16;Matches;b1313ec4
116;Samuel Armenteros;se SWE;FW;Benevento;it Serie A;27;1990;4.8;13.1;17.7;74.1;160.0;31.9;7.29;10.0;72.9;3.96;5.42;73.1;0.21;0.42;50.0;0.00;0.00;0.06;0.00;0.21;0.83;0.21;0.00;1.67;Matches;9c8f641a
117;Yoël Armougom;fr FRA;DFMF;Caen;fr Ligue 1;19;1998;1.5;34.7;56.0;61.9;521.3;233.3;21.3;28.0;76.2;9.33;15.3;60.9;2.00;6.00;33.3;0.00;0.07;0.07;-0.07;0.67;3.33;2.00;0.67;4.00;Matches;9dd5da03
118;José Arnaiz;es ESP;MF;Barcelona;es La Liga;22;1995;0.1;30.0;40.0;75.0;460.0;0.00;20.0;20.0;100.0;10.0;20.0;50.0;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;Matches;46e07328
119;Marko Arnautovi?;at AUT;FWMF;West Ham;eng Premier League;28;1989;25.7;19.6;29.5;66.7;258.9;58.3;12.1;15.5;78.2;5.37;8.56;62.7;0.70;2.26;31.0;0.23;0.17;0.16;0.07;1.36;1.01;0.66;0.16;2.02;Matches;459419
120;Maximilian Arnold;de GER;MF;Wolfsburg;de Bundesliga;23;1994;27.3;41.9;53.2;78.8;884.2;268.1;13.4;15.1;88.8;19.8;22.4;88.5;8.02;13.8;58.2;0.00;0.11;0.12;-0.11;1.39;4.62;0.77;0.26;5.42;Matches;86e119e0
121;Jann-Fiete Arp;de GER;FWMF;Hamburger SV;de Bundesliga;17;2000;9.4;9.26;16.1;57.6;127.7;15.3;5.00;8.51;58.8;2.98;4.68;63.6;0.43;0.85;50.0;0.00;0.05;0.02;-0.05;0.32;0.64;0.11;0.00;0.53;Matches;c21fb312
122;Alejandro Arribas;es ESP;DF;La Coruña;es La Liga;28;1989;3.0;33.0;39.3;83.9;705.0;229.7;8.00;8.67;92.3;20.3;21.0;96.8;4.33;9.33;46.4;0.00;0.00;0.00;0.00;0.00;1.67;0.00;0.00;3.67;Matches;cc29324e
123;Kepa Arrizabalaga;es ESP;GK;Athletic Club;es La Liga;22;1994;30.0;23.3;35.2;66.3;921.3;769.9;0.80;0.83;96.0;8.20;8.30;98.8;14.3;25.7;55.6;0.00;0.01;0.00;-0.01;0.03;1.07;0.00;0.00;0.00;Matches;28d596a0
124;Harry Arter;ie IRL;MF;Bournemouth;eng Premier League;27;1989;10.7;47.9;55.3;86.7;925.7;275.2;16.4;18.1;90.2;25.7;28.0;91.7;5.42;8.22;65.9;0.00;0.02;0.04;-0.02;0.28;6.45;0.56;0.00;6.36;Matches;2f4c5a52
125;Aythami Artiles;es ESP;DF;Las Palmas;es La Liga;31;1986;2.0;40.5;47.5;85.3;881.5;291.5;11.5;13.0;88.5;24.0;27.0;88.9;5.00;7.50;66.7;0.00;0.00;0.00;0.00;0.00;1.50;0.00;0.00;0.50;Matches;01ae64cd
126;Kwadwo Asamoah;gh GHA;DF;Juventus;it Serie A;28;1988;17.4;65.1;74.4;87.4;1118.3;275.1;28.2;30.1;93.5;30.2;33.8;89.5;5.11;7.24;70.6;0.00;0.04;0.06;-0.04;0.75;5.52;0.80;0.29;5.63;Matches;089550f5
127;Takuma Asano;jp JPN;FWMF;Stuttgart;de Bundesliga;22;1994;8.0;16.4;22.4;73.2;236.4;53.5;9.88;13.1;75.2;4.75;5.63;84.4;1.00;1.38;72.7;0.00;0.14;0.14;-0.14;1.25;0.75;0.88;0.00;2.13;Matches;13ddc856
128;Santiago Ascacíbar;ar ARG;MF;Stuttgart;de Bundesliga;20;1997;26.5;35.5;42.8;83.1;601.8;153.2;17.0;19.1;89.1;15.2;17.9;84.8;2.68;3.96;67.6;0.04;0.03;0.03;0.01;0.34;3.40;0.26;0.00;3.47;Matches;e26fcca3
129;Sergio Asenjo;es ESP;GK;Villarreal;es La Liga;28;1989;23.0;17.7;28.6;61.8;582.9;460.7;2.17;2.17;100.0;7.09;7.30;97.0;8.30;18.9;44.0;0.00;0.00;0.00;0.00;0.00;0.26;0.00;0.00;0.00;Matches;9f0ea33f
130;Marco Asensio;es ESP;FWMF;Real Madrid;es La Liga;21;1996;20.5;51.8;61.7;84.0;778.5;180.5;30.6;33.0;92.8;15.7;18.4;85.2;3.76;6.34;59.2;0.29;0.31;0.18;-0.02;2.54;5.51;2.10;0.34;7.66;Matches;45af8a54
131;Iago Aspas;es ESP;FW;Celta Vigo;es La Liga;29;1987;32.6;30.4;40.4;75.4;459.6;101.3;18.2;21.6;84.0;8.50;11.2;75.7;2.48;3.83;64.8;0.15;0.29;0.21;-0.14;2.12;2.24;1.53;0.21;3.87;Matches;7dcf86f6
132;Benoît Assou-Ekotto;cm CMR;DF;Metz;fr Ligue 1;33;1984;11.7;40.3;54.4;74.2;990.7;470.8;9.40;11.2;84.0;20.3;24.2;84.1;10.4;18.0;57.8;0.00;0.04;0.10;-0.04;0.68;5.81;0.68;0.43;4.27;Matches;a557e6b0
