;;;;;;;;;Total;Total;Total;Total;Total;Short;Short;Short;Medium;Medium;Medium;Long;Long;Long;;;;;;;;;;;#NAME?
Rk;Player;Nation;Pos;Squad;Comp;Age;Born;90s;Cmp;Att;Cmp%;TotDist;PrgDist;Cmp;Att;Cmp%;Cmp;Att;Cmp%;Cmp;Att;Cmp%;Ast;xAG;xA;A-xAG;KP;01-mars;PPA;CrsPA;PrgP;Matches;-9999
 Rk; Player; Nation; Pos; Squad; Comp; Age; Born; 90s;Total Cmp;Total Att;Total Cmp%;Total TotDist;Total PrgDist;Short Cmp;Short Att;Short Cmp%;Medium Cmp;Medium Att;Medium Cmp%;Long Cmp;Long Att;Long Cmp%; Ast; xAG; xA; A-xAG; KP; 44986; PPA; CrsPA; PrgP; Matches;#NAME?
1466;Isaac Lihadji;fr FRA;MFFW;Lille;fr Ligue 1;18;2002;2.2;31.8;45.9;69.3;503.2;170.9;17.3;22.3;77.6;10.0;14.1;71.0;3.18;5.45;58.3;0.45;0.23;0.27;0.23;1.82;3.64;0.45;0.00;4.55;Matches;57a46f3f
1467;Dimitris Limnios;gr GRE;MFFW;Köln;de Bundesliga;22;1998;4.2;19.3;30.0;64.3;279.8;89.8;10.5;13.8;75.9;6.67;8.81;75.7;0.95;2.86;33.3;0.00;0.14;0.10;-0.14;1.19;0.95;0.95;0.00;2.38;Matches;62c7067a
1468;Victor Lindelöf;se SWE;DF;Manchester Utd;eng Premier League;26;1994;28.7;58.7;65.6;89.6;1029.9;392.7;24.3;26.2;92.9;30.0;31.7;94.8;3.76;6.31;59.7;0.03;0.01;0.02;0.02;0.21;3.21;0.17;0.00;3.21;Matches;f5deef4c
1469;Karol Linetty;pl POL;MF;Torino;it Serie A;25;1995;20.4;29.4;35.9;81.9;438.5;122.0;18.0;20.1;89.8;8.97;10.7;83.6;1.76;2.60;67.9;0.00;0.05;0.05;-0.05;0.74;2.25;0.49;0.00;2.84;Matches;d023d70f
1470;Jesse Lingard;eng ENG;MFFW;West Ham;eng Premier League;27;1992;15.8;34.6;43.4;79.6;485.5;119.9;19.2;21.7;88.6;10.8;13.2;81.3;2.09;3.80;55.0;0.25;0.13;0.08;0.12;1.14;3.48;1.46;0.32;4.75;Matches;810e3c74
1471;Pol Lirola;es ESP;DFFW;Fiorentina;it Serie A;22;1997;5.5;37.1;51.6;71.8;592.9;205.3;17.8;22.4;79.7;14.7;19.8;74.3;2.55;5.64;45.2;0.18;0.13;0.11;0.05;1.09;2.55;1.27;0.36;3.82;Matches;ff800ed8
1472;Pol Lirola;es ESP;DFFW;Marseille;fr Ligue 1;22;1997;17.3;36.1;47.5;76.0;557.3;180.3;21.0;24.3;86.7;10.7;14.0;76.4;2.83;5.61;50.5;0.12;0.13;0.13;-0.01;1.10;2.02;1.10;0.35;3.18;Matches;ff800ed8
1473;Jake Livermore;eng ENG;MF;West Brom;eng Premier League;30;1989;13.8;19.8;28.1;70.4;320.1;82.9;9.78;12.3;79.4;7.75;10.2;75.9;1.52;3.48;43.8;0.00;0.01;0.01;-0.01;0.36;1.67;0.14;0.07;1.88;Matches;b98570d1
1474;Diego Llorente;es ESP;DF;Leeds United;eng Premier League;26;1993;13.4;44.6;53.8;82.9;875.0;252.2;12.7;14.6;86.7;27.5;30.7;89.3;3.88;6.72;57.8;0.00;0.04;0.02;-0.04;0.30;1.57;0.15;0.00;1.94;Matches;bba30585
1475;Diego Llorente;es ESP;DF;Real Sociedad;es La Liga;26;1993;1.0;48.0;59.0;81.4;941.0;274.0;18.0;19.0;94.7;26.0;29.0;89.7;4.00;9.00;44.4;0.00;0.00;0.00;0.00;0.00;3.00;0.00;0.00;3.00;Matches;bba30585
1476;Fernando Llorente;es ESP;FW;Udinese;it Serie A;35;1985;7.9;20.0;28.1;71.2;229.2;40.0;13.8;18.1;76.2;3.54;5.70;62.2;0.51;0.89;57.1;0.00;0.06;0.05;-0.06;1.39;1.27;0.00;0.00;1.39;Matches;82dbf623
1477;Fernando Llorente;es ESP;FWMF;Napoli;it Serie A;35;1985;0.6;21.7;36.7;59.1;271.7;48.3;15.0;26.7;56.3;3.33;5.00;66.7;1.67;1.67;100.0;0.00;0.17;0.67;-0.17;1.67;0.00;0.00;0.00;0.00;Matches;82dbf623
1478;Marcos Llorente;es ESP;MFFW;Atlético Madrid;es La Liga;25;1995;32.8;33.4;41.3;81.0;502.9;122.2;17.8;20.0;89.2;10.6;12.8;83.1;2.53;3.66;69.2;0.34;0.17;0.16;0.16;1.34;2.44;1.13;0.37;4.27;Matches;02c15616
1479;Hugo Lloris;fr FRA;GK;Tottenham;eng Premier League;33;1986;38.0;21.1;28.4;74.2;519.6;373.8;6.89;6.97;98.9;7.89;8.03;98.4;6.03;13.1;46.0;0.00;0.00;0.00;0.00;0.00;0.18;0.00;0.00;0.00;Matches;8f62b6ee
1480;Giovani Lo Celso;ar ARG;MF;Tottenham;eng Premier League;24;1996;10.5;44.7;57.5;77.6;656.9;198.3;25.6;28.8;89.1;13.6;17.1;79.4;2.67;5.52;48.3;0.10;0.10;0.10;0.00;1.43;4.95;1.14;0.00;6.76;Matches;d7553721
1481;Stanislav Lobotka;sk SVK;MF;Napoli;it Serie A;25;1994;1.7;68.8;75.9;90.7;1082.9;212.9;34.1;36.5;93.5;25.3;27.1;93.5;5.88;7.65;76.9;0.00;0.00;0.00;0.00;0.00;2.94;0.59;0.00;4.12;Matches;e1cbb531
1482;Manuel Locatelli;it ITA;MF;Sassuolo;it Serie A;22;1998;32.0;76.3;87.6;87.1;1304.1;441.8;37.9;40.5;93.7;29.1;32.3;90.0;7.78;11.4;68.2;0.06;0.09;0.11;-0.03;1.19;10.2;1.09;0.16;9.84;Matches;a8a874f1
1483;Renan Lodi;br BRA;DFFW;Atlético Madrid;es La Liga;22;1998;12.5;46.2;59.9;77.0;741.0;211.2;25.7;29.0;88.7;16.0;21.0;76.0;3.44;6.16;55.8;0.16;0.14;0.12;0.02;0.96;1.36;1.52;0.56;2.88;Matches;ed9f7cfe
1484;Ruben Loftus-Cheek;eng ENG;FW;Chelsea;eng Premier League;24;1996;0.7;15.7;24.3;64.7;181.4;20.0;14.3;15.7;90.9;1.43;2.86;50.0;0.00;1.43;0.0;0.00;0.00;0.00;0.00;0.00;1.43;0.00;0.00;0.00;Matches;e97fd090
1485;Ruben Loftus-Cheek;eng ENG;MFFW;Fulham;eng Premier League;24;1996;21.2;27.3;34.1;80.1;384.2;90.6;15.7;18.3;85.8;9.20;10.8;84.8;0.99;1.46;67.7;0.00;0.06;0.05;-0.06;0.80;2.69;0.61;0.09;3.87;Matches;e97fd090
1486;Niklas Lomb;de GER;GK;Leverkusen;de Bundesliga;27;1993;1.5;31.3;40.0;78.3;766.0;622.0;4.67;4.67;100.0;20.0;20.7;96.8;6.67;14.7;45.5;0.00;0.00;0.00;0.00;0.00;0.67;0.00;0.00;0.00;Matches;9321b8ed
1487;Kevin Long;ie IRL;DF;Burnley;eng Premier League;29;1990;7.1;26.9;37.7;71.3;524.2;182.5;9.30;11.1;83.5;12.8;16.1;79.8;3.94;8.59;45.9;0.00;0.00;0.01;0.00;0.14;1.13;0.14;0.00;2.11;Matches;5a4280b1
1488;Shane Long;ie IRL;FW;Southampton;eng Premier League;33;1987;2.3;13.9;24.8;56.1;150.4;50.0;11.3;15.2;74.3;2.17;3.48;62.5;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.87;0.00;0.00;1.30;Matches;9f472354
1489;Matthew Longstaff;eng ENG;MF;Newcastle Utd;eng Premier League;20;2000;4.2;27.9;34.8;80.1;452.9;99.0;14.0;16.2;86.8;10.2;12.6;81.1;2.62;3.81;68.8;0.00;0.05;0.02;-0.05;0.48;1.43;0.24;0.24;1.43;Matches;c0027d2d
1490;Sean Longstaff;eng ENG;MF;Newcastle Utd;eng Premier League;22;1997;15.7;29.7;37.6;79.0;545.5;145.4;13.5;15.0;89.8;10.8;12.4;87.6;4.33;7.64;56.7;0.06;0.06;0.06;0.00;0.76;2.68;0.06;0.00;2.87;Matches;a2b105e0
1491;Ademola Lookman;ng NGA;FWMF;Fulham;eng Premier League;22;1997;30.5;29.2;39.3;74.4;430.4;118.3;16.3;18.9;86.1;9.67;12.4;78.0;1.84;4.20;43.8;0.13;0.17;0.14;-0.04;2.00;1.67;1.34;0.16;3.61;Matches;7c104bb7
1492;Anthony Lopes;pt POR;GK;Lyon;fr Ligue 1;29;1990;38.0;25.7;31.1;82.6;682.8;463.3;4.63;4.66;99.4;13.1;13.2;99.6;7.89;13.2;59.9;0.00;0.00;0.00;0.00;0.00;0.29;0.03;0.00;0.24;Matches;f00de885
1493;Rony Lopes;pt POR;FWMF;Nice;fr Ligue 1;24;1995;19.8;29.7;39.8;74.6;442.3;112.6;17.7;20.4;87.1;8.48;11.6;73.4;2.32;5.00;46.5;0.05;0.20;0.20;-0.15;2.07;2.02;1.16;0.40;3.43;Matches;7c2965bb
1494;Adrián López;es ESP;FWMF;Osasuna;es La Liga;32;1988;5.3;25.8;36.0;71.7;338.1;72.8;16.2;20.2;80.4;7.36;10.2;72.2;0.94;1.70;55.6;0.19;0.04;0.04;0.15;0.75;1.89;1.13;0.19;4.34;Matches;88a359d4
1495;Javi López;es ESP;DFMF;Alavés;es La Liga;18;2002;2.8;38.9;52.1;74.7;648.2;204.6;20.4;23.6;86.4;12.5;16.8;74.5;4.64;7.86;59.1;0.00;0.04;0.07;-0.04;1.07;1.43;1.79;1.07;2.50;Matches;e9ada8cf
1496;Maxime Lopez;fr FRA;MF;Sassuolo;it Serie A;22;1997;20.7;75.7;82.1;92.2;1069.5;265.2;44.9;46.9;95.8;24.6;26.3;93.4;3.29;4.69;70.1;0.00;0.07;0.09;-0.07;0.97;7.78;1.16;0.00;7.25;Matches;20094685
1497;Maxime Lopez;fr FRA;FWMF;Marseille;fr Ligue 1;22;1997;1.5;31.3;38.7;81.0;382.0;126.7;21.3;24.0;88.9;5.33;6.67;80.0;1.33;1.33;100.0;0.00;0.07;0.00;-0.07;0.67;3.33;0.67;0.00;3.33;Matches;20094685
1498;Pedro López Muñoz;es ESP;DF;Huesca;es La Liga;36;1983;11.9;45.0;55.6;81.0;785.1;268.3;21.9;24.1;90.9;18.2;21.8;83.5;4.37;7.65;57.1;0.08;0.13;0.09;-0.05;0.59;2.77;1.01;0.59;4.03;Matches;a60823a4
1499;Pau López;es ESP;GK;Roma;it Serie A;25;1994;20.2;26.4;32.8;80.4;657.8;446.5;5.35;5.35;100.0;14.1;14.3;99.0;6.93;13.2;52.4;0.00;0.00;0.00;0.00;0.00;0.05;0.00;0.00;0.10;Matches;20b9f052
1500;Roberto López;es ESP;MFFW;Real Sociedad;es La Liga;20;2000;5.6;31.4;44.3;71.0;478.6;120.7;15.9;18.6;85.6;11.4;15.2;75.3;1.61;5.54;29.0;0.00;0.18;0.09;-0.18;1.25;3.21;1.25;0.18;5.36;Matches;2a8c9f98
1501;Unai López;es ESP;MF;Athletic Club;es La Liga;24;1995;15.8;53.8;64.8;83.0;1040.6;261.6;22.3;24.8;89.8;19.6;22.5;87.0;9.37;13.2;71.2;0.00;0.11;0.08;-0.11;1.14;5.76;1.14;0.19;6.14;Matches;88050721
1502;Dion Lopy;sn SEN;MF;Reims;fr Ligue 1;18;2002;2.8;32.5;36.8;88.3;572.1;95.4;15.0;15.7;95.5;12.9;13.2;97.3;3.21;5.71;56.3;0.00;0.04;0.04;-0.04;0.71;1.79;1.07;0.36;4.29;Matches;64c14d49
1503;Jordan Lotomba;ch SUI;DFMF;Nice;fr Ligue 1;21;1998;23.6;49.2;60.3;81.6;698.4;219.7;30.2;33.2;90.8;15.6;19.2;81.2;1.99;4.41;45.2;0.00;0.06;0.07;-0.06;0.51;2.84;0.55;0.21;3.60;Matches;fc4cf6a7
1504;Adrien Louveau;fr FRA;MF;Lens;fr Ligue 1;20;2000;0.1;40.0;40.0;100.0;690.0;110.0;20.0;20.0;100.0;20.0;20.0;100.0;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;Matches;85847c67
1505;Imran Louza;ma MAR;MF;Nantes;fr Ligue 1;21;1999;26.4;38.9;50.1;77.8;649.9;195.9;19.9;22.3;89.3;13.6;16.9;80.5;4.17;8.07;51.6;0.08;0.07;0.10;0.01;0.95;4.58;0.45;0.08;5.61;Matches;e1df6989
1506;Matteo Lovato;it ITA;DF;Hellas Verona;it Serie A;20;2000;15.4;31.1;39.5;78.7;579.3;204.0;11.2;13.6;82.3;16.6;19.6;84.8;2.79;5.19;53.8;0.00;0.01;0.01;-0.01;0.26;2.08;0.06;0.00;2.27;Matches;5fa57166
1507;Max Lowe;eng ENG;DF;Sheffield Utd;eng Premier League;23;1997;6.1;24.1;36.2;66.5;330.0;108.9;14.8;18.2;81.1;6.89;10.5;65.6;1.15;3.44;33.3;0.00;0.02;0.03;-0.02;0.33;2.46;0.82;0.16;2.30;Matches;7af88b33
1508;Eduard Löwen;de GER;MFDF;Hertha BSC;de Bundesliga;23;1997;0.9;57.8;75.6;76.5;927.8;237.8;32.2;40.0;80.6;17.8;23.3;76.2;4.44;6.67;66.7;0.00;0.00;0.00;0.00;0.00;4.44;2.22;1.11;5.56;Matches;70678132
1509;Matthew Lowton;eng ENG;DF;Burnley;eng Premier League;31;1989;34.0;31.2;45.6;68.5;533.2;247.4;16.9;18.8;89.5;9.91;13.9;71.5;4.00;10.8;37.2;0.03;0.09;0.07;-0.06;0.74;3.68;1.41;0.35;3.74;Matches;9a9c05db
1510;Anthony Lozano;hn HON;FW;Cádiz;es La Liga;27;1993;16.9;9.35;16.2;57.9;120.7;36.9;5.74;7.69;74.6;2.31;4.26;54.2;0.36;1.01;35.3;0.06;0.05;0.04;0.01;0.65;1.36;0.59;0.12;2.31;Matches;38699c72
1511;Hirving Lozano;mx MEX;FW;Napoli;it Serie A;25;1995;21.8;19.5;28.4;68.7;250.3;48.9;12.4;15.1;81.8;4.72;7.11;66.5;0.73;1.88;39.0;0.14;0.22;0.16;-0.08;1.61;0.78;1.01;0.32;2.02;Matches;a69e4806
1512;Jan Luca Schuler;de GER;FW;Schalke 04;de Bundesliga;21;1999;0.4;20.0;40.0;50.0;175.0;10.0;10.0;25.0;40.0;5.00;10.0;50.0;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;Matches;6ca598d5
1513;Jean Lucas;br BRA;MF;Lyon;fr Ligue 1;22;1998;1.9;57.9;68.9;84.0;1107.9;294.7;25.3;26.3;96.0;25.3;28.4;88.9;6.32;10.0;63.2;0.00;0.00;0.05;0.00;0.53;4.74;0.53;0.00;10.0;Matches;a99138af
1514;Jean Lucas;br BRA;MFFW;Brest;fr Ligue 1;22;1998;11.2;51.3;58.1;88.3;896.7;219.2;23.6;25.6;92.0;20.5;22.7;90.6;5.18;6.88;75.3;0.18;0.10;0.12;0.08;0.80;3.48;0.71;0.27;5.54;Matches;a99138af
1515;Anderson Lucoqui;ao ANG;DF;Arminia;de Bundesliga;23;1997;17.8;26.5;40.7;65.2;469.5;180.4;11.5;14.4;79.8;12.4;17.9;69.2;2.19;5.45;40.2;0.00;0.01;0.02;-0.01;0.34;2.08;0.34;0.11;2.53;Matches;5569bf9a
1516;Jeison Lucumí;co COL;MF;Elche;es La Liga;25;1995;0.5;16.0;22.0;72.7;230.0;26.0;10.0;12.0;83.3;6.00;6.00;100.0;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2.00;Matches;8abefbcf
1517;Kilian Ludewig;de GER;DFFW;Schalke 04;de Bundesliga;20;2000;5.8;36.7;50.3;72.9;538.6;239.3;20.5;24.1;85.0;13.8;17.6;78.4;1.55;3.79;40.9;0.00;0.05;0.05;-0.05;0.86;1.55;1.21;0.69;1.90;Matches;9b1b7d78
1518;Florentino Luís;pt POR;MF;Monaco;fr Ligue 1;20;1999;2.7;52.6;61.5;85.5;908.1;227.0;22.2;24.1;92.3;25.6;27.4;93.2;2.96;5.56;53.3;0.00;0.04;0.04;-0.04;1.11;6.30;1.48;0.00;5.93;Matches;881cd6be
1519;José Luis Gayà;es ESP;DF;Valencia;es La Liga;25;1995;31.6;37.1;47.8;77.6;645.6;199.3;17.6;19.6;89.8;15.1;18.2;82.8;3.64;7.50;48.5;0.22;0.12;0.14;0.10;1.14;2.15;1.27;0.41;3.77;Matches;b05e2dbd
1520;José Luis Morales;es ESP;MFFW;Levante;es La Liga;33;1987;27.1;18.3;27.1;67.4;300.2;80.1;9.11;11.2;81.3;5.94;8.52;69.7;2.18;4.24;51.3;0.11;0.18;0.15;-0.07;1.25;1.25;1.00;0.26;2.77;Matches;4a478107
1521;José Luis Palomino;ar ARG;DF;Atalanta;it Serie A;30;1990;27.0;47.1;57.6;81.9;883.6;331.1;17.1;19.4;88.3;24.3;27.4;88.6;4.96;8.96;55.4;0.07;0.03;0.02;0.04;0.33;3.44;0.07;0.00;5.04;Matches;921f6058
1522;Luisinho;pt POR;DF;Huesca;es La Liga;35;1985;2.0;49.0;59.5;82.4;780.0;260.0;30.0;33.0;90.9;16.0;19.5;82.1;3.00;5.50;54.5;0.00;0.05;0.05;-0.05;0.50;2.00;0.50;0.50;4.00;Matches;a7f00c8c
1523;Luismi;es ESP;MFDF;Elche;es La Liga;28;1992;1.9;51.1;60.5;84.3;1042.6;291.6;17.4;20.0;86.8;22.6;25.3;89.6;8.95;12.6;70.8;0.00;0.00;0.00;0.00;0.00;4.74;0.00;0.00;3.16;Matches;c2cfbfc9
1524;David Luiz;br BRA;DF;Arsenal;eng Premier League;33;1987;15.5;53.9;65.4;82.5;1097.2;369.4;16.4;17.9;91.4;29.9;32.4;92.4;6.58;12.4;53.1;0.00;0.03;0.06;-0.03;0.13;4.26;0.58;0.00;4.39;Matches;c0e27d1a
1525;Douglas Luiz;br BRA;MF;Aston Villa;eng Premier League;22;1998;30.9;39.4;46.8;84.2;716.5;194.7;16.3;18.4;88.6;17.0;18.7;91.0;4.92;6.86;71.7;0.06;0.05;0.05;0.01;0.61;4.34;0.42;0.10;4.24;Matches;6f7d826d
1526;Romelu Lukaku;be BEL;FW;Inter;it Serie A;27;1993;32.0;16.8;23.8;70.6;205.7;44.7;10.4;13.3;78.8;3.38;4.81;70.1;0.69;1.19;57.9;0.34;0.22;0.17;0.13;1.63;1.16;1.19;0.06;2.56;Matches;5eae500a
1527;Dodi Lukebakio;be BEL;FWMF;Hertha BSC;de Bundesliga;22;1997;20.6;19.1;25.9;73.9;322.1;57.2;9.47;12.5;75.6;6.60;7.86;84.0;2.14;3.20;66.7;0.24;0.14;0.08;0.11;1.07;1.21;0.49;0.19;1.89;Matches;0c61c77c
1528;Saša Luki?;rs SRB;MF;Torino;it Serie A;23;1996;23.4;27.0;34.4;78.6;401.2;101.4;15.1;17.5;86.6;8.63;10.5;82.1;1.84;2.74;67.2;0.00;0.05;0.06;-0.05;0.98;2.65;0.90;0.34;3.08;Matches;c6e8cf1f
1529;Senad Luli?;ba BIH;DF;Lazio;it Serie A;34;1986;8.0;30.3;43.3;69.9;503.3;152.5;14.4;17.9;80.4;12.1;15.8;77.0;2.88;6.13;46.9;0.00;0.04;0.09;-0.04;0.50;1.63;1.00;0.50;3.00;Matches;7fd58fe3
1530;John Lundstram;eng ENG;MF;Sheffield Utd;eng Premier League;26;1994;22.6;38.0;47.9;79.4;602.8;136.2;18.5;20.1;91.9;13.1;15.6;83.8;3.50;7.43;47.0;0.09;0.06;0.07;0.03;0.88;2.83;0.62;0.09;3.45;Matches;0df2b165
1531;Sebastiano Luperto;it ITA;DF;Crotone;it Serie A;23;1996;20.9;40.0;49.0;81.6;723.6;293.0;15.7;16.7;93.7;21.3;24.2;88.3;2.68;6.65;40.3;0.00;0.01;0.01;-0.01;0.29;2.34;0.00;0.00;3.30;Matches;997fff07
1532;Andreas Luthe;de GER;GK;Union Berlin;de Bundesliga;33;1987;30.8;26.3;37.1;71.0;741.2;544.8;5.42;5.42;100.0;12.1;12.5;96.6;8.70;19.0;45.8;0.00;0.00;0.00;0.00;0.00;0.39;0.00;0.00;0.00;Matches;7fe12375
1533;Lyanco;br BRA;DF;Torino;it Serie A;23;1997;21.8;49.5;57.9;85.4;1025.4;375.2;14.9;16.4;90.8;26.1;28.5;91.6;8.03;12.0;67.0;0.00;0.02;0.02;-0.02;0.28;2.80;0.18;0.00;3.17;Matches;b5bf1770
1534;Charalambos Lykogiannis;gr GRE;DF;Cagliari;it Serie A;26;1993;26.9;30.1;44.6;67.4;519.2;239.6;14.6;16.9;86.8;12.4;17.8;69.4;2.57;6.69;38.3;0.07;0.07;0.09;0.01;0.52;2.45;0.67;0.37;2.94;Matches;5efc5389
1535;Yann M'Vila;fr FRA;MF;Saint-Étienne;fr Ligue 1;30;1990;0.2;65.0;75.0;86.7;1160.0;340.0;35.0;35.0;100.0;25.0;35.0;71.4;5.00;5.00;100.0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;10.0;Matches;d4133fa1
1536;Alexis Mac Allister;ar ARG;MFFW;Brighton;eng Premier League;21;1998;12.4;25.8;33.1;78.0;396.9;100.6;13.5;15.8;85.7;8.79;10.4;84.5;1.61;2.90;55.6;0.08;0.12;0.14;-0.04;1.21;2.10;1.29;0.00;3.87;Matches;83d074ff
1537;Darwin Machís;ve VEN;FWMF;Granada;es La Liga;27;1993;22.5;14.5;24.5;59.2;244.5;80.3;8.09;10.1;79.8;4.13;6.84;60.4;1.78;4.98;35.7;0.22;0.22;0.16;0.00;1.11;1.33;0.62;0.44;1.64;Matches;ed6ea4d9
1538;Tim Maciejewski;de GER;FW;Union Berlin;de Bundesliga;19;2001;0.1;20.0;30.0;66.7;140.0;0.00;20.0;30.0;66.7;0.00;0.00;;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;Matches;bfd522a6
1539;Luca Mack;de GER;MF;Stuttgart;de Bundesliga;20;2000;0.1;20.0;40.0;50.0;290.0;50.0;10.0;10.0;100.0;10.0;10.0;100.0;0.00;10.0;0.0;0.00;0.00;0.00;0.00;0.00;10.0;0.00;0.00;0.00;Matches;81868f73
1540;Yvann Macon;fr FRA;DF;Saint-Étienne;fr Ligue 1;21;1998;6.0;38.8;52.8;73.5;576.8;249.7;24.2;27.2;89.0;11.3;15.8;71.6;2.67;7.00;38.1;0.17;0.02;0.02;0.15;0.17;2.17;0.17;0.17;2.83;Matches;0bb6e193
1541;James Maddison;eng ENG;MF;Leicester City;eng Premier League;23;1996;23.3;37.5;48.6;77.2;577.1;161.9;19.5;21.9;89.0;12.2;15.2;80.5;3.09;6.39;48.3;0.21;0.22;0.15;-0.00;2.19;4.42;1.42;0.13;5.75;Matches;ee38d9c5
1542;Mikail Maden;no NOR;FW;Schalke 04;de Bundesliga;18;2002;0.1;20.0;20.0;100.0;350.0;0.00;10.0;10.0;100.0;10.0;10.0;100.0;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;Matches;fc0f3ef3
1543;Pablo Maffeo;es ESP;DF;Huesca;es La Liga;23;1997;21.8;34.5;50.4;68.6;596.3;215.9;17.2;20.2;85.2;13.5;18.3;73.5;3.39;8.81;38.5;0.18;0.12;0.11;0.06;0.78;2.25;1.19;0.73;2.75;Matches;5db04597
1544;Lisandro Magallán;ar ARG;DF;Crotone;it Serie A;26;1993;24.2;37.3;45.8;81.4;689.5;305.0;14.5;17.0;85.2;18.8;21.6;87.4;3.55;5.66;62.8;0.08;0.02;0.01;0.07;0.37;2.89;0.21;0.00;2.89;Matches;01a49bd2
1545;Christian Maggio;it ITA;DF;Benevento;it Serie A;38;1982;3.3;32.1;42.7;75.2;480.0;260.9;19.4;22.1;87.7;10.9;13.6;80.0;1.52;3.94;38.5;0.00;0.00;0.00;0.00;0.00;1.21;0.00;0.00;2.12;Matches;31d7f557
1546;Giulio Maggiore;it ITA;MF;Spezia;it Serie A;22;1998;24.6;23.0;33.2;69.2;351.5;99.9;12.1;15.2;79.2;8.05;11.2;71.7;1.63;3.50;46.5;0.04;0.08;0.07;-0.04;0.53;2.36;0.53;0.00;3.13;Matches;957e4c87
1547;Francesco Magnanelli;it ITA;MF;Sassuolo;it Serie A;35;1984;4.9;73.7;85.9;85.7;1238.0;323.9;34.5;37.6;91.8;29.6;33.9;87.3;6.94;9.59;72.3;0.00;0.04;0.04;-0.04;0.82;7.96;0.20;0.00;6.73;Matches;07767f42
1548;Giangiacomo Magnani;it ITA;DF;Hellas Verona;it Serie A;24;1995;16.8;27.3;36.4;75.1;542.6;168.5;8.04;10.0;80.4;15.1;18.1;83.2;3.75;6.31;59.4;0.00;0.00;0.01;0.00;0.06;1.73;0.18;0.06;1.79;Matches;cce9f582
1549;Hugo Magnetti;fr FRA;MF;Brest;fr Ligue 1;22;1998;6.7;43.3;51.6;83.8;843.6;245.4;14.5;16.3;89.0;21.0;22.8;92.2;5.97;9.10;65.6;0.00;0.06;0.04;-0.06;0.45;4.78;0.15;0.00;5.22;Matches;d4d35152
1550;Harry Maguire;eng ENG;DF;Manchester Utd;eng Premier League;27;1993;33.9;57.8;66.4;87.0;1141.4;384.0;18.7;21.0;89.2;31.0;33.7;92.0;6.84;9.59;71.4;0.03;0.01;0.02;0.02;0.21;5.16;0.24;0.03;5.72;Matches;d8931174
1551;Abdallahi Mahmoud;mr MTN;MF;Alavés;es La Liga;20;2000;0.7;18.6;21.4;86.7;305.7;122.9;8.57;8.57;100.0;8.57;8.57;100.0;1.43;2.86;50.0;0.00;0.00;0.00;0.00;1.43;2.86;0.00;0.00;1.43;Matches;ab99e4a0
1552;Hicham Mahou;fr FRA;FW;Nice;fr Ligue 1;21;1999;0.4;30.0;45.0;66.7;570.0;120.0;12.5;17.5;71.4;15.0;22.5;66.7;2.50;5.00;50.0;0.00;0.00;0.00;0.00;2.50;0.00;0.00;0.00;5.00;Matches;f329ec76
1553;Riyad Mahrez;dz ALG;FW;Manchester City;eng Premier League;29;1991;21.7;42.2;50.5;83.6;598.8;118.5;25.6;27.6;92.8;12.2;15.1;80.8;2.30;3.87;59.5;0.28;0.23;0.26;0.05;1.98;1.75;1.98;0.23;4.06;Matches;892d5bb1
1554;Arne Maier;de GER;MF;Arminia;de Bundesliga;21;1999;11.5;27.7;38.3;72.3;511.6;111.0;10.7;13.9;76.9;12.2;15.3;79.5;3.74;6.52;57.3;0.00;0.10;0.13;-0.10;0.96;2.09;0.70;0.09;2.52;Matches;ab700320
1555;Arne Maier;de GER;MF;Hertha BSC;de Bundesliga;21;1999;0.3;63.3;66.7;95.0;1380.0;480.0;23.3;23.3;100.0;23.3;23.3;100.0;16.7;20.0;83.3;0.00;0.33;0.33;-0.33;3.33;6.67;3.33;0.00;10.0;Matches;ab700320
1556;Habib Maïga;ci CIV;MF;Metz;fr Ligue 1;24;1996;29.9;38.7;47.6;81.4;685.9;199.6;16.8;18.8;89.7;17.7;20.5;86.1;3.34;6.09;54.9;0.10;0.06;0.04;0.04;0.87;4.41;0.20;0.07;5.38;Matches;e768de1f
1557;Mike Maignan;fr FRA;GK;Lille;fr Ligue 1;25;1995;38.0;20.5;28.2;72.7;538.8;396.7;4.39;4.42;99.4;9.89;9.95;99.5;5.92;13.3;44.4;0.00;0.00;0.00;-0.00;0.03;0.26;0.08;0.00;0.11;Matches;fcb38f57
1558;Ainsley Maitland-Niles;eng ENG;MFDF;Arsenal;eng Premier League;22;1997;5.4;41.9;53.9;77.7;683.1;182.4;21.1;23.5;89.8;16.3;21.1;77.2;2.96;5.56;53.3;0.00;0.02;0.04;-0.02;0.37;3.52;0.74;0.19;4.44;Matches;e3a5814e
