;;;;;;;;;Total;Total;Total;Total;Total;Short;Short;Short;Medium;Medium;Medium;Long;Long;Long;;;;;;;;;;;#NAME?
Rk;Player;Nation;Pos;Squad;Comp;Age;Born;90s;Cmp;Att;Cmp%;TotDist;PrgDist;Cmp;Att;Cmp%;Cmp;Att;Cmp%;Cmp;Att;Cmp%;Ast;xAG;xA;A-xAG;KP;01-mars;PPA;CrsPA;PrgP;Matches;-9999
 Rk; Player; Nation; Pos; Squad; Comp; Age; Born; 90s;Total Cmp;Total Att;Total Cmp%;Total TotDist;Total PrgDist;Short Cmp;Short Att;Short Cmp%;Medium Cmp;Medium Att;Medium Cmp%;Long Cmp;Long Att;Long Cmp%; Ast; xAG; xA; A-xAG; KP; 44986; PPA; CrsPA; PrgP; Matches;#NAME?
1559;Ainsley Maitland-Niles;eng ENG;MF;West Brom;eng Premier League;22;1997;13.7;22.8;30.4;75.2;311.2;95.5;12.9;15.6;82.7;5.91;7.45;79.4;1.61;2.70;59.5;0.00;0.05;0.09;-0.05;0.29;2.04;0.66;0.15;3.43;Matches;e3a5814e
1560;Josh Maja;ng NGA;FW;Fulham;eng Premier League;21;1998;9.0;17.1;20.1;85.1;229.9;23.7;9.56;10.8;88.7;5.00;5.33;93.8;0.89;1.11;80.0;0.00;0.06;0.06;-0.06;0.78;0.78;0.44;0.00;1.67;Matches;bc0bfc64
1561;Josh Maja;ng NGA;FW;Bordeaux;fr Ligue 1;21;1998;8.9;18.1;21.6;83.9;216.0;23.4;11.7;13.1;88.9;4.16;4.83;86.0;0.45;0.79;57.1;0.00;0.04;0.04;-0.04;0.90;1.01;0.22;0.00;0.90;Matches;bc0bfc64
1562;Rados?aw Majecki;pl POL;GK;Monaco;fr Ligue 1;20;1999;1.0;26.0;38.0;68.4;612.0;364.0;3.00;3.00;100.0;16.0;16.0;100.0;7.00;18.0;38.9;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;Matches;20de219a
1563;Abdul Majeed Waris;gh GHA;FWMF;Strasbourg;fr Ligue 1;28;1991;6.1;17.2;22.6;76.1;220.7;33.6;10.8;12.6;85.7;4.75;5.74;82.9;0.49;1.64;30.0;0.00;0.02;0.05;-0.02;0.16;0.33;0.33;0.16;1.48;Matches;46907171
1564;Marco Majouga;fr FRA;FWMF;Nîmes;fr Ligue 1;19;2001;1.4;19.3;26.4;73.0;301.4;75.0;9.29;10.7;86.7;7.14;10.0;71.4;2.14;2.86;75.0;0.00;0.50;0.07;-0.50;2.14;3.57;0.00;0.00;4.29;Matches;a27ecdc2
1565;Jean-Victor Makengo;fr FRA;MF;Udinese;it Serie A;22;1998;5.8;26.4;33.6;78.5;413.1;102.1;15.3;17.1;89.9;8.79;10.0;87.9;1.72;2.93;58.8;0.00;0.02;0.02;-0.02;0.34;3.62;0.52;0.00;3.97;Matches;22bfb57e
1566;Nemanja Maksimovi?;rs SRB;MF;Getafe;es La Liga;25;1995;30.3;19.2;26.0;74.0;286.3;66.6;9.44;11.7;80.6;6.24;8.42;74.1;1.42;2.77;51.2;0.00;0.03;0.04;-0.03;0.63;1.22;0.50;0.33;1.82;Matches;00b28772
1567;Nikola Maksimovi?;rs SRB;DF;Napoli;it Serie A;28;1991;13.4;66.1;71.9;92.0;1312.8;464.9;20.7;22.2;93.0;37.7;39.4;95.6;7.54;9.33;80.8;0.00;0.01;0.01;-0.01;0.22;2.46;0.00;0.00;2.99;Matches;16b9d5cf
1568;Filip Malbaši?;rs SRB;FWMF;Cádiz;es La Liga;27;1992;9.6;9.38;17.7;52.9;139.4;40.3;4.17;6.67;62.5;3.44;5.94;57.9;0.73;2.19;33.3;0.10;0.07;0.03;0.03;0.42;1.15;0.42;0.21;1.88;Matches;4981123
1569;Kévin Malcuit;ma MAR;DF;Fiorentina;it Serie A;29;1991;2.3;30.0;42.2;71.1;436.1;108.3;19.1;20.9;91.7;7.39;12.6;58.6;1.74;3.91;44.4;0.00;0.04;0.04;-0.04;0.43;1.30;0.43;0.43;3.48;Matches;d6a889ea
1570;Kévin Malcuit;ma MAR;FWMF;Napoli;it Serie A;29;1991;0.4;50.0;60.0;83.3;700.0;52.5;27.5;30.0;91.7;20.0;22.5;88.9;2.50;7.50;33.3;0.00;0.00;0.00;0.00;0.00;2.50;0.00;0.00;0.00;Matches;d6a889ea
1571;Daniel Maldini;it ITA;FWDF;Milan;it Serie A;18;2001;0.3;43.3;50.0;86.7;726.7;323.3;26.7;26.7;100.0;10.0;16.7;60.0;6.67;6.67;100.0;0.00;0.00;0.00;0.00;0.00;6.67;3.33;3.33;6.67;Matches;801831fe
1572;Ruslan Malinovskyi;ua UKR;MFFW;Atalanta;it Serie A;27;1993;20.8;40.4;54.2;74.5;745.3;244.0;17.8;21.2;84.3;15.9;20.4;77.6;5.34;9.13;58.4;0.58;0.49;0.32;0.09;3.75;4.28;2.79;0.34;7.26;Matches;48d5bd33
1573;Yunus Mall?;tr TUR;MF;Wolfsburg;de Bundesliga;28;1992;0.6;13.3;18.3;72.7;215.0;78.3;3.33;5.00;66.7;8.33;11.7;71.4;0.00;0.00;;0.00;0.17;0.00;-0.17;3.33;1.67;1.67;0.00;3.33;Matches;f3722c97
1574;Hugo Mallo;es ESP;DF;Celta Vigo;es La Liga;29;1991;28.9;45.5;60.6;75.1;688.9;284.0;25.3;29.3;86.3;15.8;20.9;76.0;2.87;7.06;40.7;0.03;0.11;0.09;-0.07;0.59;2.84;0.80;0.31;3.88;Matches;cb574619
1575;Mickael Malsa;mq MTQ;MF;Levante;es La Liga;24;1995;26.0;44.9;53.2;84.3;811.7;247.4;19.1;21.1;90.5;19.7;22.5;87.7;5.15;7.73;66.7;0.00;0.02;0.04;-0.02;0.46;4.77;0.27;0.00;5.27;Matches;bbc19252
1576;Dennis Man;ro ROU;FWMF;Parma;it Serie A;21;1998;7.8;28.2;33.6;84.0;418.1;103.5;15.4;18.1;85.1;9.23;10.5;87.8;1.92;2.44;78.9;0.13;0.06;0.06;0.06;0.64;2.69;1.54;0.38;4.87;Matches;2079b3cc
1577;Hianga Mananga Mbock;fr FRA;MFFW;Brest;fr Ligue 1;20;1999;5.1;38.6;42.2;91.6;811.2;183.9;11.0;12.2;90.3;21.2;21.8;97.3;5.88;6.86;85.7;0.00;0.00;0.02;0.00;0.20;3.92;0.20;0.00;3.14;Matches;0f86995c
1578;Vincent Manceau;fr FRA;DF;Angers;fr Ligue 1;31;1989;25.7;49.3;62.4;79.0;817.4;345.6;26.0;28.4;91.4;18.7;23.8;78.4;4.20;8.29;50.7;0.00;0.04;0.06;-0.04;0.47;3.54;0.93;0.31;4.79;Matches;c26a3918
1579;Gianluca Mancini;it ITA;DF;Roma;it Serie A;24;1996;31.7;54.6;62.1;88.0;1029.4;315.0;20.6;22.1;93.3;27.5;29.6;93.0;5.96;8.96;66.5;0.06;0.03;0.03;0.04;0.22;4.32;0.41;0.06;4.73;Matches;5aa53281
1580;Steve Mandanda;fr FRA;GK;Marseille;fr Ligue 1;35;1985;37.0;25.2;35.8;70.5;642.2;485.4;5.86;5.89;99.5;12.8;13.1;97.7;6.51;16.6;39.3;0.00;0.00;0.00;0.00;0.00;0.32;0.03;0.00;0.00;Matches;1d2d5cc8
1581;Reinildo Mandava;mz MOZ;DF;Lille;fr Ligue 1;26;1994;24.2;52.0;65.8;79.0;786.7;251.3;28.8;31.9;90.2;18.6;22.5;82.6;3.06;7.36;41.6;0.00;0.06;0.08;-0.06;0.74;3.64;1.16;0.62;4.83;Matches;c20bdcd7
1582;Aïssa Mandi;dz ALG;DF;Betis;es La Liga;28;1991;26.6;52.1;57.4;90.9;1043.9;388.6;16.9;18.2;93.0;28.1;29.5;95.3;6.50;8.57;75.9;0.04;0.03;0.01;0.01;0.15;1.73;0.04;0.00;2.33;Matches;fbd6378b
1583;Rolando Mandragora;it ITA;MF;Udinese;it Serie A;23;1997;4.4;28.9;37.3;77.4;450.2;114.5;16.1;18.0;89.9;10.9;13.4;81.4;1.59;3.18;50.0;0.00;0.05;0.05;-0.05;0.91;2.73;0.91;0.23;4.32;Matches;c7259b83
1584;Rolando Mandragora;it ITA;MF;Torino;it Serie A;23;1997;16.9;34.9;43.6;80.2;551.1;146.6;17.8;19.8;89.6;12.8;15.4;82.8;2.84;5.33;53.3;0.06;0.04;0.05;0.02;0.95;3.31;0.47;0.18;3.61;Matches;c7259b83
1585;Mario Mandžuki?;hr CRO;FW;Milan;it Serie A;34;1986;2.4;14.6;20.8;70.0;187.9;67.1;9.17;13.8;66.7;3.33;3.75;88.9;0.83;1.25;66.7;0.00;0.04;0.04;-0.04;0.83;0.83;0.00;0.00;2.08;Matches;afa0d4e0
1586;Sadio Mané;sn SEN;FW;Liverpool;eng Premier League;28;1992;31.2;26.0;34.7;75.0;364.7;80.4;16.0;18.9;84.7;6.99;9.26;75.4;1.54;2.24;68.6;0.22;0.22;0.17;0.00;1.96;1.31;2.12;0.22;3.59;Matches;c691bfe2
1587;Niccolò Manfredini;it ITA;GK;Benevento;it Serie A;32;1988;1.0;27.0;31.0;87.1;653.0;361.0;5.00;5.00;100.0;15.0;15.0;100.0;7.00;11.0;63.6;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;Matches;e4b39692
1588;Eliaquim Mangala;fr FRA;DF;Valencia;es La Liga;29;1991;3.6;20.8;30.0;69.4;377.2;148.1;7.50;9.17;81.8;11.9;15.8;75.4;1.11;3.06;36.4;0.00;0.00;0.00;0.00;0.00;0.83;0.00;0.00;0.83;Matches;f520049f
1589;Orel Mangala;be BEL;MF;Stuttgart;de Bundesliga;22;1998;23.4;36.2;43.2;83.7;560.7;166.3;19.4;21.8;89.0;12.9;14.9;86.2;2.39;3.59;66.7;0.13;0.06;0.06;0.06;0.81;3.08;0.38;0.00;4.96;Matches;a572e291
1590;Thomas Mangani;fr FRA;MF;Angers;fr Ligue 1;33;1987;29.9;56.9;71.0;80.1;1054.7;374.5;25.1;27.9;89.9;23.2;27.0;85.9;7.49;13.3;56.4;0.10;0.12;0.11;-0.02;1.44;6.82;0.77;0.20;8.86;Matches;c801616a
1591;Vito Mannone;it ITA;GK;Monaco;fr Ligue 1;32;1988;9.0;22.8;31.9;71.4;669.3;482.1;2.56;2.56;100.0;11.8;11.8;100.0;8.44;17.6;48.1;0.00;0.00;0.00;0.00;0.00;0.11;0.00;0.00;0.11;Matches;c4173f1a
1592;Kostas Manolas;gr GRE;DF;Napoli;it Serie A;29;1991;25.5;56.5;61.0;92.7;1109.1;367.8;18.4;19.8;93.1;31.1;31.9;97.4;6.55;8.27;79.1;0.00;0.01;0.01;-0.01;0.20;1.84;0.20;0.00;2.86;Matches;c707411f
1593;Javier Manquillo;es ESP;DF;Newcastle Utd;eng Premier League;26;1994;9.2;30.9;43.3;71.4;443.0;189.2;18.7;20.5;91.0;8.80;13.5;65.3;1.74;4.67;37.2;0.00;0.03;0.02;-0.03;0.54;1.30;0.43;0.33;2.17;Matches;758dd7f0
1594;Juan Manuel Ramos;uy URU;DF;Spezia;it Serie A;23;1996;3.3;38.2;50.3;75.9;618.8;216.7;17.6;19.7;89.2;16.4;20.0;81.8;3.33;6.06;55.0;0.00;0.09;0.09;-0.09;1.21;1.52;0.91;0.30;3.33;Matches;36d7971a
1595;Myziane Maolida;fr FRA;FWMF;Nice;fr Ligue 1;21;1999;12.0;22.2;30.4;72.9;278.0;64.1;15.3;18.0;85.2;4.50;6.25;72.0;0.92;2.08;44.0;0.08;0.16;0.16;-0.07;1.25;1.25;1.08;0.42;1.67;Matches;706a60e1
1596;Faitout Maouassa;fr FRA;DF;Rennes;fr Ligue 1;22;1998;13.0;49.2;62.5;78.7;809.5;249.1;27.2;31.1;87.6;17.7;21.9;80.7;3.92;7.38;53.1;0.08;0.07;0.09;0.01;0.77;3.38;1.15;0.69;4.46;Matches;e54a9890
1597;Sekou Mara;fr FRA;FWMF;Bordeaux;fr Ligue 1;18;2002;2.5;14.8;26.4;56.1;186.0;54.4;8.40;13.2;63.6;4.80;7.20;66.7;0.40;0.80;50.0;0.80;0.16;0.00;0.64;0.80;0.40;0.40;0.00;1.20;Matches;3544641e
1598;Maranhão;br BRA;FW;Valladolid;es La Liga;23;1996;13.1;8.70;15.2;57.3;128.8;28.2;4.81;7.71;62.4;2.29;3.82;60.0;0.69;1.22;56.3;0.08;0.05;0.02;0.02;0.46;0.76;0.00;0.00;1.15;Matches;ae86d473
1599;Fernando Marçal;br BRA;DFMF;Wolves;eng Premier League;31;1989;6.9;44.1;54.9;80.2;720.9;267.5;21.4;23.0;93.1;17.2;21.2;81.5;3.33;6.23;53.5;0.00;0.01;0.01;-0.01;0.58;3.19;0.14;0.14;3.33;Matches;9ae9eaea
1600;Fernando Marçal;br BRA;DF;Lyon;fr Ligue 1;31;1989;0.9;67.8;82.2;82.4;1546.7;575.6;20.0;22.2;90.0;31.1;38.9;80.0;16.7;21.1;78.9;0.00;0.00;0.11;0.00;0.00;17.8;1.11;1.11;20.0;Matches;9ae9eaea
1601;Marcelo;br BRA;DFMF;Real Madrid;es La Liga;32;1988;11.7;59.7;74.9;79.8;918.6;290.5;33.8;37.8;89.6;19.4;23.7;81.9;4.19;8.29;50.5;0.17;0.13;0.21;0.04;1.37;6.32;2.39;0.77;8.21;Matches;603116a7
1602;Marcelo;br BRA;DF;Lyon;fr Ligue 1;33;1987;32.3;56.6;64.4;87.9;1112.3;415.4;19.0;20.5;92.7;30.6;32.6;93.9;6.32;10.1;62.6;0.00;0.02;0.02;-0.02;0.25;3.87;0.22;0.03;4.52;Matches;e3d0b0c4
1603;Solly March;eng ENG;DFMF;Brighton;eng Premier League;26;1994;18.6;36.3;52.6;69.1;624.9;196.3;17.5;20.2;86.7;13.9;19.2;72.1;3.87;8.87;43.6;0.05;0.08;0.13;-0.03;1.45;2.20;1.83;0.48;4.25;Matches;bb5fbd2b
1604;Federico Marchetti;it ITA;GK;Genoa;it Serie A;37;1983;3.7;30.8;37.0;83.2;646.8;421.6;13.0;13.0;100.0;12.2;12.4;97.8;5.68;11.6;48.8;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;Matches;f794b426
1605;Riccardo Marchizza;it ITA;DF;Spezia;it Serie A;22;1998;17.3;44.0;56.0;78.5;816.1;198.5;18.3;19.7;93.2;19.4;23.0;84.4;5.26;10.1;52.3;0.12;0.09;0.08;0.02;0.87;2.02;0.64;0.46;2.60;Matches;91d0fabf
1606;Gian Marco Ferrari;it ITA;DF;Sassuolo;it Serie A;28;1992;33.5;74.5;81.6;91.3;1294.0;507.4;30.2;32.1;94.1;37.9;39.9;95.0;5.01;7.16;70.0;0.12;0.04;0.03;0.08;0.45;6.84;0.33;0.00;5.58;Matches;8650af85
1607;Iván Marcone;ar ARG;MF;Elche;es La Liga;30;1990;29.4;44.9;51.7;86.7;816.0;257.9;18.6;20.6;90.3;19.8;21.6;91.4;5.17;6.90;74.9;0.00;0.02;0.02;-0.02;0.34;3.64;0.17;0.03;3.50;Matches;b14f755d
1608;Óscar de Marcos;es ESP;DFMF;Athletic Club;es La Liga;31;1989;16.9;33.8;45.8;73.8;505.7;169.5;19.3;22.9;84.5;11.3;15.4;73.5;2.07;3.91;53.0;0.12;0.12;0.11;0.00;0.71;2.19;0.83;0.30;2.90;Matches;9f323c71
1609;Dario Maresic;at AUT;DF;Reims;fr Ligue 1;20;1999;5.7;50.4;61.1;82.5;1093.0;421.4;14.6;17.4;83.8;25.4;27.4;92.9;10.0;15.1;66.3;0.00;0.00;0.02;0.00;0.18;5.96;0.00;0.00;6.84;Matches;5d93ccee
1610;José Mari;es ESP;MF;Cádiz;es La Liga;32;1987;16.1;19.9;29.3;68.2;403.4;127.2;7.39;9.81;75.3;7.76;10.1;76.7;3.85;7.08;54.4;0.00;0.03;0.02;-0.03;0.50;2.36;0.06;0.00;2.36;Matches;6f4c734d
1611;Pablo Marí;es ESP;DF;Arsenal;eng Premier League;26;1993;10.0;55.2;63.0;87.6;993.4;328.7;22.1;23.5;94.0;28.1;30.2;93.0;4.40;8.30;53.0;0.00;0.03;0.03;-0.03;0.20;1.30;0.00;0.00;2.10;Matches;aa54ec6f
1612;José María Giménez;uy URU;DF;Atlético Madrid;es La Liga;25;1995;19.6;49.7;57.6;86.3;975.5;350.6;17.8;19.3;92.1;24.5;26.4;92.9;6.48;10.1;64.5;0.00;0.01;0.02;-0.01;0.20;1.99;0.10;0.00;3.01;Matches;f0da930c
1613;Mariano;do DOM;FW;Real Madrid;es La Liga;26;1993;5.7;13.2;18.8;70.1;181.4;28.1;7.72;10.2;75.9;3.16;4.21;75.0;0.70;1.05;66.7;0.00;0.02;0.04;-0.02;0.35;0.70;0.35;0.00;1.40;Matches;5c4dc0ff
1614;Jordan Marié;fr FRA;MF;Dijon;fr Ligue 1;28;1991;15.9;39.9;48.6;82.1;708.4;185.8;19.1;21.8;87.3;15.3;18.1;84.7;4.91;6.67;73.6;0.00;0.05;0.04;-0.05;0.44;3.96;0.38;0.00;4.40;Matches;0d2158d5
1615;Adrián Marín;es ESP;DFMF;Alavés;es La Liga;23;1997;1.0;38.0;55.0;69.1;574.0;293.0;21.0;24.0;87.5;15.0;19.0;78.9;2.00;8.00;25.0;0.00;0.00;0.10;0.00;1.00;2.00;1.00;1.00;6.00;Matches;b7f2edff
1616;Adrián Marín;es ESP;DFMF;Granada;es La Liga;23;1997;3.0;28.3;43.3;65.4;496.7;298.7;12.0;15.3;78.3;13.0;18.3;70.9;2.33;6.33;36.8;0.33;0.10;0.03;0.23;0.33;3.33;0.33;0.33;5.67;Matches;b7f2edff
1617;R?zvan Marin;ro ROU;MF;Cagliari;it Serie A;24;1996;32.9;42.2;51.6;81.8;740.5;222.6;19.2;21.2;90.7;16.7;18.8;88.8;4.95;9.03;54.9;0.18;0.14;0.15;0.04;2.10;4.32;0.91;0.15;4.83;Matches;7fac99d4
1618;Guillermo Maripán;cl CHI;DF;Monaco;fr Ligue 1;26;1994;23.2;64.7;72.0;89.9;1352.9;470.3;14.8;16.0;92.5;41.9;44.1;94.9;7.72;10.6;72.8;0.04;0.02;0.02;0.02;0.13;2.28;0.26;0.04;3.58;Matches;d9764034
1619;Marlon;br BRA;DF;Sassuolo;it Serie A;24;1995;19.4;79.6;83.9;95.0;1375.4;466.8;32.3;33.7;95.9;40.4;41.5;97.3;5.26;6.19;85.0;0.00;0.01;0.02;-0.01;0.05;5.21;0.05;0.00;4.07;Matches;cdf65d12
1620;Omar Marmoush;eg EGY;FW;Wolfsburg;de Bundesliga;21;1999;0.0;1;1;100.0;9;0;1;1;100.0;0;0;;0;0;;0;0.0;0.0;0.0;0;0;0;0;0;Matches;0e0102eb
1621;Marquinhos;br BRA;DF;Paris S-G;fr Ligue 1;26;1994;23.6;68.3;73.7;92.7;1251.3;470.8;27.4;28.5;96.1;33.0;34.7;95.2;6.44;8.31;77.6;0.04;0.01;0.03;0.03;0.13;6.10;0.51;0.04;4.96;Matches;d5f2f82b
1622;Luca Marrone;it ITA;DF;Crotone;it Serie A;30;1990;17.6;50.6;57.8;87.5;996.1;365.4;15.7;16.8;93.6;29.8;32.0;92.9;4.89;8.30;58.9;0.00;0.00;0.01;0.00;0.00;1.14;0.06;0.00;1.87;Matches;ea468ea8
1623;Roger Martí;es ESP;FW;Levante;es La Liga;29;1991;24.4;14.6;21.3;68.8;202.8;43.0;9.47;12.0;78.8;3.52;5.29;66.7;0.82;1.48;55.6;0.16;0.11;0.10;0.05;0.74;1.07;0.53;0.00;1.80;Matches;0ae4e09a
1624;Anthony Martial;fr FRA;FW;Manchester Utd;eng Premier League;24;1995;16.4;24.9;30.0;83.1;305.7;58.5;15.9;18.0;88.2;6.16;7.44;82.8;0.61;0.73;83.3;0.18;0.12;0.11;0.06;1.04;1.52;0.91;0.00;2.80;Matches;8b788c01
1625;Aarón Martín;es ESP;DF;Celta Vigo;es La Liga;23;1997;17.1;39.5;50.6;77.9;592.3;176.5;21.8;23.8;91.6;14.3;18.7;76.8;2.05;5.44;37.6;0.18;0.05;0.06;0.13;0.35;1.70;0.41;0.18;2.46;Matches;2f3e911a
1626;Aarón Martín;es ESP;DFFW;Mainz 05;de Bundesliga;23;1997;2.9;41.4;59.7;69.4;709.3;295.2;21.0;25.2;83.6;15.9;24.1;65.7;4.14;8.62;48.0;0.00;0.10;0.17;-0.10;1.03;2.07;1.03;1.03;3.10;Matches;2f3e911a
1627;Álex Martín;es ESP;DF;Cádiz;es La Liga;22;1998;1.1;28.2;37.3;75.6;622.7;271.8;10.0;10.0;100.0;11.8;12.7;92.9;6.36;11.8;53.8;0.00;0.00;0.00;0.00;0.00;1.82;0.00;0.00;2.73;Matches;80153344
1628;Jonas Martin;fr FRA;MF;Rennes;fr Ligue 1;30;1990;5.4;63.0;70.9;88.8;940.6;241.7;33.9;36.5;92.9;24.4;26.5;92.3;2.78;3.89;71.4;0.00;0.02;0.04;-0.02;0.56;5.37;0.56;0.19;4.81;Matches;468fdbad
1629;Martinelli;br BRA;FW;Arsenal;eng Premier League;19;2001;6.5;18.6;24.5;76.1;245.7;53.2;12.9;15.7;82.4;4.92;6.31;78.0;0.31;1.08;28.6;0.15;0.28;0.23;-0.12;1.38;0.46;0.92;0.46;1.23;Matches;48a5a5d6
1630;Emiliano Martínez;ar ARG;GK;Aston Villa;eng Premier League;27;1992;38.0;23.2;34.7;66.7;709.2;533.9;3.45;3.50;98.5;11.2;11.3;98.4;8.53;19.6;43.5;0.00;0.00;0.00;-0.00;0.05;0.68;0.03;0.00;0.00;Matches;7956236f
1631;Iñigo Martínez;es ESP;DF;Athletic Club;es La Liga;29;1991;28.0;43.1;52.6;82.1;918.8;345.0;12.5;13.7;91.1;22.3;24.8;89.9;7.71;12.2;63.2;0.00;0.02;0.04;-0.02;0.21;4.18;0.18;0.00;4.46;Matches;3fc45c73
1632;Javi Martínez;es ESP;MFFW;Osasuna;es La Liga;20;1999;5.1;20.4;30.8;66.2;306.9;62.5;12.0;16.3;73.5;5.88;9.02;65.2;1.57;2.75;57.1;0.20;0.08;0.08;0.12;1.18;1.76;0.98;0.20;2.16;Matches;3672b352
1633;Javi Martínez;es ESP;DFMF;Bayern Munich;de Bundesliga;31;1988;5.2;66.7;75.0;89.0;1264.6;373.8;22.9;25.4;90.2;35.6;39.4;90.2;7.50;8.65;86.7;0.00;0.02;0.06;-0.02;0.19;7.50;0.58;0.00;6.92;Matches;7f97771d
1634;Josep Martinez;es ESP;GK;RB Leipzig;de Bundesliga;22;1998;1.0;38.0;50.0;76.0;782.0;458.0;15.0;15.0;100.0;17.0;18.0;94.4;6.00;17.0;35.3;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;Matches;11d8aff0
1635;Lautaro Martínez;ar ARG;FW;Inter;it Serie A;22;1997;28.5;13.3;19.9;67.1;192.9;46.5;8.07;10.9;74.2;3.05;4.25;71.9;1.12;1.61;69.6;0.21;0.20;0.11;0.01;1.33;0.95;0.67;0.07;2.14;Matches;f7036e1c
1636;Pablo Martinez;fr FRA;DF;Nîmes;fr Ligue 1;31;1989;6.0;40.8;49.5;82.5;959.8;356.3;9.67;10.7;90.6;22.5;25.0;90.0;8.67;13.3;65.0;0.17;0.02;0.00;0.15;0.33;3.33;0.00;0.00;3.50;Matches;1ad8cb67
1637;Lucas Martínez Quarta;ar ARG;DF;Fiorentina;it Serie A;24;1996;16.5;40.4;50.3;80.4;790.4;328.8;14.7;16.8;87.7;19.9;23.0;86.3;5.58;9.52;58.6;0.00;0.02;0.02;-0.02;0.42;3.70;0.36;0.18;4.24;Matches;3ec3c1c9
1638;Gelson Martins;pt POR;MFFW;Monaco;fr Ligue 1;25;1995;17.2;30.0;36.3;82.7;407.4;85.8;18.6;20.7;89.9;9.24;10.9;84.6;0.93;1.57;59.3;0.12;0.19;0.15;-0.07;1.10;1.40;1.05;0.17;3.49;Matches;3ef0fa48
1639;Adam Maruši?;me MNE;DF;Lazio;it Serie A;27;1992;33.0;39.8;47.8;83.1;654.1;193.2;19.1;21.2;90.3;16.1;18.4;87.6;3.21;5.52;58.2;0.09;0.07;0.07;0.02;0.88;2.12;0.67;0.42;2.79;Matches;d4535821
1640;Sylvain Marveaux;fr FRA;MFFW;Lorient;fr Ligue 1;34;1986;2.2;32.7;40.9;80.0;511.8;168.2;17.7;20.5;86.7;13.2;15.0;87.9;1.82;4.09;44.4;0.00;0.05;0.09;-0.05;0.91;5.45;0.45;0.00;7.27;Matches;4ef705ab
1641;Marvin;es ESP;DFMF;Real Madrid;es La Liga;20;2000;1.5;45.3;56.7;80.0;628.7;163.3;25.3;27.3;92.7;16.0;18.7;85.7;1.33;4.00;33.3;0.67;0.07;0.00;0.60;1.33;1.33;0.67;0.00;4.00;Matches;efaefda0
1642;Omar Mascarell;es ESP;MF;Schalke 04;de Bundesliga;27;1993;19.6;37.0;45.6;81.1;708.3;201.2;14.3;16.5;86.7;16.5;18.8;87.8;5.41;7.76;69.7;0.05;0.03;0.05;0.02;0.26;2.70;0.31;0.00;3.52;Matches;11fd2b75
1643;Andrea Masiello;it ITA;DF;Genoa;it Serie A;34;1986;28.5;41.6;49.9;83.3;763.3;314.7;17.3;18.9;91.3;18.5;20.9;88.4;4.77;8.35;57.1;0.00;0.01;0.01;-0.01;0.25;2.63;0.35;0.11;3.47;Matches;e0314d87
1644;Jordi Masip;es ESP;GK;Valladolid;es La Liga;31;1989;25.0;16.9;32.1;52.6;612.5;518.2;1.68;1.68;100.0;6.96;7.08;98.3;8.24;23.1;35.7;0.00;0.00;0.00;0.00;0.00;0.60;0.00;0.00;0.00;Matches;8fae77ea
1645;Roberto Massimo;de GER;DFFW;Stuttgart;de Bundesliga;19;2000;8.4;25.6;34.0;75.2;385.1;94.8;14.6;17.5;83.7;8.93;11.5;77.3;1.31;1.67;78.6;0.00;0.12;0.12;-0.12;0.95;0.71;1.07;0.12;2.02;Matches;fc62fdf4
1646;Giuseppe Mastinu;it ITA;FW;Spezia;it Serie A;28;1991;0.4;22.5;30.0;75.0;340.0;102.5;12.5;15.0;83.3;5.00;7.50;66.7;2.50;5.00;50.0;0.00;0.00;0.00;0.00;0.00;2.50;0.00;0.00;2.50;Matches;26cd1bff
1647;Arthur Masuaku;cd COD;DFMF;West Ham;eng Premier League;26;1993;11.2;39.6;50.5;78.3;597.3;187.3;23.1;26.3;87.8;12.8;16.3;78.6;2.59;4.29;60.4;0.18;0.20;0.15;-0.02;0.98;3.04;0.98;0.63;3.84;Matches;57df7a11
1648;Jaime Mata;es ESP;FW;Getafe;es La Liga;31;1988;22.6;17.2;26.5;65.1;209.8;45.2;11.3;15.8;71.9;3.58;5.18;69.2;0.71;1.64;43.2;0.00;0.05;0.08;-0.05;0.66;0.88;0.44;0.13;1.42;Matches;02319ad7
1649;Juan Mata;es ESP;FWMF;Manchester Utd;eng Premier League;32;1988;5.7;43.7;52.6;83.0;602.1;129.5;26.0;28.1;92.5;11.8;13.9;84.8;2.81;5.09;55.2;0.35;0.14;0.12;0.21;1.40;3.33;0.70;0.00;4.04;Matches;29733c72
1650;Pape Matar Sarr;sn SEN;MF;Metz;fr Ligue 1;17;2002;17.7;44.9;52.9;84.7;795.5;193.1;20.5;23.2;88.3;17.5;19.3;90.6;5.37;7.34;73.1;0.00;0.03;0.04;-0.03;0.90;4.07;0.56;0.00;5.59;Matches;feb5d972
1651;Eliot Matazo;be BEL;MF;Monaco;fr Ligue 1;18;2002;3.5;19.7;25.1;78.4;330.6;62.6;6.86;9.14;75.0;10.9;12.9;84.4;0.86;1.14;75.0;0.29;0.09;0.03;0.20;0.86;0.57;0.57;0.00;2.00;Matches;15944afd
