;;;;;;;;Playing Time;Playing Time;Playing Time;;Performance;Performance;Performance;Performance;Performance;Performance;Performance;Performance;Performance;Performance;Penalty Kicks;Penalty Kicks;Penalty Kicks;Penalty Kicks;Penalty Kicks;;#NAME?
115;Juan Musso;ar ARG;GK;Udinese;it Serie A;25;1994;38;38;3420;38.0;1.34;1.34;5.11;3.71;77.8;0.32;0.24;0.45;0.37;36.8;0.26;0.21;0.05;0.00;20.0;Matches;a111cf41
116;Yvon Mvogo;ch SUI;GK;RB Leipzig;de Bundesliga;25;1994;2;2;180;2.0;1.50;1.50;2.50;1.00;40.0;1.00;0.00;0.00;0.00;0.0;0.00;0.00;0.00;0.00;;Matches;dc29b608
117;Keylor Navas;cr CRC;GK;Paris S-G;fr Ligue 1;32;1986;21;21;1890;21.0;0.86;0.86;3.14;2.33;72.7;0.81;0.10;0.10;0.52;52.4;0.00;0.00;0.00;0.00;;Matches;ecada4fc
118;Neto;br BRA;GK;Barcelona;es La Liga;30;1989;2;2;180;2.0;1.00;1.00;1.50;0.50;33.3;0.50;0.50;0.00;0.50;50.0;0.00;0.00;0.00;0.00;;Matches;a9dc785c
119;Manuel Neuer;de GER;GK;Bayern Munich;de Bundesliga;33;1986;33;33;2970;33.0;0.94;0.94;3.33;2.39;74.5;0.76;0.12;0.12;0.45;45.5;0.12;0.09;0.03;0.00;25.0;Matches;8778c910
120;Moritz Nicolas;de GER;GK;Union Berlin;de Bundesliga;21;1997;1;1;90;1.0;4.00;4.00;8.00;4.00;50.0;0.00;0.00;1.00;0.00;0.0;0.00;0.00;0.00;0.00;;Matches;226ddf9d
121;Alexander Nübel;de GER;GK;Schalke 04;de Bundesliga;22;1996;26;26;2315;25.7;1.56;1.56;4.59;3.11;69.5;0.31;0.35;0.35;0.19;19.2;0.16;0.16;0.00;0.00;0.0;Matches;afb0c500
122;Ørjan Nyland;no NOR;GK;Aston Villa;eng Premier League;28;1990;7;5;539;6.0;2.00;2.00;4.50;2.50;55.6;0.00;0.33;0.50;0.17;20.0;0.00;0.00;0.00;0.00;;Matches;bdedffac
123;Jan Oblak;si SVN;GK;Atlético Madrid;es La Liga;26;1993;38;38;3395;37.7;0.72;0.72;2.94;2.31;78.4;0.48;0.42;0.11;0.45;44.7;0.11;0.08;0.00;0.03;0.0;Matches;ee8508c0
124;Oier Olazábal;es ESP;GK;Espanyol;es La Liga;29;1989;2;2;180;2.0;0.00;0.00;1.50;1.50;100.0;0.50;0.50;0.00;1.00;100.0;0.00;0.00;0.00;0.00;;Matches;b5bdf144
125;Robin Olsen;se SWE;GK;Cagliari;it Serie A;29;1990;17;17;1524;16.9;1.42;1.42;5.27;3.96;77.5;0.47;0.30;0.24;0.24;23.5;0.24;0.24;0.00;0.00;0.0;Matches;e7ee38c3
126;David Ospina;co COL;GK;Napoli;it Serie A;30;1988;17;17;1469;16.3;1.04;1.04;3.31;2.27;72.2;0.55;0.18;0.31;0.25;23.5;0.12;0.12;0.00;0.00;0.0;Matches;82b1198a
127;Alexandre Oukidja;dz ALG;GK;Metz;fr Ligue 1;31;1988;27;27;2385;26.5;1.17;1.17;4.87;3.70;78.3;0.30;0.38;0.34;0.30;29.6;0.11;0.11;0.00;0.00;0.0;Matches;ae7d0ecd
128;Fernando Pacheco;es ESP;GK;Alavés;es La Liga;27;1992;27;27;2358;26.2;1.41;1.41;3.89;2.37;71.6;0.27;0.27;0.50;0.23;22.2;0.42;0.31;0.11;0.00;27.3;Matches;97852360
129;Daniele Padelli;it ITA;GK;Inter;it Serie A;33;1985;4;4;270;3.0;1.33;1.33;2.67;1.33;62.5;0.67;0.00;0.33;0.33;25.0;0.33;0.33;0.00;0.00;0.0;Matches;cf1c23d8
130;Miquel Parera;es ESP;GK;Mallorca;es La Liga;23;1996;1;1;90;1.0;2.00;2.00;5.00;3.00;60.0;0.00;1.00;0.00;0.00;0.0;0.00;0.00;0.00;0.00;;Matches;f9b42381
131;Rui Patrício;pt POR;GK;Wolves;eng Premier League;31;1988;38;38;3420;38.0;1.05;1.05;3.39;2.32;69.8;0.39;0.37;0.24;0.34;34.2;0.08;0.03;0.05;0.00;66.7;Matches;79b0d6a0
132;Ji?í Pavlenka;cz CZE;GK;Werder Bremen;de Bundesliga;27;1992;33;33;2970;33.0;2.03;2.03;5.12;3.18;60.9;0.24;0.18;0.58;0.12;12.1;0.03;0.03;0.00;0.00;0.0;Matches;0a1cb833
133;Gianluca Pegolo;it ITA;GK;Sassuolo;it Serie A;38;1981;5;5;450;5.0;0.80;0.80;5.40;4.80;85.2;0.40;0.40;0.20;0.40;40.0;0.00;0.00;0.00;0.00;;Matches;f058ed1f
134;Yohann Pelé;fr FRA;GK;Marseille;fr Ligue 1;36;1982;2;1;149;1.7;1.18;1.21;4.12;2.35;71.4;0.59;0.00;0.00;0.00;0.0;0.59;0.00;0.59;0.00;100.0;Matches;76806215
135;Philipp Pentke;de GER;GK;Hoffenheim;de Bundesliga;34;1985;4;4;360;4.0;1.00;1.00;5.25;4.25;85.7;0.50;0.00;0.50;0.25;25.0;0.25;0.25;0.00;0.00;0.0;Matches;c41f7379
136;Juan Pérez;es ESP;GK;Osasuna;es La Liga;23;1996;2;2;180;2.0;1.50;1.50;4.50;3.00;77.8;0.50;0.50;0.00;0.00;0.0;0.50;0.50;0.00;0.00;0.0;Matches;8f29e08b
137;Samu Pérez;es ESP;GK;Valladolid;es La Liga;22;1997;1;0;26;0.3;3.33;3.46;3.33;0.00;100.0;0.00;0.00;0.00;0.00;;3.33;3.33;0.00;0.00;0.0;Matches;aae17c81
138;Mattia Perin;it ITA;GK;Genoa;it Serie A;26;1992;21;21;1890;21.0;1.81;1.81;4.90;3.14;64.1;0.38;0.19;0.43;0.24;23.8;0.10;0.05;0.00;0.05;0.0;Matches;4c62d0c8
139;Pavao Pervan;at AUT;GK;Wolfsburg;de Bundesliga;31;1987;8;8;720;8.0;1.00;1.00;4.63;3.75;81.1;0.25;0.50;0.25;0.38;37.5;0.13;0.13;0.00;0.00;0.0;Matches;c89e8aae
140;Danijel Petkovi?;me MNE;GK;Angers;fr Ligue 1;26;1993;2;2;180;2.0;0.50;0.50;3.50;3.00;85.7;0.50;0.00;0.50;0.50;50.0;0.00;0.00;0.00;0.00;;Matches;b98cea65
141;Denis Petri?;rs SRB;GK;Nantes;fr Ligue 1;31;1988;1;1;90;1.0;2.00;2.00;6.00;4.00;66.7;0.00;0.00;1.00;0.00;0.0;0.00;0.00;0.00;0.00;;Matches;dab1b8dc
142;Jordan Pickford;eng ENG;GK;Everton;eng Premier League;25;1994;38;38;3420;38.0;1.47;1.47;3.87;2.47;63.9;0.34;0.26;0.39;0.24;23.7;0.11;0.08;0.00;0.03;0.0;Matches;4806ec67
143;Carlo Pinsoglio;it ITA;GK;Juventus;it Serie A;29;1990;1;0;19;0.2;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;;Matches;f6a06749
144;Nick Pope;eng ENG;GK;Burnley;eng Premier League;27;1992;38;38;3420;38.0;1.32;1.32;4.39;3.08;72.5;0.39;0.24;0.37;0.39;39.5;0.13;0.11;0.03;0.00;20.0;Matches;4b40d9ca
145;Ionu? Radu;ro ROU;GK;Genoa;it Serie A;22;1997;17;17;1530;17.0;2.06;2.06;5.76;3.76;70.4;0.12;0.29;0.59;0.12;11.8;0.41;0.35;0.00;0.06;0.0;Matches;67f649be
146;Boris Radunovi?;rs SRB;GK;Hellas Verona;it Serie A;23;1996;3;3;270;3.0;2.67;2.67;5.00;2.33;60.0;0.33;0.00;0.67;0.33;33.3;0.67;0.67;0.00;0.00;0.0;Matches;0dfce079
147;Rafael;br BRA;GK;Cagliari;it Serie A;37;1982;6;5;454;5.0;2.20;2.18;3.40;1.20;47.1;0.20;0.20;0.60;0.00;0.0;0.60;0.40;0.00;0.20;0.0;Matches;dd06d56c
148;Predrag Rajkovi?;rs SRB;GK;Reims;fr Ligue 1;23;1995;27;27;2430;27.0;0.67;0.67;3.22;2.41;80.5;0.37;0.41;0.22;0.44;44.4;0.19;0.04;0.15;0.00;80.0;Matches;58ad9383
149;Aaron Ramsdale;eng ENG;GK;Bournemouth;eng Premier League;21;1998;37;37;3330;37.0;1.68;1.68;5.05;3.35;69.5;0.24;0.19;0.57;0.14;13.5;0.16;0.14;0.03;0.00;16.7;Matches;466fb2c5
150;Darren Randolph;ie IRL;GK;West Ham;eng Premier League;32;1987;2;2;180;2.0;2.50;2.50;5.50;3.00;63.6;0.00;0.50;0.50;0.00;0.0;0.50;0.50;0.00;0.00;0.0;Matches;6385ebfb
151;Manolo Reina;es ESP;GK;Mallorca;es La Liga;34;1985;36;36;3240;36.0;1.67;1.67;4.97;3.31;74.3;0.25;0.14;0.61;0.14;13.9;0.42;0.39;0.03;0.00;6.7;Matches;605eb473
152;Pepe Reina;es ESP;GK;Aston Villa;eng Premier League;36;1982;12;12;1080;12.0;1.67;1.67;4.42;2.67;66.0;0.25;0.25;0.50;0.17;16.7;0.25;0.17;0.08;0.00;33.3;Matches;e358587b
153;Pepe Reina;es ESP;GK;Milan;it Serie A;36;1982;2;2;90;1.0;1.00;1.00;6.00;4.00;83.3;1.00;0.00;0.00;0.00;0.0;1.00;0.00;1.00;0.00;100.0;Matches;e358587b
154;Álex Remiro;es ESP;GK;Real Sociedad;es La Liga;24;1995;25;25;2250;25.0;1.28;1.28;3.72;2.40;73.1;0.44;0.16;0.40;0.24;24.0;0.32;0.28;0.04;0.00;12.5;Matches;374ee424
155;Baptiste Reynet;fr FRA;GK;Toulouse;fr Ligue 1;28;1990;23;22;2034;22.6;2.17;2.17;5.22;3.01;61.0;0.13;0.13;0.71;0.09;9.1;0.22;0.13;0.09;0.00;40.0;Matches;bcf1b2e9
156;Sergio Rico;es ESP;GK;Paris S-G;fr Ligue 1;25;1993;2;2;180;2.0;2.00;2.00;5.00;3.00;60.0;1.00;0.00;0.00;0.00;0.0;0.00;0.00;0.00;0.00;;Matches;5f0241b2
157;Roberto;es ESP;GK;West Ham;eng Premier League;33;1986;8;7;687;7.6;2.24;2.23;6.71;4.61;68.6;0.00;0.13;0.79;0.00;0.0;0.13;0.13;0.00;0.00;0.0;Matches;ba3ca78f
158;Roberto;es ESP;GK;Alavés;es La Liga;33;1986;9;8;790;8.8;2.16;2.16;6.14;3.98;70.4;0.23;0.11;0.57;0.23;25.0;0.34;0.34;0.00;0.00;0.0;Matches;ba3ca78f
159;Joel Robles;es ESP;GK;Betis;es La Liga;29;1990;33;33;2887;32.1;1.50;1.50;4.05;2.59;71.5;0.28;0.34;0.40;0.16;15.2;0.34;0.34;0.00;0.00;0.0;Matches;cda0b317
160;Antonio Rosati;it ITA;GK;Torino;it Serie A;36;1983;1;1;90;1.0;1.00;1.00;5.00;4.00;80.0;0.00;1.00;0.00;0.00;0.0;0.00;0.00;0.00;0.00;;Matches;28a15394
161;Francesco Rossi;it ITA;GK;Atalanta;it Serie A;28;1991;1;0;11;0.1;10.0;8.18;10.0;0.00;0.0;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;;Matches;7b5f516f
162;Rubén;es ESP;GK;Osasuna;es La Liga;35;1984;19;18;1583;17.6;1.36;1.36;3.07;1.70;61.1;0.28;0.51;0.23;0.23;22.2;0.17;0.17;0.00;0.00;0.0;Matches;24279b8b
163;Stéphane Ruffier;fr FRA;GK;Saint-Étienne;fr Ligue 1;32;1986;22;22;1980;22.0;1.82;1.82;4.55;2.73;63.0;0.27;0.18;0.55;0.14;13.6;0.18;0.14;0.00;0.05;0.0;Matches;cac76a72
164;Gerónimo Rulli;ar ARG;GK;Montpellier;fr Ligue 1;27;1992;25;25;2250;25.0;1.08;1.08;4.76;3.64;79.8;0.44;0.28;0.28;0.32;32.0;0.20;0.12;0.08;0.00;40.0;Matches;625c144a
165;Mathew Ryan;au AUS;GK;Brighton;eng Premier League;27;1992;38;38;3420;38.0;1.42;1.42;4.42;3.05;69.0;0.24;0.37;0.39;0.24;23.7;0.05;0.05;0.00;0.00;0.0;Matches;4535e4bb
166;Frederik Rønnow;dk DEN;GK;Eint Frankfurt;de Bundesliga;26;1992;9;9;810;9.0;1.56;1.56;5.44;3.89;75.5;0.22;0.33;0.44;0.11;11.1;0.22;0.22;0.00;0.00;0.0;Matches;a70b8345
167;Romain Salin;fr FRA;GK;Rennes;fr Ligue 1;35;1984;5;4;360;4.0;1.25;1.25;4.75;3.25;73.7;0.50;0.00;0.50;0.25;25.0;0.25;0.00;0.25;0.00;100.0;Matches;74733221
168;Kasper Schmeichel;dk DEN;GK;Leicester City;eng Premier League;32;1986;38;38;3420;38.0;1.08;1.08;3.55;2.47;75.6;0.47;0.21;0.32;0.34;34.2;0.26;0.21;0.05;0.00;20.0;Matches;53af52f3
169;Markus Schubert;de GER;GK;Schalke 04;de Bundesliga;21;1998;9;8;742;8.2;2.20;2.18;6.71;4.51;70.9;0.12;0.37;0.49;0.24;25.0;0.24;0.24;0.00;0.00;0.0;Matches;289b90cd
170;Alexander Schwolow;de GER;GK;Freiburg;de Bundesliga;27;1992;24;24;2091;23.2;1.38;1.38;5.09;3.71;75.4;0.39;0.26;0.39;0.17;16.7;0.13;0.13;0.00;0.00;0.0;Matches;0d55d942
171;Matz Sels;be BEL;GK;Strasbourg;fr Ligue 1;27;1992;27;27;2430;27.0;1.19;1.19;3.85;2.63;75.0;0.41;0.19;0.41;0.30;29.6;0.26;0.22;0.04;0.00;14.3;Matches;834b5c4c
172;Luigi Sepe;it ITA;GK;Parma;it Serie A;28;1991;34;34;3060;34.0;1.56;1.56;5.68;4.03;75.6;0.38;0.18;0.44;0.15;14.7;0.26;0.18;0.09;0.00;33.3;Matches;343f753a
173;Rui Silva;pt POR;GK;Granada;es La Liga;25;1994;35;35;3150;35.0;1.20;1.20;4.06;2.83;73.2;0.43;0.23;0.34;0.34;34.3;0.14;0.11;0.03;0.00;20.0;Matches;ea83bfa6
174;Marco Silvestri;it ITA;GK;Hellas Verona;it Serie A;28;1991;35;35;3150;35.0;1.23;1.23;4.54;3.34;77.4;0.31;0.37;0.31;0.26;25.7;0.20;0.20;0.00;0.00;0.0;Matches;0d422df7
175;Unai Simón;es ESP;GK;Athletic Club;es La Liga;22;1997;34;34;2991;33.2;0.87;0.87;3.28;2.47;78.0;0.39;0.27;0.36;0.36;35.3;0.21;0.15;0.00;0.06;0.0;Matches;5dcf3e90
176;Salvatore Sirigu;it ITA;GK;Torino;it Serie A;32;1987;36;36;3240;36.0;1.78;1.78;5.47;3.75;72.1;0.31;0.17;0.53;0.19;19.4;0.28;0.25;0.03;0.00;10.0;Matches;10dc46f0
177;Antonio Sivera;es ESP;GK;Alavés;es La Liga;22;1996;3;3;270;3.0;1.00;1.00;1.67;0.67;60.0;0.33;0.33;0.33;0.33;33.3;0.33;0.33;0.00;0.00;0.0;Matches;9970da54
178;?ukasz Skorupski;pl POL;GK;Bologna;it Serie A;28;1991;37;37;3330;37.0;1.73;1.73;5.05;3.32;69.0;0.32;0.27;0.41;0.05;5.4;0.22;0.16;0.03;0.03;14.3;Matches;ab4449d6
179;Dennis Smarsch;de GER;GK;Hertha BSC;de Bundesliga;20;1999;2;1;151;1.7;2.35;2.38;6.47;4.12;63.6;0.00;0.00;0.59;0.00;0.0;0.00;0.00;0.00;0.00;;Matches;45f6f52b
180;Yann Sommer;ch SUI;GK;M'Gladbach;de Bundesliga;30;1988;34;34;3060;34.0;1.18;1.18;4.65;3.44;75.3;0.59;0.15;0.26;0.21;20.6;0.06;0.03;0.03;0.00;50.0;Matches;420c18a1
181;David Soria;es ESP;GK;Getafe;es La Liga;26;1993;38;38;3420;38.0;0.97;0.97;2.87;1.92;70.6;0.37;0.32;0.32;0.39;39.5;0.16;0.13;0.03;0.00;16.7;Matches;8f8c6934
182;Juan Soriano;es ESP;GK;Leganés;es La Liga;21;1997;11;11;990;11.0;1.64;1.64;3.55;2.00;66.7;0.09;0.27;0.64;0.09;9.1;0.45;0.45;0.00;0.00;0.0;Matches;5512b1a9
183;Marco Sportiello;it ITA;GK;Atalanta;it Serie A;27;1992;6;5;525;5.8;0.86;0.86;3.10;2.24;72.2;0.69;0.00;0.17;0.34;40.0;0.00;0.00;0.00;0.00;;Matches;ac4003af
184;Jed Steer;eng ENG;GK;Aston Villa;eng Premier League;26;1992;1;1;7;0.1;;;;;;;;10.0;;;;;;;;Matches;a8a3d139
185;Zack Steffen;us USA;GK;Düsseldorf;de Bundesliga;24;1995;17;17;1530;17.0;2.12;2.12;5.82;3.71;64.6;0.24;0.18;0.59;0.12;11.8;0.12;0.06;0.06;0.00;50.0;Matches;42130443
186;Thomas Strakosha;al ALB;GK;Lazio;it Serie A;24;1995;38;38;3420;38.0;1.11;1.11;4.05;2.95;77.3;0.63;0.16;0.21;0.29;28.9;0.24;0.18;0.03;0.03;12.5;Matches;339fe0e8
187;Wojciech Szcz?sny;pl POL;GK;Juventus;it Serie A;29;1990;29;29;2591;28.8;1.15;1.15;4.48;3.30;80.6;0.66;0.14;0.21;0.38;37.9;0.35;0.28;0.03;0.03;11.1;Matches;01b8a2b2
188;Ciprian T?t?ru?anu;ro ROU;GK;Lyon;fr Ligue 1;33;1986;2;2;180;2.0;1.00;1.00;5.50;4.50;81.8;0.50;0.00;0.50;0.50;50.0;0.00;0.00;0.00;0.00;;Matches;b056e3da
189;Marc-André ter Stegen;de GER;GK;Barcelona;es La Liga;27;1992;36;36;3240;36.0;1.00;1.00;3.22;2.19;74.1;0.67;0.17;0.17;0.39;38.9;0.19;0.17;0.03;0.00;14.3;Matches;6f51e382
190;Pietro Terracciano;it ITA;GK;Fiorentina;it Serie A;29;1990;7;7;624;6.9;0.72;0.72;3.33;2.61;91.3;0.72;0.14;0.14;0.29;28.6;0.43;0.43;0.00;0.00;0.0;Matches;e1b0a70d
191;Demba Thiam;sn SEN;GK;SPAL;it Serie A;21;1998;2;2;180;2.0;2.00;2.00;8.00;6.00;81.3;0.00;0.50;0.50;0.00;0.0;0.50;0.50;0.00;0.00;0.0;Matches;0f47717b
192;Niclas Thiede;de GER;GK;Freiburg;de Bundesliga;20;1999;1;0;69;0.8;1.25;1.30;5.00;3.75;75.0;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;;Matches;cac55e10
193;Kevin Trapp;de GER;GK;Eint Frankfurt;de Bundesliga;29;1990;22;22;1980;22.0;1.73;1.73;4.77;3.14;64.8;0.50;0.14;0.36;0.18;18.2;0.05;0.05;0.00;0.00;0.0;Matches;ce17b5eb
194;Mark Travers;ie IRL;GK;Bournemouth;eng Premier League;20;1999;1;1;90;1.0;3.00;3.00;5.00;2.00;40.0;0.00;0.00;1.00;0.00;0.0;0.00;0.00;0.00;0.00;;Matches;fe558029
195;Stefano Turati;it ITA;GK;Sassuolo;it Serie A;17;2001;2;2;180;2.0;2.00;2.00;6.00;4.00;75.0;0.00;1.00;0.00;0.00;0.0;0.50;0.50;0.00;0.00;0.0;Matches;bf168004
196;Samir Ujkani;xk KVX;GK;Torino;it Serie A;31;1988;1;1;90;1.0;3.00;3.00;6.00;3.00;66.7;0.00;0.00;1.00;0.00;0.0;1.00;1.00;0.00;0.00;0.0;Matches;96640846
197;Sven Ulreich;de GER;GK;Bayern Munich;de Bundesliga;30;1988;2;2;90;1.0;1.00;1.00;3.00;2.00;66.7;1.00;0.00;0.00;0.00;0.0;0.00;0.00;0.00;0.00;;Matches;7d3e7da6
198;Tomáš Vaclík;cz CZE;GK;Sevilla;es La Liga;30;1989;33;33;2925;32.5;0.95;0.95;2.95;2.00;69.8;0.46;0.37;0.18;0.37;36.4;0.09;0.06;0.03;0.00;33.3;Matches;7b456af7
199;Koke Vegas;es ESP;GK;Levante;es La Liga;23;1995;2;2;180;2.0;1.00;1.00;5.00;4.00;80.0;1.00;0.00;0.00;0.50;50.0;0.50;0.00;0.00;0.50;;Matches;bfb15d99
200;Mauro Vigorito;it ITA;GK;Lecce;it Serie A;29;1990;5;4;423;4.7;1.91;1.91;6.17;4.26;72.4;0.64;0.00;0.21;0.21;25.0;0.21;0.21;0.00;0.00;0.0;Matches;582a251c
201;Iván Villar;es ESP;GK;Celta Vigo;es La Liga;22;1997;4;3;280;3.1;1.61;1.61;3.55;1.94;54.5;0.00;0.32;0.65;0.32;33.3;0.00;0.00;0.00;0.00;;Matches;cde52ef5
202;Felix Wiedwald;de GER;GK;Eint Frankfurt;de Bundesliga;29;1990;3;3;270;3.0;2.67;2.67;6.67;4.00;60.0;0.00;0.00;1.00;0.00;0.0;0.00;0.00;0.00;0.00;;Matches;e2d34771
203;Yoel;es ESP;GK;Eibar;es La Liga;30;1988;4;4;270;3.0;1.67;1.67;5.33;3.33;68.8;0.67;0.00;0.33;0.33;25.0;0.33;0.00;0.33;0.00;100.0;Matches;61bb7498
204;Robin Zentner;de GER;GK;Mainz 05;de Bundesliga;24;1994;22;22;1935;21.5;1.86;1.86;5.35;3.49;66.1;0.37;0.09;0.56;0.14;13.6;0.09;0.05;0.05;0.00;50.0;Matches;5c4bf6ba
205;Leopold Zingerle;de GER;GK;Paderborn 07;de Bundesliga;25;1994;28;28;2520;28.0;2.04;2.04;5.43;3.43;64.5;0.14;0.25;0.61;0.18;17.9;0.14;0.11;0.04;0.00;25.0;Matches;bf9d9070
