;;;;;;;;;Total;Total;Total;Total;Total;Short;Short;Short;Medium;Medium;Medium;Long;Long;Long;;;;;;;;;;;#NAME?
373;Daniel Brosinski;de GER;DF;Mainz 05;de Bundesliga;31;1988;19.0;34.8;56.5;61.7;721.2;385.9;12.8;15.5;82.7;14.4;21.7;66.1;7.11;16.4;43.4;0.21;0.32;0.28;-0.11;2.89;2.21;1.74;0.47;4.05;Matches;a7813ac4
374;Josh Brownhill;eng ENG;MF;Burnley;eng Premier League;23;1995;8.9;30.9;38.0;81.4;416.1;98.2;18.1;20.0;90.4;9.10;11.1;81.8;1.35;3.15;42.9;0.00;0.01;0.02;-0.01;0.34;1.80;0.11;0.00;2.25;Matches;47369df8
375;Marcelo Brozovi?;hr CRO;MF;Inter;it Serie A;26;1992;30.0;62.8;71.6;87.7;1189.6;314.1;25.5;27.9;91.6;26.8;29.3;91.6;9.03;11.3;79.9;0.20;0.09;0.09;0.11;1.30;6.37;1.33;0.13;8.00;Matches;33b8d077
376;Gastón Brugman;uy URU;MF;Parma;it Serie A;26;1992;16.2;34.4;41.6;82.6;689.1;221.4;12.6;14.5;86.8;15.9;18.1;87.4;5.49;7.53;73.0;0.12;0.08;0.06;0.04;0.74;3.46;0.56;0.06;4.01;Matches;e947ee4a
377;Jeffrey Bruma;nl NED;DF;Wolfsburg;de Bundesliga;27;1991;9.0;29.9;36.0;83.0;608.6;209.0;7.11;8.56;83.1;18.6;20.9;88.8;3.56;4.89;72.7;0.00;0.00;0.00;0.00;0.00;0.56;0.00;0.00;1.44;Matches;fbffc4b1
378;Jeffrey Bruma;nl NED;DF;Mainz 05;de Bundesliga;27;1991;7.5;36.3;42.4;85.5;736.4;270.9;10.4;11.3;91.8;20.9;22.8;91.8;4.67;7.73;60.3;0.00;0.00;0.01;0.00;0.00;1.73;0.00;0.00;2.40;Matches;fbffc4b1
379;Jacob Bruun Larsen;dk DEN;FWMF;Hoffenheim;de Bundesliga;20;1998;4.3;24.2;31.4;77.0;371.6;74.7;12.6;13.5;93.1;9.53;11.2;85.4;1.40;2.79;50.0;0.23;0.44;0.44;-0.21;3.02;1.63;0.93;0.00;2.56;Matches;4e204552
380;Jacob Bruun Larsen;dk DEN;FW;Dortmund;de Bundesliga;20;1998;0.8;27.5;35.0;78.6;370.0;41.3;17.5;20.0;87.5;7.50;10.0;75.0;1.25;2.50;50.0;1.25;0.63;0.63;0.63;1.25;3.75;0.00;0.00;1.25;Matches;4e204552
381;Bryan;es ESP;MFFW;Leganés;es La Liga;18;2001;6.2;22.7;35.3;64.4;298.2;99.0;15.5;17.9;86.5;4.84;8.06;60.0;1.13;4.19;26.9;0.00;0.11;0.16;-0.11;1.94;0.97;1.29;0.65;1.77;Matches;7b5ab7f2
382;Bryan;es ESP;FW;Sevilla;es La Liga;18;2001;0.7;31.4;37.1;84.6;301.4;61.4;24.3;25.7;94.4;2.86;4.29;66.7;0.00;2.86;0.0;0.00;0.00;0.00;0.00;0.00;2.86;0.00;0.00;1.43;Matches;7b5ab7f2
383;Lucas Buadés;fr FRA;MFFW;Nîmes;fr Ligue 1;21;1997;1.3;7.69;12.3;62.5;100.0;23.8;5.38;8.46;63.6;2.31;3.85;60.0;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;Matches;f9921b7f
384;Ante Budimir;hr CRO;FW;Mallorca;es La Liga;28;1991;30.7;12.1;19.1;63.4;128.4;25.2;7.59;10.9;69.3;2.15;3.88;55.5;0.26;0.49;53.3;0.07;0.03;0.03;0.03;0.42;0.85;0.20;0.00;1.07;Matches;8f3565b3
385;Emi Buendía;ar ARG;FWMF;Norwich City;eng Premier League;22;1996;27.4;43.4;58.5;74.1;691.3;242.9;24.2;28.2;85.8;11.2;14.6;76.6;5.62;10.4;54.2;0.26;0.25;0.23;0.01;3.03;5.66;2.04;0.15;7.08;Matches;66b76d44
386;Gianluigi Buffon;it ITA;GK;Juventus;it Serie A;41;1978;9.0;21.2;23.1;91.8;453.4;303.3;5.67;5.67;100.0;11.0;11.0;100.0;3.89;5.67;68.6;0.00;0.00;0.00;0.00;0.11;0.11;0.00;0.00;0.00;Matches;e40d028b
387;Marius Bülter;de GER;MFFW;Union Berlin;de Bundesliga;26;1993;25.8;14.7;24.8;59.3;215.8;65.9;8.18;10.5;77.9;4.77;8.14;58.6;0.85;3.06;27.8;0.04;0.15;0.10;-0.11;1.01;0.97;0.78;0.39;1.90;Matches;ab5b7dc1
388;Esteban Burgos;ar ARG;DF;Eibar;es La Liga;27;1992;12.4;19.8;31.8;62.4;501.9;208.9;4.11;5.24;78.5;9.76;12.7;76.6;5.89;13.2;44.5;0.00;0.01;0.01;-0.01;0.08;2.58;0.00;0.00;2.42;Matches;40449bbd
389;Guido Burgstaller;at AUT;FW;Schalke 04;de Bundesliga;30;1989;13.7;14.4;21.7;66.3;176.4;43.9;8.54;11.6;73.6;4.01;5.26;76.4;0.22;0.66;33.3;0.07;0.08;0.08;-0.01;0.58;0.95;0.51;0.00;1.90;Matches;2bcc6d52
390;Burgui;es ESP;MF;Alavés;es La Liga;25;1993;0.2;20.0;35.0;57.1;270.0;65.0;15.0;15.0;100.0;0.00;5.00;0.0;5.00;10.0;50.0;0.00;0.00;0.00;0.00;0.00;5.00;0.00;0.00;0.00;Matches;45e304c8
391;Jonathan Burkardt;de GER;FWMF;Mainz 05;de Bundesliga;19;2000;2.8;13.2;17.1;77.1;174.3;30.0;8.93;8.93;100.0;3.21;3.93;81.8;0.36;1.07;33.3;0.00;0.04;0.07;-0.04;0.36;0.71;0.36;0.00;1.07;Matches;05f99a4a
392;Oliver Burke;sct SCO;MFFW;Alavés;es La Liga;22;1997;15.9;13.7;21.4;64.1;157.5;38.7;9.62;12.6;76.5;2.45;4.47;54.9;0.38;0.75;50.0;0.13;0.10;0.06;0.03;0.38;0.75;0.38;0.00;1.01;Matches;f631c17f
393;Roman Bürki;ch SUI;GK;Dortmund;de Bundesliga;28;1990;30.8;27.1;34.1;79.4;664.8;426.6;4.97;5.03;98.7;15.5;15.6;99.4;6.49;13.2;49.0;0.00;0.00;0.00;0.00;0.00;0.10;0.00;0.00;0.00;Matches;9d12e142
394;Dan Burn;eng ENG;DF;Brighton;eng Premier League;27;1992;32.0;43.5;58.9;73.9;698.3;240.6;23.0;27.3;84.3;17.6;22.2;79.3;2.44;6.69;36.4;0.00;0.04;0.05;-0.04;0.59;3.56;0.56;0.22;4.22;Matches;b2d31e83
395;Patrick Burner;mq MTQ;DF;Nice;fr Ligue 1;23;1996;15.9;59.2;69.1;85.6;939.2;348.7;30.4;32.4;94.0;26.0;28.2;92.0;2.33;6.04;38.5;0.06;0.05;0.03;0.01;0.44;4.28;0.57;0.31;6.35;Matches;8746d5d0
396;Sergio Busquets;es ESP;MF;Barcelona;es La Liga;31;1988;27.6;83.9;93.7;89.6;1344.0;410.0;39.8;42.8;93.0;33.7;36.8;91.5;6.38;7.83;81.5;0.07;0.10;0.12;-0.03;0.80;8.12;1.01;0.00;7.97;Matches;5ab0ea87
397;Unai Bustinza;es ESP;DF;Leganés;es La Liga;27;1992;29.8;30.3;45.3;67.0;580.8;252.4;12.4;15.0;82.6;13.6;18.8;72.5;3.89;9.43;41.3;0.03;0.06;0.06;-0.03;0.54;3.12;0.37;0.23;3.66;Matches;f3112790
398;Ludovic Butelle;fr FRA;GK;Angers;fr Ligue 1;36;1983;26.0;17.3;26.8;64.6;551.2;422.5;2.54;2.54;100.0;7.27;7.38;98.4;7.46;16.8;44.5;0.00;0.00;0.00;-0.00;0.04;0.31;0.04;0.00;0.00;Matches;26975a92
399;Marcin Bu?ka;pl POL;GK;Paris S-G;fr Ligue 1;19;1999;1.0;18.0;18.0;100.0;320.0;250.0;8.00;8.00;100.0;10.0;10.0;100.0;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;Matches;db87a2c4
400;Sam Byram;eng ENG;DF;Norwich City;eng Premier League;25;1993;14.4;42.3;53.5;79.0;560.3;184.3;27.6;31.0;89.2;11.6;15.1;76.6;1.39;3.75;37.0;0.00;0.03;0.04;-0.03;0.42;1.67;0.21;0.07;2.85;Matches;1bf811d4
401;Erick Cabaco;uy URU;DF;Getafe;es La Liga;24;1995;3.0;29.3;48.0;61.1;742.3;340.0;7.00;10.0;70.0;12.3;18.3;67.3;9.33;17.0;54.9;0.00;0.00;0.00;0.00;0.00;3.67;0.33;0.00;4.33;Matches;e7ab4179
402;Erick Cabaco;uy URU;DF;Levante;es La Liga;24;1995;9.0;31.4;41.8;75.3;712.7;349.3;9.89;11.4;86.4;15.0;17.0;88.2;6.44;12.6;51.3;0.00;0.01;0.01;-0.01;0.22;2.22;0.11;0.00;2.67;Matches;e7ab4179
403;Willy Caballero;ar ARG;GK;Chelsea;eng Premier League;37;1981;5.0;24.8;32.8;75.6;626.8;464.6;5.20;5.20;100.0;12.0;12.0;100.0;7.60;15.6;48.7;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;Matches;a179d516
404;Yohan Cabaye;fr FRA;MF;Saint-Étienne;fr Ligue 1;33;1986;9.5;43.2;54.8;78.7;780.2;283.4;18.0;20.2;89.1;17.6;21.7;81.1;5.68;9.47;60.0;0.11;0.03;0.04;0.07;0.84;6.42;0.63;0.21;6.21;Matches;ad7b19ef
405;Manuel Cabit;mq MTQ;DF;Metz;fr Ligue 1;26;1993;3.0;33.0;49.3;66.9;465.3;180.0;19.3;21.0;92.1;10.0;17.7;56.6;1.67;7.00;23.8;0.33;0.23;0.07;0.10;0.67;1.33;1.00;0.33;3.00;Matches;38568467
406;Ariday Cabrera;es ESP;MF;Mallorca;es La Liga;30;1988;0.4;22.5;27.5;81.8;417.5;100.0;7.50;12.5;60.0;15.0;15.0;100.0;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;2.50;0.00;0.00;0.00;Matches;206b11c5
407;Leandro Cabrera;uy URU;DF;Getafe;es La Liga;28;1991;17.0;16.9;34.3;49.2;489.5;234.7;2.59;4.24;61.1;7.41;13.1;56.8;6.76;15.9;42.6;0.00;0.02;0.02;-0.02;0.12;3.59;0.29;0.06;3.76;Matches;69cbc8b6
408;Leandro Cabrera;uy URU;DF;Espanyol;es La Liga;28;1991;17.0;33.1;50.6;65.3;757.1;360.8;7.82;9.88;79.2;18.5;23.6;78.3;6.29;14.8;42.6;0.06;0.05;0.04;0.01;0.41;2.41;0.24;0.06;3.12;Matches;69cbc8b6
409;Fabrizio Cacciatore;it ITA;DF;Cagliari;it Serie A;32;1986;12.8;43.0;55.2;77.8;805.5;339.1;18.1;20.2;89.9;19.4;23.1;83.8;5.31;10.4;51.1;0.00;0.04;0.05;-0.04;0.39;3.20;0.63;0.47;4.30;Matches;00b0bb87
410;Martín Cáceres;uy URU;DF;Fiorentina;it Serie A;32;1987;26.2;42.4;51.5;82.4;794.0;316.6;16.0;17.4;91.7;20.8;23.8;87.5;4.77;8.40;56.8;0.00;0.03;0.02;-0.03;0.57;3.70;0.27;0.15;4.47;Matches;e94d79e3
411;Anthony Caci;fr FRA;DF;Strasbourg;fr Ligue 1;22;1997;7.7;53.8;67.8;79.3;1029.2;460.5;22.6;24.9;90.6;22.9;27.8;82.2;7.53;12.6;59.8;0.52;0.25;0.19;0.27;1.56;6.10;1.95;1.43;6.75;Matches;0118c54c
412;Jhonder Cádiz;ve VEN;FWMF;Dijon;fr Ligue 1;24;1995;8.9;12.6;21.5;58.6;184.3;40.9;8.20;11.5;71.6;3.15;5.17;60.9;0.90;2.13;42.1;0.22;0.10;0.06;0.12;1.12;0.90;0.56;0.00;2.25;Matches;e8edfdc9
413;Mathieu Cafaro;fr FRA;FWMF;Reims;fr Ligue 1;22;1997;10.3;19.4;34.9;55.7;387.9;133.5;9.03;11.2;80.9;6.12;10.9;56.3;4.27;11.4;37.6;0.19;0.20;0.10;-0.01;1.46;2.23;0.87;0.49;3.50;Matches;2a657da0
414;Jonathan Cafu;br BRA;DF;Bordeaux;fr Ligue 1;28;1991;2.2;33.6;40.9;82.2;465.0;79.1;16.4;19.5;83.7;15.9;18.2;87.5;0.00;0.45;0.0;0.00;0.05;0.05;-0.05;0.91;0.00;0.45;0.00;0.91;Matches;8d043f1d
415;Gary Cahill;eng ENG;DF;Crystal Palace;eng Premier League;33;1985;24.1;35.6;41.9;84.9;708.2;249.4;12.0;13.4;89.2;19.1;21.0;91.1;4.32;6.68;64.6;0.04;0.01;0.01;0.03;0.12;1.66;0.08;0.00;1.99;Matches;7914b9fe
416;Felipe Caicedo;ec ECU;FW;Lazio;it Serie A;30;1988;15.6;20.0;26.1;76.7;225.3;49.9;11.3;14.0;80.8;4.17;5.90;70.7;0.77;0.96;80.0;0.13;0.20;0.13;-0.07;1.47;1.60;0.64;0.00;1.99;Matches;93b891d1
417;Arturo Calabresi;it ITA;DF;Amiens;fr Ligue 1;23;1996;20.9;34.6;48.4;71.4;550.6;269.8;18.6;21.8;85.3;12.9;18.2;70.9;2.44;6.22;39.2;0.05;0.05;0.06;-0.00;0.29;2.39;0.29;0.19;3.25;Matches;34bb6fbd
418;Davide Calabria;it ITA;DF;Milan;it Serie A;22;1996;18.0;52.1;64.9;80.3;911.2;356.8;23.8;26.5;89.9;21.8;25.4;85.8;5.39;10.3;52.4;0.06;0.04;0.06;0.02;0.72;6.00;1.06;0.67;6.72;Matches;2146785a
419;Riccardo Calafiori;it ITA;DF;Roma;it Serie A;17;2002;0.7;12.9;18.6;69.2;228.6;57.1;4.29;7.14;60.0;7.14;8.57;83.3;1.43;2.86;50.0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;Matches;aded8e6f
420;Mattia Caldara;it ITA;DF;Atalanta;it Serie A;25;1994;10.7;36.7;41.9;87.7;694.1;195.7;12.6;13.8;91.2;19.6;21.2;92.5;3.83;5.33;71.9;0.09;0.04;0.04;0.06;0.09;1.03;0.00;0.00;1.50;Matches;ac7e640b
421;Marco Calderoni;it ITA;DF;Lecce;it Serie A;30;1989;22.9;35.6;49.0;72.7;619.1;226.7;17.0;19.2;88.6;14.6;18.4;79.4;3.23;7.73;41.8;0.09;0.10;0.09;-0.02;0.87;2.05;1.27;0.83;2.58;Matches;652811aa
422;Fernando Calero;es ESP;DF;Espanyol;es La Liga;23;1995;11.6;44.5;51.8;85.9;835.2;283.3;14.8;16.0;92.5;24.7;26.7;92.6;4.31;7.93;54.3;0.00;0.00;0.01;0.00;0.00;1.64;0.34;0.00;2.76;Matches;41b3069f
423;Duje ?aleta-Car;hr CRO;DF;Marseille;fr Ligue 1;22;1996;21.0;44.6;51.5;86.7;896.2;314.5;15.1;16.1;93.8;22.1;24.8;89.4;6.67;9.71;68.6;0.05;0.02;0.02;0.02;0.29;2.38;0.14;0.00;3.57;Matches;94f8d10c
424;Hakan Çalhano?lu;tr TUR;MFFW;Milan;it Serie A;25;1994;30.0;42.3;54.4;77.8;684.4;181.5;22.5;25.7;87.4;14.2;17.2;82.4;3.83;7.73;49.6;0.30;0.26;0.19;0.04;2.33;4.17;1.50;0.23;5.53;Matches;cd0fa27b
425;Daniel Caligiuri;it ITA;MFFW;Schalke 04;de Bundesliga;31;1988;25.5;24.5;39.3;62.5;401.1;162.4;12.8;16.7;76.6;7.73;12.0;64.6;2.59;5.41;47.8;0.08;0.13;0.15;-0.05;1.57;2.35;1.06;0.08;4.12;Matches;d1273f09
426;José Callejón;es ESP;FWMF;Napoli;it Serie A;32;1987;24.1;40.8;51.3;79.6;624.6;148.1;23.4;25.6;91.7;11.5;14.8;77.5;3.94;7.26;54.3;0.29;0.27;0.23;0.02;2.61;2.45;1.45;0.71;3.98;Matches;78841da9
427;Jonathan Calleri;ar ARG;FW;Espanyol;es La Liga;25;1993;20.1;9.25;18.3;50.7;127.1;32.0;5.62;9.80;57.4;2.14;4.68;45.7;0.65;1.29;50.0;0.15;0.13;0.12;0.02;0.90;0.85;0.50;0.15;1.39;Matches;6922f806
428;Dominic Calvert-Lewin;eng ENG;FW;Everton;eng Premier League;22;1997;29.2;12.3;19.8;62.2;155.3;37.8;7.71;11.6;66.6;2.67;4.21;63.4;0.72;1.03;70.0;0.03;0.05;0.03;-0.02;0.51;1.06;0.48;0.10;1.71;Matches;59e6e5bf
429;Mahdi Camara;fr FRA;MF;Saint-Étienne;fr Ligue 1;21;1998;10.0;38.3;45.6;84.0;606.0;116.2;18.8;21.7;86.6;15.7;17.8;88.2;2.50;3.70;67.6;0.00;0.02;0.01;-0.02;0.30;2.00;0.30;0.10;3.00;Matches;8577e60a
430;Souleymane Camara;sn SEN;FW;Montpellier;fr Ligue 1;36;1982;1.8;18.3;27.2;67.3;254.4;83.3;11.1;13.3;83.3;7.22;12.2;59.1;0.00;0.00;;0.00;0.22;0.17;-0.22;2.78;2.22;1.11;0.00;4.44;Matches;c58270f8
431;Víctor Camarasa;es ESP;FW;Crystal Palace;eng Premier League;25;1994;0.1;30.0;30.0;100.0;390.0;140.0;20.0;20.0;100.0;10.0;10.0;100.0;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;Matches;b2d03887
432;Víctor Camarasa;es ESP;MF;Alavés;es La Liga;25;1994;14.4;29.7;37.6;79.0;505.1;111.4;14.9;17.4;86.0;10.6;12.4;84.9;3.06;5.35;57.1;0.07;0.15;0.09;-0.08;0.97;2.78;0.69;0.21;3.82;Matches;b2d03887
433;Eduardo Camavinga;fr FRA;MF;Rennes;fr Ligue 1;16;2002;23.4;36.6;41.9;87.3;673.4;134.6;15.0;17.1;87.3;16.8;18.2;92.2;4.06;4.66;87.2;0.09;0.03;0.03;0.06;0.30;2.52;0.21;0.00;4.10;Matches;7b9c2d84
434;Sergio Camello;es ESP;FW;Atlético Madrid;es La Liga;18;2001;0.3;6.67;20.0;33.3;100.0;23.3;3.33;3.33;100.0;3.33;3.33;100.0;0.00;3.33;0.0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;3.33;Matches;873619c6
435;José Campaña;es ESP;MF;Levante;es La Liga;26;1993;35.1;46.8;61.3;76.4;789.1;285.9;24.0;27.2;88.1;16.1;20.5;78.7;5.04;9.17;55.0;0.20;0.15;0.14;0.05;2.08;5.41;1.08;0.31;7.35;Matches;61220da2
436;Xisco Campos;es ESP;DF;Mallorca;es La Liga;37;1982;5.3;28.5;38.5;74.0;594.2;211.9;9.06;10.9;82.8;14.2;17.4;81.5;4.72;8.87;53.2;0.19;0.08;0.02;0.11;0.57;0.75;0.19;0.19;0.94;Matches;bd3b9a9f
437;Víctor Campuzano;es ESP;FW;Espanyol;es La Liga;22;1997;9.7;9.69;15.7;61.8;124.4;26.6;6.70;8.76;76.5;2.27;3.71;61.1;0.41;0.82;50.0;0.00;0.01;0.01;-0.01;0.21;1.03;0.10;0.00;0.82;Matches;6983922
438;Emre Can;de GER;MF;Juventus;it Serie A;25;1994;3.2;44.7;50.6;88.3;619.4;143.8;26.3;26.9;97.7;15.0;16.9;88.9;1.56;4.06;38.5;0.00;0.03;0.06;-0.03;0.94;4.38;0.63;0.00;4.06;Matches;a65ce836
439;Emre Can;de GER;MFDF;Dortmund;de Bundesliga;25;1994;10.6;60.0;68.9;87.1;1079.7;278.3;25.2;28.0;89.9;26.6;28.3;94.0;6.51;9.34;69.7;0.00;0.05;0.03;-0.05;0.28;3.49;0.28;0.00;5.09;Matches;a65ce836
440;Sergio Canales;es ESP;MFFW;Betis;es La Liga;28;1991;35.1;53.8;64.1;83.9;920.3;204.6;25.6;27.8;92.1;20.0;22.7;88.1;6.07;9.43;64.4;0.17;0.20;0.19;-0.03;2.28;4.13;1.68;0.48;6.52;Matches;a6de370d
441;João Cancelo;pt POR;DF;Manchester City;eng Premier League;25;1994;13.4;75.7;86.3;87.7;1158.4;302.5;42.5;45.8;92.7;26.3;29.9;87.8;5.00;6.87;72.8;0.00;0.21;0.14;-0.21;1.27;6.49;1.64;0.37;7.84;Matches;bd6351cd
442;Antonio Candreva;it ITA;DF;Inter;it Serie A;32;1987;22.1;47.1;61.9;76.1;868.1;272.9;22.4;24.9;90.2;18.1;23.3;77.3;5.88;10.4;56.8;0.32;0.24;0.23;0.08;2.13;3.26;2.67;1.22;4.71;Matches;356c9002
443;Gianmarco Cangiano;it ITA;FWMF;Bologna;it Serie A;17;2001;0.2;45.0;60.0;75.0;850.0;90.0;15.0;20.0;75.0;15.0;20.0;75.0;10.0;15.0;66.7;0.00;0.00;0.00;0.00;0.00;5.00;0.00;0.00;5.00;Matches;a36084cd
444;Todd Cantwell;eng ENG;FWMF;Norwich City;eng Premier League;21;1998;27.7;32.0;40.1;79.8;423.3;94.8;20.2;22.6;89.3;7.44;9.49;78.3;1.62;3.03;53.6;0.07;0.07;0.04;0.00;1.26;2.74;0.76;0.00;3.57;Matches;f63d8a4b
445;Ander Capa;es ESP;DF;Athletic Club;es La Liga;27;1992;31.9;36.5;50.7;72.1;533.1;217.3;21.2;24.9;85.3;12.1;16.9;71.9;1.69;4.73;35.8;0.13;0.09;0.09;0.03;0.72;2.23;0.85;0.41;3.35;Matches;37f1cf47
446;Pierrick Capelle;fr FRA;MFDF;Angers;fr Ligue 1;32;1987;19.4;32.7;41.0;79.8;492.6;141.7;17.5;19.6;89.0;11.3;14.0;80.9;1.86;3.61;51.4;0.10;0.13;0.11;-0.03;1.34;2.63;0.57;0.21;3.51;Matches;79b2399c
447;Étienne Capoue;fr FRA;MF;Watford;eng Premier League;31;1988;29.2;40.4;50.2;80.5;741.2;209.0;18.4;21.0;87.6;15.5;17.8;87.1;5.27;8.53;61.8;0.10;0.11;0.09;-0.01;0.68;4.01;0.34;0.03;4.52;Matches;5acc4a10
448;Gianluca Caprari;it ITA;FWMF;Sampdoria;it Serie A;26;1993;7.4;23.9;33.1;72.2;354.5;85.9;13.2;15.5;85.2;7.43;10.3;72.4;1.76;4.32;40.6;0.00;0.07;0.07;-0.07;1.22;2.16;1.76;0.14;3.92;Matches;54e53b7e
449;Gianluca Caprari;it ITA;FWMF;Parma;it Serie A;26;1993;6.5;25.2;32.9;76.6;385.2;85.1;14.5;15.5;93.1;6.46;8.92;72.4;2.77;4.92;56.3;0.00;0.18;0.09;-0.18;2.31;2.00;0.92;0.15;2.77;Matches;54e53b7e
450;Francesco Caputo;it ITA;FW;Sassuolo;it Serie A;31;1987;32.6;19.1;24.4;78.2;239.8;29.8;12.7;15.4;82.4;4.33;5.40;80.1;0.55;0.74;75.0;0.21;0.17;0.09;0.04;1.63;0.61;0.64;0.06;1.47;Matches;5bd72174
451;Maxence Caqueret;fr FRA;MF;Lyon;fr Ligue 1;19;2000;6.3;52.4;60.8;86.2;838.9;270.2;26.5;29.7;89.3;21.3;24.0;88.7;3.33;4.60;72.4;0.00;0.05;0.13;-0.05;0.95;4.60;1.59;0.16;7.14;Matches;f81ef10d
452;Andrea Carboni;it ITA;DF;Cagliari;it Serie A;18;2001;4.1;33.2;40.2;82.4;622.4;271.2;13.7;14.6;93.3;16.1;17.8;90.4;3.41;7.32;46.7;0.00;0.00;0.02;0.00;0.00;3.17;0.49;0.00;2.20;Matches;f7e2af2c
453;Irvin Cardona;fr FRA;FWMF;Brest;fr Ligue 1;21;1997;16.1;17.0;27.5;61.9;269.9;70.2;9.13;12.7;72.1;5.59;9.07;61.6;1.37;2.98;45.8;0.19;0.14;0.13;0.04;1.18;0.87;1.24;0.06;3.29;Matches;5e080f73
454;Marc Cardona;es ESP;FW;Osasuna;es La Liga;24;1995;7.8;16.4;22.7;72.3;223.7;39.5;10.3;13.1;78.4;4.36;5.51;79.1;0.90;1.41;63.6;0.26;0.14;0.06;0.12;1.28;0.77;0.64;0.00;1.79;Matches;b92b456a
455;Diego Carlos;br BRA;DF;Sevilla;es La Liga;26;1993;34.8;46.4;55.1;84.1;964.7;375.9;14.6;16.0;91.2;23.9;26.1;91.5;6.93;11.4;60.9;0.00;0.02;0.02;-0.02;0.29;2.18;0.11;0.09;2.18;Matches;b4a014b1
456;Lionel Carole;fr FRA;DF;Strasbourg;fr Ligue 1;28;1991;14.1;44.3;57.3;77.4;789.8;334.5;20.1;22.6;89.0;17.4;21.5;80.9;5.60;9.79;57.2;0.00;0.06;0.04;-0.06;0.99;3.69;1.13;0.28;5.74;Matches;5b5724d2
457;Yannick Carrasco;be BEL;MFFW;Atlético Madrid;es La Liga;25;1993;7.0;23.7;32.4;73.1;309.0;104.9;14.0;16.6;84.5;4.29;6.71;63.8;2.00;4.29;46.7;0.29;0.14;0.07;0.14;1.57;1.86;0.86;0.00;3.00;Matches;de39485a
458;Daniel Carriço;pt POR;DF;Sevilla;es La Liga;30;1988;9.4;54.0;60.1;89.9;999.0;342.6;19.8;21.4;92.5;27.8;29.4;94.6;5.32;8.09;65.8;0.00;0.00;0.01;0.00;0.11;2.87;0.00;0.00;2.98;Matches;e1deea75
459;Guido Carrillo;ar ARG;FW;Leganés;es La Liga;28;1991;13.5;16.7;26.7;62.3;206.0;36.3;9.93;14.4;68.7;4.89;7.93;61.7;0.30;0.96;30.8;0.15;0.05;0.02;0.10;0.81;1.19;0.37;0.00;2.15;Matches;8f898ba8
460;Andy Carroll;eng ENG;FW;Newcastle Utd;eng Premier League;30;1989;7.0;18.4;30.6;60.3;260.6;60.0;10.7;14.9;72.1;4.86;8.71;55.7;1.43;2.43;58.8;0.57;0.20;0.06;0.37;1.71;1.29;1.14;0.29;2.43;Matches;b581987a
461;Dani Carvajal;es ESP;DF;Real Madrid;es La Liga;27;1992;30.4;66.6;79.2;84.1;1070.3;352.3;35.9;39.0;92.1;24.4;28.4;86.0;5.26;8.32;63.2;0.16;0.16;0.21;0.00;1.35;4.18;1.71;0.66;5.99;Matches;4958bfb2
462;Matis Carvalho;pt POR;GK;Montpellier;fr Ligue 1;20;1999;0.8;17.5;33.8;51.9;533.8;422.5;6.25;6.25;100.0;5.00;5.00;100.0;6.25;22.5;27.8;0.00;0.00;0.00;0.00;0.00;1.25;0.00;0.00;0.00;Matches;8608f269
463;William Carvalho;pt POR;MF;Betis;es La Liga;27;1992;9.9;55.9;63.8;87.5;958.1;261.5;25.6;28.7;89.1;23.4;25.1;93.5;4.95;6.46;76.6;0.00;0.08;0.04;-0.08;0.91;5.35;0.81;0.00;6.87;Matches;dee86451
464;Casemiro;br BRA;MF;Real Madrid;es La Liga;27;1992;34.3;53.0;63.7;83.2;1011.0;301.0;23.7;26.3;90.1;18.7;21.9;85.2;8.89;11.9;74.6;0.09;0.04;0.05;0.04;0.38;5.95;0.55;0.09;5.86;Matches;4d224fe8
465;Moreto Cassamã;gw GNB;MF;Reims;fr Ligue 1;21;1998;6.6;67.3;76.1;88.4;1430.2;386.4;21.2;22.9;92.7;34.4;37.0;93.0;11.4;14.4;78.9;0.15;0.09;0.09;0.06;1.21;5.91;0.45;0.00;7.73;Matches;f54d2149
466;Francesco Cassata;it ITA;MF;Genoa;it Serie A;22;1997;16.2;30.7;40.1;76.6;471.6;136.9;15.3;17.6;87.0;10.4;13.0;80.1;2.47;4.63;53.3;0.00;0.05;0.04;-0.05;0.56;2.04;1.17;0.19;3.52;Matches;96960855
467;Timothy Castagne;be BEL;DF;Atalanta;it Serie A;23;1995;19.7;48.0;57.8;83.1;656.8;214.7;29.4;32.9;89.2;15.1;18.3;82.5;1.57;2.89;54.4;0.10;0.11;0.10;-0.01;1.07;2.34;1.17;0.71;3.45;Matches;197640fd
468;Koen Casteels;be BEL;GK;Wolfsburg;de Bundesliga;27;1992;26.0;27.7;37.7;73.6;852.1;599.9;3.77;3.77;100.0;12.5;12.5;99.4;11.4;20.9;54.6;0.00;0.00;0.00;0.00;0.04;0.54;0.00;0.00;0.00;Matches;db401046
