;;;;;;;;;Total;Total;Total;Total;Total;Short;Short;Short;Medium;Medium;Medium;Long;Long;Long;;;;;;;;;;;#NAME?
277;Steven Bergwijn;nl NED;FWMF;Tottenham;eng Premier League;21;1997;7.8;27.7;32.8;84.4;319.0;54.5;18.7;20.6;90.7;5.00;6.41;78.0;0.51;1.03;50.0;0.13;0.12;0.10;0.01;1.67;0.77;1.41;0.51;1.54;Matches;a29b1131
278;Robert Beri?;si SVN;FW;Saint-Étienne;fr Ligue 1;28;1991;4.6;9.57;14.1;67.7;94.1;13.0;5.65;8.26;68.4;2.17;2.83;76.9;0.00;0.00;;0.00;0.07;0.04;-0.07;0.87;0.87;0.43;0.22;0.43;Matches;9001138b
279;Etrit Berisha;al ALB;GK;SPAL;it Serie A;30;1989;26.0;23.8;33.8;70.5;710.0;558.0;4.85;4.85;100.0;9.73;10.0;96.9;9.19;18.7;49.3;0.00;0.00;0.00;0.00;0.00;0.27;0.00;0.00;0.00;Matches;ee833569
280;Valon Berisha;xk KVX;MF;Lazio;it Serie A;26;1993;0.4;10.0;15.0;66.7;132.5;57.5;7.50;7.50;100.0;2.50;5.00;50.0;0.00;2.50;0.0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;Matches;d5575935
281;Valon Berisha;xk KVX;MF;Düsseldorf;de Bundesliga;26;1993;10.5;30.7;37.7;81.3;485.3;94.8;16.4;18.6;88.2;10.3;11.8;87.1;2.57;4.00;64.3;0.10;0.07;0.09;0.03;1.24;2.29;0.86;0.19;3.33;Matches;d5575935
282;Sergio Bermejo;es ESP;MFFW;Celta Vigo;es La Liga;21;1997;0.1;30.0;30.0;100.0;460.0;120.0;10.0;10.0;100.0;20.0;20.0;100.0;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;10.0;0.00;10.0;Matches;d166c007
283;Bernard;br BRA;MFFW;Everton;eng Premier League;26;1992;14.2;29.8;40.7;73.2;424.9;124.8;16.2;19.6;82.4;9.72;12.7;76.2;1.55;3.10;50.0;0.14;0.17;0.16;-0.03;1.69;2.96;1.83;0.42;5.35;Matches;ab4b3e35
284;Federico Bernardeschi;it ITA;MFFW;Juventus;it Serie A;25;1994;17.5;32.3;39.5;81.6;493.0;119.0;17.2;19.1;90.1;9.94;12.2;81.7;2.80;4.34;64.5;0.06;0.19;0.18;-0.14;1.94;2.29;1.31;0.23;3.20;Matches;ee93c1a9
285;Bernardo;br BRA;DFMF;Brighton;eng Premier League;24;1995;7.5;38.1;52.7;72.4;588.7;243.6;19.6;24.1;81.2;15.7;21.1;74.7;1.60;4.53;35.3;0.00;0.15;0.04;-0.15;0.53;2.93;1.07;0.13;7.47;Matches;17370b95
286;Paul Bernardoni;fr FRA;GK;Nîmes;fr Ligue 1;22;1997;24.5;18.0;28.9;62.2;565.1;443.6;2.90;2.90;100.0;7.71;7.88;97.9;7.31;17.9;40.9;0.00;0.00;0.00;0.00;0.00;0.65;0.04;0.00;0.00;Matches;28dabd43
287;Juan Bernat;es ESP;DFMF;Paris S-G;fr Ligue 1;26;1993;15.4;65.4;73.4;89.1;854.2;177.3;43.1;45.6;94.4;19.2;21.3;89.9;0.91;1.75;51.9;0.26;0.20;0.18;0.06;0.91;2.86;0.91;0.13;4.09;Matches;433dc9a2
288;Dimitry Bertaud;fr FRA;GK;Montpellier;fr Ligue 1;21;1998;2.2;26.8;30.5;88.1;811.4;587.7;1.36;1.36;100.0;12.7;12.7;100.0;12.3;15.9;77.1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;Matches;380a15e2
289;Andrea Bertolacci;it ITA;MF;Sampdoria;it Serie A;28;1991;5.9;33.7;43.1;78.3;557.3;165.8;16.9;19.3;87.7;13.2;15.6;84.8;2.20;4.92;44.8;0.00;0.02;0.05;-0.02;0.34;3.73;0.51;0.17;4.75;Matches;c75b6a02
290;Ryan Bertrand;eng ENG;DF;Southampton;eng Premier League;29;1989;30.5;41.0;55.8;73.4;638.9;263.3;23.8;27.5;86.4;13.5;17.9;75.4;2.66;6.46;41.1;0.03;0.11;0.12;-0.08;0.98;3.41;1.05;0.52;4.26;Matches;1226327
291;Muhamed Beši?;ba BIH;MF;Sheffield Utd;eng Premier League;26;1992;2.8;30.0;38.2;78.5;458.9;100.0;17.9;20.7;86.2;8.21;10.0;82.1;2.50;4.29;58.3;0.00;0.04;0.00;-0.04;0.36;2.14;0.36;0.00;3.93;Matches;7ca9f0f0
292;Jordan Beyer;de GER;DF;M'Gladbach;de Bundesliga;19;2000;1.2;26.7;36.7;72.7;385.8;86.7;10.0;12.5;80.0;14.2;18.3;77.3;0.00;2.50;0.0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;Matches;9af1f9ff
293;Ermin Bi?ak?i?;ba BIH;DF;Hoffenheim;de Bundesliga;29;1990;13.1;53.4;62.2;85.9;928.4;364.0;24.0;26.3;91.3;23.7;26.7;88.9;4.66;7.40;62.9;0.00;0.01;0.02;-0.01;0.15;2.82;0.23;0.00;3.44;Matches;7aac47fe
294;Pedro Bigas;es ESP;DF;Eibar;es La Liga;28;1990;19.7;24.5;37.1;65.9;548.9;226.6;6.29;7.82;80.5;13.0;16.7;77.8;4.97;11.4;43.8;0.00;0.01;0.02;-0.01;0.10;2.39;0.25;0.10;2.94;Matches;697295b1
295;Lucas Biglia;ar ARG;MF;Milan;it Serie A;33;1986;7.6;51.1;57.1;89.4;834.6;290.5;25.1;27.8;90.5;20.4;22.0;92.8;3.95;5.00;78.9;0.13;0.04;0.04;0.09;0.79;5.92;0.13;0.00;4.34;Matches;5710a281
296;El Bilal Touré;ml MLI;FW;Reims;fr Ligue 1;17;2001;5.0;10.2;15.4;66.2;140.6;22.6;6.60;9.40;70.2;2.40;4.20;57.1;0.60;0.60;100.0;0.00;0.04;0.04;-0.04;0.80;0.40;0.20;0.00;0.80;Matches;47c609d5
297;Philip Billing;dk DEN;MF;Bournemouth;eng Premier League;23;1996;28.1;31.3;43.3;72.3;509.5;137.2;16.1;21.1;76.1;11.3;14.1;79.8;2.81;4.95;56.8;0.04;0.06;0.07;-0.02;0.53;2.49;0.64;0.04;3.56;Matches;d328a254
298;Cristiano Biraghi;it ITA;DF;Inter;it Serie A;26;1992;17.5;36.2;51.5;70.2;597.5;227.4;19.8;21.7;91.3;11.8;17.4;67.9;3.66;8.17;44.8;0.34;0.22;0.21;0.12;1.77;1.49;1.71;1.14;2.57;Matches;9e1577aa
299;Davide Biraschi;it ITA;DF;Genoa;it Serie A;25;1994;21.9;40.9;54.8;74.6;693.0;307.7;19.6;21.8;90.0;16.6;21.9;75.8;3.65;7.90;46.2;0.05;0.02;0.03;0.02;0.32;3.88;0.59;0.32;4.57;Matches;64cd167d
300;Valter Birsa;si SVN;MFFW;Cagliari;it Serie A;32;1986;4.8;57.5;69.2;83.1;1063.8;329.4;23.5;25.6;91.9;27.1;31.7;85.5;6.04;8.96;67.4;0.00;0.25;0.17;-0.25;2.29;4.79;1.25;0.21;7.29;Matches;455a2b79
301;Dimitri Bisoli;it ITA;MF;Brescia;it Serie A;25;1994;23.9;20.7;32.8;62.9;299.0;140.3;11.8;14.5;81.0;6.28;10.3;61.0;1.13;3.14;36.0;0.04;0.09;0.11;-0.05;0.84;2.30;1.17;0.46;3.89;Matches;16569fef
302;Yves Bissouma;ml MLI;MF;Brighton;eng Premier League;22;1996;14.0;37.8;44.9;84.1;636.6;147.1;18.1;20.2;89.8;14.5;16.4;88.3;3.64;5.43;67.1;0.00;0.01;0.03;-0.01;0.29;3.36;0.50;0.00;4.50;Matches;6c203af0
303;Leonardo Bittencourt;de GER;MF;Hoffenheim;de Bundesliga;25;1993;0.0;1;2;50.0;22;0;0;1;0.0;1;1;100.0;0;0;;0;0.0;0.0;0.0;0;0;0;0;0;Matches;dc62fbee
304;Leonardo Bittencourt;de GER;FWMF;Werder Bremen;de Bundesliga;25;1993;21.0;31.5;43.1;73.1;444.2;137.8;19.0;22.1;86.0;9.24;13.3;69.5;1.76;3.57;49.3;0.10;0.11;0.15;-0.02;1.57;1.81;1.24;0.67;2.71;Matches;dc62fbee
305;Birkir Bjarnason;is ISL;MFFW;Brescia;it Serie A;31;1988;8.9;23.0;30.9;74.5;386.7;88.3;11.0;13.1;83.8;9.21;11.0;83.7;2.02;4.04;50.0;0.11;0.17;0.10;-0.06;0.67;2.25;0.34;0.11;2.02;Matches;da13074e
306;Rubén Blanco;es ESP;GK;Celta Vigo;es La Liga;24;1995;32.9;19.0;30.0;63.3;594.1;456.5;4.10;4.10;100.0;7.36;7.48;98.4;7.51;18.3;41.1;0.00;0.00;0.00;0.00;0.00;0.33;0.00;0.00;0.00;Matches;967f34d3
307;Ludovic Blas;fr FRA;FWMF;Nantes;fr Ligue 1;21;1997;20.5;25.7;33.0;78.0;429.8;103.8;13.3;16.0;82.9;9.41;10.9;86.5;2.39;3.61;66.2;0.05;0.08;0.08;-0.03;1.17;2.68;1.07;0.15;4.49;Matches;6191093d
308;Pablo de Blasis;ar ARG;DFMF;Eibar;es La Liga;31;1988;17.8;37.0;54.1;68.4;683.1;263.3;16.2;18.9;85.8;13.7;19.2;71.3;5.67;12.4;45.9;0.17;0.16;0.15;0.01;1.12;3.88;1.40;0.73;5.11;Matches;9ab48bde
309;Alejandro Blesa;es ESP;MF;Levante;es La Liga;17;2002;0.0;3;5;60.0;41;14;1;1;100.0;2;3;66.7;0;1;0.0;0;0.0;0.0;0.0;0;0;0;0;0;Matches;d2ed99b4
310;Alexis Blin;fr FRA;MF;Amiens;fr Ligue 1;22;1996;20.5;42.9;51.3;83.7;711.2;209.5;21.6;24.5;88.0;16.8;19.5;86.0;3.56;5.12;69.5;0.05;0.03;0.05;0.01;0.34;3.17;0.20;0.05;4.88;Matches;c69ef855
311;Jérôme Boateng;de GER;DF;Bayern Munich;de Bundesliga;30;1988;20.0;76.5;85.9;89.1;1620.6;558.1;19.6;20.8;94.2;45.5;48.5;93.7;10.9;15.3;71.3;0.10;0.08;0.07;0.01;0.25;6.15;0.65;0.05;6.40;Matches;2db2fd7b
312;Kevin-Prince Boateng;gh GHA;FW;Fiorentina;it Serie A;32;1987;6.7;22.7;28.8;78.8;359.6;52.4;13.1;15.7;83.8;6.12;8.36;73.2;2.84;3.43;82.6;0.00;0.04;0.04;-0.04;1.04;1.79;0.15;0.00;2.84;Matches;f4ec4fd0
313;Antonin Bobichon;fr FRA;MF;Nîmes;fr Ligue 1;23;1995;2.0;40.5;51.5;78.6;897.5;259.5;14.5;15.5;93.5;15.0;17.0;88.2;10.0;16.0;62.5;0.00;0.05;0.10;-0.05;1.00;7.50;0.50;0.50;8.50;Matches;7d937aa1
314;Antonin Bobichon;fr FRA;MF;Angers;fr Ligue 1;23;1995;7.2;31.1;40.0;77.8;452.4;137.4;17.1;19.0;89.8;9.17;11.7;78.6;2.22;4.86;45.7;0.14;0.08;0.10;0.06;0.97;4.17;0.69;0.28;5.83;Matches;7d937aa1
315;Salvatore Bocchetti;it ITA;DF;Hellas Verona;it Serie A;32;1986;3.4;39.7;49.1;80.8;678.5;256.5;15.3;17.6;86.7;20.3;24.1;84.1;2.65;4.12;64.3;0.00;0.00;0.00;0.00;0.00;3.24;0.00;0.00;4.71;Matches;faa1b07d
316;Mathieu Bodmer;fr FRA;MFFW;Amiens;fr Ligue 1;36;1982;1.0;77.0;94.0;81.9;1191.0;371.0;47.0;52.0;90.4;24.0;33.0;72.7;6.00;8.00;75.0;0.00;0.20;0.90;-0.20;1.00;9.00;2.00;0.00;9.00;Matches;f3642ba8
317;Adam Bodzek;de GER;MF;Düsseldorf;de Bundesliga;33;1985;22.4;25.6;31.9;80.4;482.5;145.0;10.4;12.6;82.7;10.7;12.7;84.2;3.79;4.96;76.6;0.00;0.01;0.02;-0.01;0.36;2.63;0.09;0.04;3.30;Matches;bb8a42fa
318;Jean-Paul Boëtius;nl NED;MF;Mainz 05;de Bundesliga;25;1994;25.2;27.4;36.6;74.8;449.7;150.4;14.4;17.1;83.8;8.25;10.4;79.1;3.25;5.16;63.1;0.20;0.14;0.10;0.06;1.43;3.65;0.91;0.04;5.08;Matches;635f2732
319;Sacha Boey;fr FRA;DF;Rennes;fr Ligue 1;18;2000;1.9;34.7;43.2;80.5;510.5;135.3;21.6;24.7;87.2;9.47;11.6;81.8;2.63;4.74;55.6;0.00;0.05;0.05;-0.05;1.05;1.58;0.53;0.53;3.16;Matches;6c8ddd52
320;Jeremie Boga;ci CIV;FW;Sassuolo;it Serie A;22;1997;27.9;29.8;35.2;84.6;358.5;58.8;21.5;24.1;89.3;6.45;7.49;86.1;0.57;0.68;84.2;0.07;0.12;0.12;-0.05;1.25;1.15;0.86;0.00;2.65;Matches;fe012aca
321;Melayro Bogarde;nl NED;DF;Hoffenheim;de Bundesliga;17;2002;0.6;48.3;60.0;80.6;695.0;123.3;30.0;31.7;94.7;13.3;15.0;88.9;5.00;11.7;42.9;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.67;Matches;1fda91b3
322;Quentin Boisgard;fr FRA;MFFW;Toulouse;fr Ligue 1;22;1997;12.7;30.8;39.1;78.7;385.7;120.6;21.8;25.0;87.4;6.06;7.95;76.2;1.18;2.76;42.9;0.08;0.11;0.12;-0.03;1.34;1.73;0.55;0.16;3.23;Matches;f6496133
323;Willy Boly;ci CIV;DF;Wolves;eng Premier League;28;1991;22.0;36.3;45.0;80.5;623.5;256.5;16.3;17.9;90.9;16.8;19.3;87.1;2.45;5.73;42.9;0.05;0.05;0.02;-0.00;0.32;1.77;0.14;0.00;2.18;Matches;a4ac4b8f
324;Giacomo Bonaventura;it ITA;MFFW;Milan;it Serie A;29;1989;14.9;38.3;46.4;82.4;525.2;112.5;22.5;25.4;88.6;10.9;12.7;86.2;2.15;3.62;59.3;0.34;0.17;0.12;0.17;1.74;2.35;1.68;0.07;5.03;Matches;d995ed27
325;Federico Bonazzoli;it ITA;FW;Sampdoria;it Serie A;22;1997;8.3;17.7;25.3;70.0;307.7;48.8;8.80;11.4;76.8;5.42;7.47;72.6;2.53;3.25;77.8;0.00;0.08;0.04;-0.08;1.33;1.45;0.48;0.00;2.29;Matches;bf57eaab
326;Gaëtan Bong;cm CMR;DFMF;Brighton;eng Premier League;31;1988;0.7;35.7;50.0;71.4;642.9;272.9;17.1;20.0;85.7;14.3;20.0;71.4;4.29;7.14;60.0;0.00;0.29;0.14;-0.29;2.86;2.86;1.43;1.43;7.14;Matches;cfd5e123
327;Kevin Bonifazi;it ITA;DF;Torino;it Serie A;23;1996;2.7;29.6;35.9;82.5;555.2;219.3;11.5;12.2;93.9;15.6;17.4;89.4;2.22;5.19;42.9;0.00;0.00;0.00;0.00;0.37;1.48;0.00;0.00;1.85;Matches;fb77bfef
328;Kevin Bonifazi;it ITA;DF;SPAL;it Serie A;23;1996;13.2;42.8;49.9;85.7;778.1;310.8;17.4;18.9;92.0;20.3;22.1;91.8;4.39;7.42;59.2;0.00;0.02;0.01;-0.02;0.08;2.12;0.08;0.00;2.50;Matches;fb77bfef
329;Federico Bonini;it ITA;DF;Bologna;it Serie A;17;2001;0.1;50.0;50.0;100.0;790.0;390.0;20.0;20.0;100.0;30.0;30.0;100.0;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;10.0;Matches;f8f0744b
330;Leonardo Bonucci;it ITA;DF;Juventus;it Serie A;32;1987;34.2;53.9;62.4;86.5;1118.7;522.3;16.2;17.1;94.7;28.9;31.3;92.3;8.10;12.3;66.1;0.00;0.02;0.03;-0.02;0.32;4.91;0.18;0.09;4.21;Matches;52ec54d0
331;Fabio Borini;it ITA;MFFW;Hellas Verona;it Serie A;28;1991;9.0;19.8;29.2;67.7;309.9;75.2;11.3;13.3;85.0;5.89;9.00;65.4;1.78;4.00;44.4;0.00;0.04;0.09;-0.04;0.78;1.44;0.78;0.00;1.89;Matches;ef5b337e
332;Fabio Borini;it ITA;MF;Milan;it Serie A;28;1991;0.8;22.5;30.0;75.0;448.8;60.0;7.50;8.75;85.7;10.0;11.3;88.9;5.00;6.25;80.0;0.00;0.00;0.00;0.00;0.00;2.50;0.00;0.00;0.00;Matches;ef5b337e
333;Dennis Borkowski;de GER;FW;RB Leipzig;de Bundesliga;17;2002;0.1;20.0;40.0;50.0;140.0;30.0;20.0;30.0;66.7;0.00;0.00;;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;Matches;78b9e99c
334;Robin Bormuth;de GER;DF;Düsseldorf;de Bundesliga;23;1995;2.0;29.0;36.0;80.6;635.0;183.5;8.50;9.50;89.5;15.0;17.0;88.2;5.50;9.00;61.1;0.00;0.00;0.00;0.00;0.00;1.00;0.00;0.00;1.50;Matches;d728acae
335;Sebastiaan Bornauw;be BEL;DF;Köln;de Bundesliga;20;1999;27.2;37.1;45.9;80.8;819.7;326.5;8.49;9.67;87.8;22.1;24.2;91.5;6.21;10.6;58.5;0.00;0.02;0.03;-0.02;0.18;1.95;0.15;0.11;2.79;Matches;01834aa0
336;Brandon Borrello;au AUS;MFFW;Freiburg;de Bundesliga;24;1995;3.3;15.2;20.6;73.5;235.5;24.5;7.58;10.3;73.5;7.27;8.79;82.8;0.30;0.91;33.3;0.00;0.03;0.09;-0.03;0.61;0.61;0.00;0.00;0.61;Matches;b4d90315
337;Gabriel Boschilia;br BRA;MFFW;Monaco;fr Ligue 1;23;1996;1.4;42.9;54.3;78.9;544.3;173.6;33.6;35.7;94.0;5.00;8.57;58.3;2.86;7.14;40.0;0.00;0.00;0.14;0.00;0.00;3.57;0.71;0.00;3.57;Matches;e90af77c
338;Denis Bouanga;ga GAB;FWMF;Saint-Étienne;fr Ligue 1;24;1994;22.7;18.1;26.7;67.7;269.2;70.4;10.7;13.5;79.7;5.11;7.18;71.2;1.28;3.17;40.3;0.13;0.09;0.07;0.04;0.79;1.06;0.53;0.22;1.45;Matches;0b0cbe5b
339;Hicham Boudaoui;dz ALG;MFFW;Nice;fr Ligue 1;19;1999;5.4;27.8;36.3;76.5;391.3;90.0;15.6;18.1;85.7;9.63;12.2;78.8;1.11;2.41;46.2;0.37;0.20;0.19;0.17;1.11;1.30;1.11;0.37;2.41;Matches;f9d5908e
340;Ryad Boudebouz;dz ALG;MFFW;Saint-Étienne;fr Ligue 1;29;1990;17.7;39.2;54.5;71.8;678.6;164.2;18.5;22.0;84.3;12.4;17.0;73.1;5.93;11.3;52.5;0.23;0.25;0.21;-0.03;2.43;3.05;1.36;0.28;5.42;Matches;1001ae82
341;Sofiane Boufal;ma MAR;MFFW;Southampton;eng Premier League;25;1993;8.5;27.3;37.8;72.3;390.8;111.4;17.1;21.2;80.6;7.76;10.8;71.7;1.41;3.18;44.4;0.24;0.34;0.16;-0.11;1.76;2.82;0.94;0.24;4.82;Matches;b0c71810
342;Nassim Boujellab;ma MAR;MFFW;Schalke 04;de Bundesliga;20;1999;4.7;22.6;29.1;77.4;377.4;81.7;9.79;10.9;90.2;10.4;12.3;84.5;1.49;2.55;58.3;0.00;0.02;0.06;-0.02;0.85;1.28;0.00;0.00;1.70;Matches;541127d5
343;Farid Boulaya;dz ALG;FW;Metz;fr Ligue 1;26;1993;9.1;30.7;45.9;66.7;472.2;154.8;16.4;19.3;84.7;9.67;14.2;68.2;2.64;7.14;36.9;0.11;0.23;0.15;-0.12;2.42;2.75;1.43;0.22;4.84;Matches;a0791826
344;Yassine Bounou;ma MAR;GK;Sevilla;es La Liga;28;1991;5.5;22.4;30.5;73.2;685.6;488.7;4.00;4.18;95.7;9.64;10.0;96.4;8.73;16.4;53.3;0.18;0.04;0.00;0.15;0.18;0.91;0.00;0.00;0.00;Matches;f6798fc3
345;Mehdi Bourabia;ma MAR;MF;Sassuolo;it Serie A;27;1991;10.3;62.1;72.1;86.1;972.1;266.1;34.3;36.8;93.1;20.7;23.4;88.4;5.24;8.16;64.3;0.19;0.05;0.05;0.15;0.49;6.02;0.87;0.00;5.63;Matches;0d077b88
346;Benjamin Bourigeaud;fr FRA;MF;Rennes;fr Ligue 1;25;1994;21.1;42.7;57.4;74.5;854.0;257.1;17.5;20.4;85.8;16.9;20.9;80.8;7.58;12.9;58.6;0.09;0.11;0.13;-0.01;1.23;4.98;0.90;0.47;5.69;Matches;20e73fac
347;Bilal Boutobba;fr FRA;MF;Montpellier;fr Ligue 1;20;1998;0.1;20.0;50.0;40.0;510.0;220.0;0.00;10.0;0.0;20.0;30.0;66.7;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;10.0;10.0;0.00;Matches;e8a65bc8
348;Jarrod Bowen;eng ENG;FWMF;West Ham;eng Premier League;22;1996;10.2;17.5;26.8;65.6;323.9;105.9;7.75;9.41;82.3;6.86;9.22;74.5;2.55;5.59;45.6;0.39;0.26;0.26;0.13;1.47;1.47;0.88;0.59;1.86;Matches;79c84d1c
349;Dedryck Boyata;be BEL;DF;Hertha BSC;de Bundesliga;28;1990;27.1;45.2;50.7;89.3;977.3;291.9;10.7;11.8;90.9;27.3;29.5;92.6;7.01;8.63;81.2;0.04;0.03;0.04;0.01;0.07;1.51;0.04;0.00;1.92;Matches;7c473e12
350;John Boye;gh GHA;DF;Metz;fr Ligue 1;32;1987;23.5;33.3;39.1;85.3;648.9;235.3;10.7;11.9;89.6;18.6;20.3;91.6;3.74;6.09;61.5;0.00;0.00;0.01;-0.00;0.04;0.64;0.04;0.00;1.19;Matches;861227d2
351;Can Bozdogan;de GER;MF;Schalke 04;de Bundesliga;18;2001;2.6;20.0;28.5;70.3;313.1;90.0;10.4;11.9;87.1;6.15;7.69;80.0;1.92;5.00;38.5;0.00;0.00;0.00;0.00;0.38;4.23;0.00;0.00;4.62;Matches;b797f558
352;Domagoj Bradari?;hr CRO;DF;Lille;fr Ligue 1;19;1999;15.8;39.6;53.2;74.3;641.3;201.6;19.6;22.4;87.6;15.2;19.9;76.4;3.29;7.66;43.0;0.06;0.08;0.09;-0.02;1.08;2.53;1.08;0.70;2.78;Matches;8bbe2df5
353;Filip Bradari?;hr CRO;MF;Celta Vigo;es La Liga;27;1992;7.8;40.0;51.4;77.8;607.3;209.9;20.8;24.5;84.8;13.5;17.1;78.9;2.56;4.49;57.1;0.00;0.01;0.04;-0.01;0.38;3.72;0.64;0.13;3.97;Matches;6,06E+06
354;Robbie Brady;ie IRL;MF;Burnley;eng Premier League;27;1992;5.0;20.0;33.8;59.2;275.6;105.4;12.0;15.4;77.9;6.20;10.8;57.4;0.60;3.00;20.0;0.40;0.08;0.10;0.32;1.60;1.60;1.20;0.00;4.00;Matches;96bb8cc2
355;Martin Braithwaite;dk DEN;FWMF;Barcelona;es La Liga;28;1991;4.5;21.8;28.9;75.4;253.8;25.3;14.9;17.8;83.8;5.11;7.56;67.6;0.22;0.44;50.0;0.00;0.13;0.04;-0.13;0.44;1.11;0.22;0.00;0.67;Matches;fd771f95
356;Martin Braithwaite;dk DEN;FWMF;Leganés;es La Liga;28;1991;21.5;11.4;17.3;66.0;156.9;33.5;7.58;10.0;75.8;2.93;4.56;64.3;0.47;1.02;45.5;0.05;0.10;0.04;-0.06;0.70;1.16;0.42;0.00;2.19;Matches;fd771f95
357;Federico Brancolini;it ITA;GK;Fiorentina;it Serie A;18;2001;0.1;30.0;30.0;100.0;1140.0;980.0;0.00;0.00;;20.0;20.0;100.0;10.0;10.0;100.0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;Matches;d4890c25
358;Brandon;es ESP;FW;Osasuna;es La Liga;24;1995;4.5;18.0;26.2;68.6;231.6;40.7;10.9;14.2;76.6;4.22;5.78;73.1;0.89;1.33;66.7;0.22;0.11;0.09;0.11;0.89;0.00;0.89;0.67;1.11;Matches;3e016e5a
359;Julian Brandt;de GER;MFFW;Dortmund;de Bundesliga;23;1996;24.5;55.9;68.2;82.0;914.4;201.8;28.4;32.8;86.8;18.4;21.3;86.4;6.24;8.04;77.7;0.29;0.22;0.21;0.07;1.59;4.86;1.51;0.00;7.67;Matches;a167537f
360;Jarrad Branthwaite;eng ENG;DF;Everton;eng Premier League;17;2002;3.3;59.4;67.6;87.9;1153.0;378.2;18.2;20.0;90.9;35.8;37.9;94.4;5.45;9.39;58.1;0.00;0.00;0.00;0.00;0.00;1.82;0.30;0.00;1.21;Matches;c1949191
361;Darko Brašanac;rs SRB;MF;Osasuna;es La Liga;27;1992;24.9;22.3;31.0;72.0;345.9;100.3;11.6;15.1;76.8;8.31;10.5;79.0;1.33;1.97;67.3;0.04;0.07;0.04;-0.03;0.92;2.21;0.56;0.08;3.61;Matches;4accb7e0
362;Claudio Bravo;cl CHI;GK;Manchester City;eng Premier League;36;1983;3.9;27.4;34.9;78.7;661.3;450.0;8.21;8.46;97.0;12.3;12.6;98.0;6.92;13.8;50.0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;Matches;10072610
363;Josip Brekalo;hr CRO;MFFW;Wolfsburg;de Bundesliga;21;1998;18.6;30.3;44.4;68.3;509.4;168.3;14.3;18.8;76.2;10.6;13.5;78.5;3.60;7.20;50.0;0.22;0.31;0.26;-0.10;2.74;2.58;1.83;0.38;4.78;Matches;d4a2533d
364;Gleison Bremer;br BRA;DF;Torino;it Serie A;22;1997;25.2;36.3;45.1;80.4;708.5;248.6;12.9;15.0;85.8;18.4;20.8;88.5;4.52;7.66;59.1;0.04;0.02;0.01;0.02;0.20;1.31;0.16;0.04;2.26;Matches;5fd5ed86
365;Marco Brescianini;it ITA;MF;Milan;it Serie A;19;2000;0.3;70.0;70.0;100.0;1113.3;210.0;30.0;30.0;100.0;30.0;30.0;100.0;3.33;3.33;100.0;0.00;0.00;0.00;0.00;0.00;6.67;0.00;0.00;6.67;Matches;dfd56738
366;Anthony Briançon;fr FRA;DF;Nîmes;fr Ligue 1;24;1994;19.3;37.3;45.6;81.7;818.2;295.2;10.6;11.9;89.1;19.7;22.3;88.2;6.99;10.5;66.8;0.00;0.02;0.01;-0.02;0.16;2.12;0.05;0.00;2.49;Matches;16324e1d
367;Jimmy Briand;fr FRA;FW;Bordeaux;fr Ligue 1;33;1985;16.9;15.3;19.6;77.7;172.6;21.5;9.64;11.6;83.2;2.72;3.49;78.0;0.41;0.71;58.3;0.06;0.05;0.02;0.01;1.07;0.47;0.18;0.00;0.89;Matches;f83c8d6c
368;Yan Brice Eteki;cm CMR;MF;Granada;es La Liga;21;1997;16.7;18.9;24.6;77.1;305.5;87.1;9.22;11.1;82.8;7.37;9.10;80.9;1.44;2.22;64.9;0.00;0.01;0.01;-0.01;0.24;1.92;0.18;0.00;2.63;Matches;3d688b46
369;Armando Broja;al ALB;FW;Chelsea;eng Premier League;17;2001;0.1;10.0;10.0;100.0;100.0;0.00;10.0;10.0;100.0;0.00;0.00;;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;Matches;97220da2
370;Dylan Bronn;tn TUN;DF;Metz;fr Ligue 1;24;1995;9.0;27.6;35.0;78.7;637.3;222.2;5.89;6.22;94.6;15.9;17.8;89.4;5.56;10.4;53.2;0.00;0.00;0.00;0.00;0.00;1.00;0.00;0.00;1.22;Matches;edd81e2a
371;David Brooks;wls WAL;MFFW;Bournemouth;eng Premier League;22;1997;5.6;21.6;32.1;67.2;303.6;102.5;12.1;15.4;79.1;6.07;8.04;75.6;1.61;4.64;34.6;0.00;0.05;0.13;-0.05;1.07;1.79;1.79;0.89;3.04;Matches;dc4cae05
372;John Brooks;us USA;DF;Wolfsburg;de Bundesliga;26;1993;24.7;40.8;50.0;81.6;891.5;325.8;9.84;12.1;81.0;24.1;27.0;89.1;6.36;9.76;65.1;0.04;0.07;0.03;-0.03;0.24;2.35;0.08;0.00;3.28;Matches;e27da244
