;;;;;;;;Playing Time;Playing Time;Playing Time;;Performance;Performance;Performance;Performance;Performance;Performance;Performance;Performance;Performance;Performance;Penalty Kicks;Penalty Kicks;Penalty Kicks;Penalty Kicks;Penalty Kicks;;#NAME?
131;Germán Lux;ar ARG;GK;La Coruña;es La Liga;32;1982;7;7;630;7.0;2.71;2.71;5.71;3.00;52.5;0.14;0.14;0.71;0.14;14.3;;;;;;Matches;14ed837f
132;Steve Mandanda;fr FRA;GK;Marseille;fr Ligue 1;29;1985;38;38;3420;38.0;1.11;1.11;3.79;2.68;70.8;0.55;0.16;0.29;0.32;31.6;;;;;;Matches;1d2d5cc8
133;Alex Manninger;at AUT;GK;Augsburg;de Bundesliga;37;1977;9;9;810;9.0;1.67;1.67;4.89;3.22;65.9;0.56;0.11;0.33;0.11;11.1;;;;;;Matches;eb55b1bc
134;Vito Mannone;it ITA;GK;Sunderland;eng Premier League;26;1988;10;10;900;10.0;2.00;2.00;5.20;3.20;61.5;0.10;0.50;0.40;0.20;20.0;;;;;;Matches;c4173f1a
135;Federico Marchetti;it ITA;GK;Lazio;it Serie A;31;1983;30;30;2610;29.0;1.00;1.00;4.03;3.03;75.2;0.59;0.21;0.17;0.38;36.7;;;;;;Matches;f794b426
136;Diego Mariño;es ESP;GK;Levante;es La Liga;24;1990;32;32;2880;32.0;1.72;1.72;4.69;2.97;63.3;0.25;0.28;0.47;0.16;15.6;;;;;;Matches;d9235a45
137;Emiliano Martínez;ar ARG;GK;Arsenal;eng Premier League;21;1992;4;3;302;3.4;1.18;1.19;2.35;1.18;50.0;0.59;0.00;0.29;0.59;66.7;;;;;;Matches;7956236f
138;Jordi Masip;es ESP;GK;Barcelona;es La Liga;25;1989;1;1;90;1.0;2.00;2.00;2.00;0.00;0.0;0.00;1.00;0.00;0.00;0.0;;;;;;Matches;8fae77ea
139;Alex McCarthy;eng ENG;GK;QPR;eng Premier League;24;1989;3;2;237;2.6;3.08;3.04;6.54;3.46;52.9;0.38;0.00;0.77;0.38;50.0;;;;;;Matches;36c2ca73
140;Allan McGregor;sct SCO;GK;Hull City;eng Premier League;32;1982;26;26;2340;26.0;1.50;1.50;3.92;2.42;61.8;0.19;0.27;0.50;0.19;19.2;;;;;;Matches;f3a97d02
141;Anthony Mfa Mezui;ga GAB;GK;Metz;fr Ligue 1;23;1991;16;16;1440;16.0;1.56;1.56;4.19;2.63;62.7;0.31;0.19;0.50;0.25;25.0;;;;;;Matches;0e4ad439
142;Simon Mignolet;be BEL;GK;Liverpool;eng Premier League;26;1988;36;35;3225;35.8;1.20;1.20;3.63;2.43;66.9;0.47;0.20;0.34;0.39;40.0;;;;;;Matches;d436eb94
143;Antonio Mirante;it ITA;GK;Parma;it Serie A;31;1983;33;33;2921;32.5;1.85;1.85;5.35;3.51;65.5;0.18;0.22;0.58;0.25;24.2;;;;;;Matches;30223b33
144;Boaz Myhill;wls WAL;GK;West Brom;eng Premier League;31;1982;11;10;935;10.4;1.63;1.64;7.12;5.48;77.0;0.38;0.29;0.38;0.48;50.0;;;;;;Matches;7ca2d989
145;Keylor Navas;cr CRC;GK;Real Madrid;es La Liga;27;1986;6;6;540;6.0;0.50;0.50;2.33;1.83;78.6;1.00;0.00;0.00;0.50;50.0;;;;;;Matches;ecada4fc
146;Neto;br BRA;GK;Fiorentina;it Serie A;25;1989;29;29;2610;29.0;1.21;1.21;4.03;2.83;70.1;0.45;0.24;0.31;0.34;34.5;;;;;;Matches;a9dc785c
147;Manuel Neuer;de GER;GK;Bayern Munich;de Bundesliga;28;1986;32;31;2867;31.9;0.56;0.57;2.95;2.38;80.9;0.75;0.13;0.13;0.63;64.5;;;;;;Matches;8778c910
148;David Oberhauser;fr FRA;GK;Metz;fr Ligue 1;23;1990;3;1;185;2.1;1.43;1.46;2.86;1.43;50.0;0.00;0.00;0.95;0.00;0.0;;;;;;Matches;34d3a32e
149;Jan Oblak;si SVN;GK;Atlético Madrid;es La Liga;21;1993;11;11;990;11.0;0.55;0.55;2.18;1.64;75.0;0.55;0.36;0.09;0.64;63.6;;;;;;Matches;ee8508c0
150;Oier Olazábal;es ESP;GK;Granada;es La Liga;24;1989;14;14;1260;14.0;1.93;1.93;4.50;2.57;57.1;0.21;0.29;0.50;0.29;28.6;;;;;;Matches;b5bdf144
151;David Ospina;co COL;GK;Arsenal;eng Premier League;25;1988;18;18;1620;18.0;0.61;0.61;3.17;2.56;80.7;0.72;0.17;0.11;0.44;44.4;;;;;;Matches;82b1198a
152;Juan Pablo Carrizo;ar ARG;GK;Inter;it Serie A;30;1984;1;1;90;1.0;1.00;1.00;6.00;5.00;83.3;1.00;0.00;0.00;0.00;0.0;;;;;;Matches;04e6e152
153;Daniele Padelli;it ITA;GK;Torino;it Serie A;28;1985;25;25;2250;25.0;1.24;1.24;3.76;2.52;67.0;0.40;0.32;0.28;0.24;24.0;;;;;;Matches;cf1c23d8
154;Costel Pantilimon;ro ROU;GK;Sunderland;eng Premier League;27;1987;28;28;2520;28.0;1.18;1.18;4.96;3.79;76.3;0.21;0.43;0.36;0.39;39.3;;;;;;Matches;d24e154c
155;Mattia Perin;it ITA;GK;Genoa;it Serie A;21;1992;32;32;2780;30.9;1.23;1.23;5.11;3.88;75.9;0.45;0.32;0.23;0.23;21.9;;;;;;Matches;4c62d0c8
156;Laurent Pionnier;fr FRA;GK;Montpellier;fr Ligue 1;32;1982;3;3;270;3.0;2.00;2.00;6.33;4.33;68.4;0.00;0.67;0.33;0.00;0.0;;;;;;Matches;5856228
157;Johny Placide;ht HAI;GK;Reims;fr Ligue 1;26;1988;22;21;1890;21.0;1.48;1.48;4.24;2.76;65.2;0.33;0.24;0.33;0.19;19.0;;;;;;Matches;f1666a9d
158;Alberto Pomini;it ITA;GK;Sassuolo;it Serie A;33;1981;4;3;294;3.3;1.21;1.22;4.55;3.33;73.3;0.30;0.61;0.30;0.00;0.0;;;;;;Matches;71c08e99
159;Simon Pouplin;fr FRA;GK;Nice;fr Ligue 1;29;1985;8;8;690;7.7;1.43;1.43;4.68;3.25;69.4;0.39;0.26;0.39;0.26;25.0;;;;;;Matches;e76c18e4
160;Rafael;br BRA;GK;Hellas Verona;it Serie A;32;1982;20;20;1727;19.2;1.82;1.82;5.36;3.54;66.0;0.31;0.36;0.36;0.21;20.0;;;;;;Matches;dd06d56c
161;Pepe Reina;es ESP;GK;Bayern Munich;de Bundesliga;31;1982;3;3;193;2.1;0.00;0.00;2.38;2.38;100.0;0.48;0.00;0.48;0.95;66.7;;;;;;Matches;e358587b
162;Sergio Rico;es ESP;GK;Sevilla;es La Liga;20;1993;21;19;1812;20.1;1.19;1.19;4.23;3.03;71.8;0.60;0.15;0.15;0.35;36.8;;;;;;Matches;5f0241b2
163;Rémy Riou;fr FRA;GK;Nantes;fr Ligue 1;26;1987;32;32;2880;32.0;1.09;1.09;3.84;2.75;71.5;0.25;0.34;0.41;0.28;28.1;;;;;;Matches;7f41ee30
164;Rudy Riou;fr FRA;GK;Lens;fr Ligue 1;34;1980;32;32;2812;31.2;1.60;1.60;4.68;3.08;65.8;0.16;0.26;0.61;0.26;25.0;;;;;;Matches;f27df357
165;Roberto;es ESP;GK;Granada;es La Liga;35;1979;23;23;2070;23.0;1.57;1.57;4.13;2.57;62.1;0.13;0.43;0.43;0.30;30.4;;;;;;Matches;95cf42ac
166;Joel Robles;es ESP;GK;Everton;eng Premier League;24;1990;7;6;585;6.5;0.92;0.92;3.23;2.31;71.4;0.15;0.46;0.46;0.46;50.0;;;;;;Matches;cda0b317
167;Sergio Romero;ar ARG;GK;Sampdoria;it Serie A;27;1987;10;9;880;9.8;1.22;1.23;4.39;3.16;72.1;0.20;0.61;0.10;0.10;11.1;;;;;;Matches;1e26e376
168;Rubén;es ESP;GK;Almería;es La Liga;30;1984;23;23;2070;23.0;1.65;1.65;5.09;3.43;67.5;0.17;0.22;0.61;0.17;17.4;;;;;;Matches;24279b8b
169;Stéphane Ruffier;fr FRA;GK;Saint-Étienne;fr Ligue 1;27;1986;38;38;3420;38.0;0.79;0.79;3.29;2.50;76.0;0.50;0.32;0.18;0.47;47.4;;;;;;Matches;cac76a72
170;Gerónimo Rulli;ar ARG;GK;Real Sociedad;es La Liga;22;1992;22;22;1980;22.0;1.23;1.23;4.18;2.95;70.7;0.36;0.36;0.27;0.27;27.3;;;;;;Matches;625c144a
171;Mikel Saizar;es ESP;GK;Córdoba;es La Liga;31;1983;6;6;540;6.0;2.00;2.00;6.17;4.17;67.6;0.00;0.00;1.00;0.00;0.0;;;;;;Matches;b9ddfda6
172;Mamadou Samassa;ml MLI;GK;Guingamp;fr Ligue 1;24;1990;9;8;733;8.1;1.60;1.60;3.95;2.35;59.4;0.37;0.00;0.74;0.25;25.0;;;;;;Matches;cfe852d8
173;Kasper Schmeichel;dk DEN;GK;Leicester City;eng Premier League;27;1986;24;24;2160;24.0;1.54;1.54;4.67;3.13;67.0;0.33;0.21;0.46;0.25;25.0;;;;;;Matches;53af52f3
174;Mark Schwarzer;au AUS;GK;Leicester City;eng Premier League;41;1972;6;6;540;6.0;1.67;1.67;5.17;3.50;67.7;0.00;0.33;0.67;0.17;16.7;;;;;;Matches;da409c6f
175;Simone Scuffet;it ITA;GK;Udinese;it Serie A;18;1996;1;0;90;1.7;2.94;5.00;4.12;1.18;28.6;0.00;0.00;0.59;0.00;;;;;;;Matches;41bd99ea
176;Luigi Sepe;it ITA;GK;Empoli;it Serie A;23;1991;31;31;2790;31.0;1.13;1.13;4.10;2.97;72.4;0.58;0.26;0.16;0.32;32.3;;;;;;Matches;343f753a
177;Salvatore Sirigu;it ITA;GK;Paris S-G;fr Ligue 1;27;1987;34;34;3002;33.4;0.84;0.84;2.99;2.16;72.0;0.60;0.33;0.06;0.36;35.3;;;;;;Matches;10dc46f0
178;?ukasz Skorupski;pl POL;GK;Roma;it Serie A;23;1991;3;3;270;3.0;1.67;1.67;3.00;1.33;44.4;0.33;0.00;0.67;0.33;33.3;;;;;;Matches;ab4449d6
179;Yann Sommer;ch SUI;GK;M'Gladbach;de Bundesliga;25;1988;34;34;3060;34.0;0.76;0.76;4.62;3.85;83.4;0.56;0.26;0.18;0.44;44.1;;;;;;Matches;420c18a1
180;Stefano Sorrentino;it ITA;GK;Palermo;it Serie A;35;1979;35;35;3150;35.0;1.46;1.46;4.40;2.94;66.9;0.34;0.34;0.31;0.17;17.1;;;;;;Matches;048877f5
181;Julián Speroni;ar ARG;GK;Crystal Palace;eng Premier League;35;1979;36;36;3204;35.6;1.38;1.38;3.88;2.50;64.5;0.34;0.22;0.45;0.17;16.7;;;;;;Matches;8e65a5e5
182;Marco Sportiello;it ITA;GK;Atalanta;it Serie A;22;1992;37;37;3330;37.0;1.49;1.49;4.11;2.62;63.8;0.19;0.27;0.54;0.22;21.6;;;;;;Matches;ac4003af
183;Jed Steer;eng ENG;GK;Aston Villa;eng Premier League;21;1992;1;1;90;1.0;1.00;1.00;3.00;2.00;66.7;0.00;0.00;1.00;0.00;0.0;;;;;;Matches;a8a3d139
184;Maarten Stekelenburg;nl NED;GK;Monaco;fr Ligue 1;31;1982;1;1;90;1.0;1.00;1.00;3.00;2.00;66.7;1.00;0.00;0.00;0.00;0.0;;;;;;Matches;fefce889
185;Marco Storari;it ITA;GK;Juventus;it Serie A;37;1977;5;5;450;5.0;0.80;0.80;4.00;3.20;80.0;0.60;0.20;0.20;0.20;20.0;;;;;;Matches;fb5eb6e0
186;Richard Strebinger;at AUT;GK;Werder Bremen;de Bundesliga;21;1993;2;1;122;1.4;4.29;4.43;10.7;6.43;60.0;0.00;0.71;0.71;0.00;0.0;;;;;;Matches;387750b7
187;Danijel Subaši?;hr CRO;GK;Monaco;fr Ligue 1;29;1984;37;37;3330;37.0;0.68;0.68;2.86;2.19;76.4;0.51;0.30;0.19;0.54;54.1;;;;;;Matches;f6db3bd5
188;Wojciech Szcz?sny;pl POL;GK;Arsenal;eng Premier League;24;1990;17;17;1498;16.6;1.27;1.26;3.80;2.53;66.7;0.42;0.36;0.24;0.18;17.6;;;;;;Matches;01b8a2b2
189;Ciprian T?t?ru?anu;ro ROU;GK;Fiorentina;it Serie A;28;1986;9;9;810;9.0;1.22;1.22;5.00;3.78;75.6;0.56;0.33;0.11;0.11;11.1;;;;;;Matches;b056e3da
190;Toño;es ESP;GK;Rayo Vallecano;es La Liga;34;1979;21;20;1724;19.2;1.56;1.57;4.64;3.07;66.3;0.42;0.10;0.47;0.42;40.0;;;;;;Matches;2ed4ea81
191;Kevin Trapp;de GER;GK;Eint Frankfurt;de Bundesliga;24;1990;22;22;1979;22.0;1.59;1.59;5.55;3.95;71.3;0.27;0.32;0.36;0.18;18.2;;;;;;Matches;ce17b5eb
192;Gerhard Tremmel;de GER;GK;Swansea City;eng Premier League;35;1978;2;1;112;1.2;2.50;2.41;5.83;3.33;57.1;0.00;0.00;0.83;0.00;0.0;;;;;;Matches;4370cecc
193;Przemys?aw Tyto?;pl POL;GK;Elche;es La Liga;27;1987;32;32;2856;31.7;1.48;1.48;4.38;2.90;66.2;0.32;0.22;0.44;0.32;31.3;;;;;;Matches;1fa85681
194;Samir Ujkani;xk KVX;GK;Palermo;it Serie A;26;1988;3;3;270;3.0;1.33;1.33;4.33;3.00;69.2;0.00;0.33;0.67;0.33;33.3;;;;;;Matches;96640846
195;Sven Ulreich;de GER;GK;Stuttgart;de Bundesliga;25;1988;28;28;2520;28.0;1.57;1.57;4.68;3.11;66.4;0.25;0.29;0.46;0.18;17.9;;;;;;Matches;7d3e7da6
196;Víctor Valdés;es ESP;GK;Manchester Utd;eng Premier League;32;1982;2;1;107;1.2;0.83;0.84;5.83;5.00;85.7;0.00;0.83;0.00;0.00;0.0;;;;;;Matches;e029e404
197;Rémy Vercoutre;fr FRA;GK;Caen;fr Ligue 1;34;1980;38;38;3420;38.0;1.45;1.45;4.66;3.21;68.9;0.32;0.26;0.42;0.18;18.4;;;;;;Matches;1d0900d4
198;Emiliano Viviano;it ITA;GK;Sampdoria;it Serie A;28;1985;29;29;2540;28.2;1.06;1.06;4.50;3.44;76.4;0.39;0.39;0.25;0.39;37.9;;;;;;Matches;03760df0
199;Michel Vorm;nl NED;GK;Tottenham;eng Premier League;30;1983;4;3;357;4.0;1.25;1.26;4.25;3.00;70.6;0.50;0.25;0.25;0.25;33.3;;;;;;Matches;1bebde9d
200;Roman Weidenfeller;de GER;GK;Dortmund;de Bundesliga;33;1980;25;25;2250;25.0;1.28;1.28;3.36;2.08;61.9;0.40;0.20;0.40;0.28;28.0;;;;;;Matches;16b8fabd
201;Timon Wellenreuther;de GER;GK;Schalke 04;de Bundesliga;18;1995;8;7;675;7.5;1.33;1.33;5.73;4.40;76.7;0.27;0.40;0.40;0.13;14.3;;;;;;Matches;2f18d0b8
202;Felix Wiedwald;de GER;GK;Eint Frankfurt;de Bundesliga;24;1990;10;9;811;9.0;2.11;2.11;4.00;1.89;47.2;0.56;0.11;0.44;0.22;22.2;;;;;;Matches;e2d34771
203;Raphael Wolf;de GER;GK;Werder Bremen;de Bundesliga;26;1988;27;27;2398;26.6;1.92;1.91;4.55;2.63;57.9;0.34;0.26;0.38;0.19;18.5;;;;;;Matches;a0d767cd
204;Yoel;es ESP;GK;Valencia;es La Liga;25;1988;2;1;109;1.2;2.50;2.48;5.00;2.50;50.0;0.00;0.83;0.83;0.00;0.0;;;;;;Matches;61bb7498
205;Ron-Robert Zieler;de GER;GK;Hannover 96;de Bundesliga;25;1989;34;34;3060;34.0;1.65;1.65;4.97;3.32;66.9;0.26;0.29;0.44;0.21;20.6;;;;;;Matches;a0606ae8
206;Eñaut Zubikarai;es ESP;GK;Real Sociedad;es La Liga;30;1984;16;16;1440;16.0;1.50;1.50;4.88;3.38;69.2;0.19;0.31;0.50;0.13;12.5;;;;;;Matches;5e92d0ec
