;;;;;;;;Playing Time;Playing Time;Playing Time;;Performance;Performance;Performance;Performance;Performance;Performance;Performance;Performance;Performance;Performance;Penalty Kicks;Penalty Kicks;Penalty Kicks;Penalty Kicks;Penalty Kicks;;#NAME?
127;Hugo Lloris;fr FRA;GK;Tottenham;eng Premier League;28;1986;37;37;3330;37.0;0.92;0.92;3.22;2.30;71.4;0.51;0.35;0.14;0.35;35.1;;;;;;Matches;8f62b6ee
128;Anthony Lopes;pt POR;GK;Lyon;fr Ligue 1;24;1990;37;37;3330;37.0;1.16;1.16;3.68;2.51;68.4;0.51;0.19;0.30;0.35;35.1;;;;;;Matches;f00de885
129;Diego López;es ESP;GK;Milan;it Serie A;33;1981;8;8;720;8.0;1.75;1.75;3.75;2.00;53.3;0.38;0.13;0.50;0.00;0.0;;;;;;Matches;73683fa9
130;Pau López;es ESP;GK;Espanyol;es La Liga;20;1994;36;35;3195;35.5;1.75;1.75;4.31;2.70;62.7;0.34;0.20;0.45;0.20;20.0;0.14;0.14;0.00;0.00;0.0;Matches;20b9f052
131;Jonas Lössl;dk DEN;GK;Guingamp;fr Ligue 1;26;1989;37;37;3330;37.0;1.49;1.49;4.38;2.89;66.0;0.30;0.30;0.41;0.35;35.1;;;;;;Matches;939bc634
132;Germán Lux;ar ARG;GK;La Coruña;es La Liga;33;1982;29;29;2557;28.4;1.34;1.34;3.73;2.54;67.0;0.25;0.53;0.25;0.21;20.7;0.18;0.11;0.04;0.04;25.0;Matches;14ed837f
133;Mike Maignan;fr FRA;GK;Lille;fr Ligue 1;20;1995;4;3;289;3.2;0.94;0.93;4.06;3.13;76.9;0.31;0.00;0.63;0.31;33.3;;;;;;Matches;fcb38f57
134;Steve Mandanda;fr FRA;GK;Marseille;fr Ligue 1;30;1985;36;36;3240;36.0;1.11;1.11;3.67;2.56;69.7;0.28;0.44;0.28;0.25;25.0;;;;;;Matches;1d2d5cc8
135;Alex Manninger;at AUT;GK;Augsburg;de Bundesliga;38;1977;2;1;94;1.0;3.00;2.87;5.00;2.00;40.0;0.00;0.00;1.00;0.00;0.0;;;;;;Matches;eb55b1bc
136;Vito Mannone;it ITA;GK;Sunderland;eng Premier League;27;1988;19;19;1710;19.0;1.21;1.21;5.00;3.79;75.8;0.32;0.42;0.26;0.21;21.1;;;;;;Matches;c4173f1a
137;Manu;es ESP;GK;La Coruña;es La Liga;29;1986;8;7;682;7.6;2.24;2.24;4.21;1.97;46.9;0.13;0.39;0.39;0.13;14.3;0.00;0.00;0.00;0.00;;Matches;e6c6988d
138;Federico Marchetti;it ITA;GK;Lazio;it Serie A;32;1983;29;29;2547;28.3;1.38;1.38;3.96;2.58;65.2;0.35;0.21;0.42;0.32;31.0;;;;;;Matches;f794b426
139;Diego Mariño;es ESP;GK;Levante;es La Liga;25;1990;23;23;2070;23.0;1.87;1.87;5.17;3.43;66.4;0.26;0.13;0.61;0.13;13.0;0.13;0.13;0.00;0.00;0.0;Matches;d9235a45
140;Christian Mathenia;de GER;GK;Darmstadt 98;de Bundesliga;23;1992;33;33;2970;33.0;1.55;1.55;4.61;3.06;66.4;0.27;0.33;0.39;0.24;24.2;;;;;;Matches;4a15e95b
141;Clément Maury;fr FRA;GK;Gazélec Ajaccio;fr Ligue 1;29;1985;34;34;3060;34.0;1.65;1.65;4.32;2.68;61.9;0.21;0.29;0.50;0.12;11.8;;;;;;Matches;7dd60434
142;Alex McCarthy;eng ENG;GK;Crystal Palace;eng Premier League;25;1989;7;7;630;7.0;1.29;1.29;5.57;4.29;76.9;0.43;0.00;0.57;0.00;0.0;;;;;;Matches;36c2ca73
143;Tom Mickel;de GER;GK;Hamburger SV;de Bundesliga;26;1989;1;1;90;1.0;1.00;1.00;7.00;6.00;85.7;1.00;0.00;0.00;0.00;0.0;;;;;;Matches;1238d5c3
144;Simon Mignolet;be BEL;GK;Liverpool;eng Premier League;27;1988;34;34;3060;34.0;1.24;1.24;3.26;2.03;62.2;0.44;0.32;0.24;0.00;0.0;;;;;;Matches;d436eb94
145;Antonio Mirante;it ITA;GK;Bologna;it Serie A;32;1983;33;33;2970;33.0;1.24;1.24;4.12;2.88;69.9;0.27;0.24;0.48;0.36;36.4;;;;;;Matches;30223b33
146;Boaz Myhill;wls WAL;GK;West Brom;eng Premier League;32;1982;23;23;2070;23.0;1.35;1.35;4.13;2.78;67.4;0.30;0.30;0.39;0.30;30.4;;;;;;Matches;7ca2d989
147;Paul Nardi;fr FRA;GK;Monaco;fr Ligue 1;21;1994;2;2;180;2.0;0.00;0.00;1.00;1.00;100.0;0.50;0.50;0.00;1.00;100.0;;;;;;Matches;2d70dbe5
148;Keylor Navas;cr CRC;GK;Real Madrid;es La Liga;28;1986;34;34;3060;34.0;0.82;0.82;3.44;2.71;76.9;0.74;0.18;0.09;0.38;38.2;0.12;0.03;0.09;0.00;75.0;Matches;ecada4fc
149;Neto;br BRA;GK;Juventus;it Serie A;26;1989;3;3;270;3.0;1.00;1.00;2.00;1.00;50.0;0.33;0.33;0.33;0.33;33.3;;;;;;Matches;a9dc785c
150;Manuel Neuer;de GER;GK;Bayern Munich;de Bundesliga;29;1986;34;34;3020;33.6;0.48;0.48;2.38;1.90;80.0;0.83;0.12;0.06;0.60;58.8;;;;;;Matches;8778c910
151;Kristoffer Nordfeldt;se SWE;GK;Swansea City;eng Premier League;26;1989;1;1;90;1.0;1.00;1.00;5.00;4.00;80.0;0.00;1.00;0.00;0.00;0.0;;;;;;Matches;78549904
152;Ørjan Nyland;no NOR;GK;Ingolstadt 04;de Bundesliga;24;1990;6;6;540;6.0;2.17;2.17;4.67;2.50;53.6;0.00;0.33;0.67;0.00;0.0;;;;;;Matches;bdedffac
153;Jan Oblak;si SVN;GK;Atlético Madrid;es La Liga;22;1993;38;38;3420;38.0;0.47;0.47;2.61;2.16;82.8;0.74;0.11;0.16;0.63;63.2;0.03;0.03;0.00;0.00;0.0;Matches;ee8508c0
154;Guillermo Ochoa;mx MEX;GK;Málaga;es La Liga;30;1985;11;10;953;10.6;0.94;0.94;3.68;2.74;74.4;0.38;0.28;0.28;0.28;30.0;0.00;0.00;0.00;0.00;;Matches;1e9bde92
155;Oier Olazábal;es ESP;GK;Real Sociedad;es La Liga;25;1989;3;2;227;2.5;2.00;1.98;2.80;1.60;57.1;0.40;0.00;0.40;0.40;50.0;0.80;0.80;0.00;0.00;0.0;Matches;b5bdf144
156;David Ospina;co COL;GK;Arsenal;eng Premier League;26;1988;4;4;360;4.0;1.25;1.25;5.50;4.25;77.3;0.50;0.50;0.00;0.50;50.0;;;;;;Matches;82b1198a
157;Ramazan Özcan;at AUT;GK;Ingolstadt 04;de Bundesliga;31;1984;28;28;2520;28.0;1.04;1.04;3.32;2.29;68.8;0.36;0.29;0.36;0.36;35.7;;;;;;Matches;a165a577
158;Juan Pablo Carrizo;ar ARG;GK;Inter;it Serie A;31;1984;2;2;161;1.8;2.22;2.24;3.89;1.67;42.9;0.56;0.00;0.56;0.00;0.0;;;;;;Matches;04e6e152
159;Daniele Padelli;it ITA;GK;Torino;it Serie A;29;1985;35;35;3150;35.0;1.43;1.43;3.91;2.49;63.5;0.31;0.23;0.46;0.17;17.1;;;;;;Matches;cf1c23d8
160;Costel Pantilimon;ro ROU;GK;Sunderland;eng Premier League;28;1987;17;17;1530;17.0;1.94;1.94;5.94;4.00;67.3;0.18;0.18;0.65;0.18;17.6;;;;;;Matches;d24e154c
161;Gianluca Pegolo;it ITA;GK;Sassuolo;it Serie A;34;1981;2;1;150;1.7;1.18;1.20;3.53;2.35;66.7;0.59;0.00;0.59;0.59;100.0;;;;;;Matches;f058ed1f
162;Alberto Pelagotti;it ITA;GK;Empoli;it Serie A;25;1989;6;6;540;6.0;0.83;0.83;5.33;4.50;84.4;0.33;0.17;0.50;0.50;50.0;;;;;;Matches;3101c3ce
163;Yohann Pelé;fr FRA;GK;Marseille;fr Ligue 1;32;1982;2;2;180;2.0;1.00;1.00;4.50;3.50;77.8;0.00;1.00;0.00;0.00;0.0;;;;;;Matches;76806215
164;Mattia Perin;it ITA;GK;Genoa;it Serie A;22;1992;25;25;2250;25.0;1.20;1.20;4.52;3.32;73.5;0.36;0.24;0.40;0.32;32.0;;;;;;Matches;4c62d0c8
165;Denis Petri?;rs SRB;GK;Troyes;fr Ligue 1;27;1988;9;9;810;9.0;2.11;2.11;5.56;3.44;62.0;0.00;0.22;0.78;0.11;11.1;;;;;;Matches;dab1b8dc
166;Denis Petri?;rs SRB;GK;Angers;fr Ligue 1;27;1988;2;2;180;2.0;2.00;2.00;3.50;1.50;42.9;0.00;0.00;1.00;0.00;0.0;;;;;;Matches;dab1b8dc
167;Jordan Pickford;eng ENG;GK;Sunderland;eng Premier League;21;1994;2;2;180;2.0;3.00;3.00;8.50;5.50;64.7;0.00;0.50;0.50;0.00;0.0;;;;;;Matches;4806ec67
168;Laurent Pionnier;fr FRA;GK;Montpellier;fr Ligue 1;33;1982;25;25;2250;25.0;1.16;1.16;3.56;2.40;67.4;0.36;0.24;0.40;0.24;24.0;;;;;;Matches;5856228
169;Johny Placide;ht HAI;GK;Reims;fr Ligue 1;27;1988;19;17;1619;18.0;1.28;1.28;3.67;2.39;65.2;0.28;0.28;0.44;0.17;17.6;;;;;;Matches;f1666a9d
170;Stipe Pletikosa;hr CRO;GK;La Coruña;es La Liga;36;1979;2;2;180;2.0;3.00;3.00;5.50;2.50;45.5;0.00;0.00;1.00;0.00;0.0;0.00;0.00;0.00;0.00;;Matches;38a1b57c
171;Josip Posavec;hr CRO;GK;Palermo;it Serie A;19;1996;1;1;90;1.0;0.00;0.00;5.00;5.00;100.0;0.00;1.00;0.00;1.00;100.0;;;;;;Matches;72624a76
172;Simon Pouplin;fr FRA;GK;Nice;fr Ligue 1;30;1985;1;1;37;0.4;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.0;;;;;;Matches;e76c18e4
173;Jérôme Prior;fr FRA;GK;Bordeaux;fr Ligue 1;19;1995;13;11;1076;12.0;0.83;0.84;3.75;2.92;77.8;0.42;0.42;0.17;0.33;36.4;;;;;;Matches;1061c207
174;Maurizio Pugliesi;it ITA;GK;Empoli;it Serie A;38;1976;1;1;90;1.0;1.00;1.00;5.00;4.00;80.0;0.00;1.00;0.00;0.00;0.0;;;;;;Matches;09f1423a
175;Boris Radunovi?;rs SRB;GK;Atalanta;it Serie A;19;1996;1;1;90;1.0;1.00;1.00;2.00;1.00;50.0;1.00;0.00;0.00;0.00;0.0;;;;;;Matches;0dfce079
176;Rafael;br BRA;GK;Hellas Verona;it Serie A;33;1982;12;12;1010;11.2;1.61;1.60;4.11;2.50;60.9;0.00;0.45;0.54;0.09;8.3;;;;;;Matches;dd06d56c
177;Darren Randolph;ie IRL;GK;West Ham;eng Premier League;28;1987;6;6;540;6.0;2.00;2.00;4.00;2.00;50.0;0.50;0.00;0.50;0.33;33.3;;;;;;Matches;6385ebfb
178;Pepe Reina;es ESP;GK;Napoli;it Serie A;32;1982;37;37;3330;37.0;0.78;0.78;2.22;1.43;64.6;0.68;0.19;0.14;0.41;40.5;;;;;;Matches;e358587b
179;Sergio Rico;es ESP;GK;Sevilla;es La Liga;21;1993;34;34;3060;34.0;1.24;1.24;4.50;3.29;73.2;0.41;0.24;0.35;0.29;29.4;0.06;0.03;0.00;0.03;0.0;Matches;5f0241b2
180;Asier Riesgo;es ESP;GK;Eibar;es La Liga;31;1983;34;34;3060;34.0;1.59;1.59;3.82;2.35;60.8;0.26;0.26;0.47;0.21;20.6;0.12;0.09;0.03;0.00;25.0;Matches;581c5276
181;Rémy Riou;fr FRA;GK;Nantes;fr Ligue 1;27;1987;31;31;2790;31.0;1.03;1.03;3.23;2.19;68.0;0.39;0.29;0.32;0.45;45.2;;;;;;Matches;7f41ee30
182;Joel Robles;es ESP;GK;Everton;eng Premier League;25;1990;13;13;1170;13.0;1.54;1.54;4.92;3.38;68.8;0.23;0.23;0.54;0.23;23.1;;;;;;Matches;cda0b317
183;Sergio Romero;ar ARG;GK;Manchester Utd;eng Premier League;28;1987;4;4;360;4.0;0.50;0.50;2.25;1.75;77.8;0.50;0.25;0.25;0.75;75.0;;;;;;Matches;1e26e376
184;Rubén;es ESP;GK;Levante;es La Liga;31;1984;15;15;1350;15.0;1.80;1.80;4.27;2.67;60.9;0.13;0.33;0.53;0.20;20.0;0.27;0.13;0.07;0.07;33.3;Matches;24279b8b
185;Declan Rudd;eng ENG;GK;Norwich City;eng Premier League;24;1991;11;11;990;11.0;2.09;2.09;4.91;2.82;57.4;0.27;0.09;0.64;0.18;18.2;;;;;;Matches;42f4f848
186;John Ruddy;eng ENG;GK;Norwich City;eng Premier League;28;1986;27;27;2430;27.0;1.63;1.63;4.11;2.48;60.4;0.22;0.22;0.56;0.11;11.1;;;;;;Matches;da8b19e2
187;Stéphane Ruffier;fr FRA;GK;Saint-Étienne;fr Ligue 1;28;1986;38;38;3420;38.0;0.97;0.97;3.79;2.82;74.3;0.45;0.18;0.37;0.42;42.1;;;;;;Matches;cac76a72
188;Gerónimo Rulli;ar ARG;GK;Real Sociedad;es La Liga;23;1992;36;36;3191;35.5;1.21;1.21;4.06;2.96;72.2;0.34;0.25;0.42;0.34;33.3;0.17;0.08;0.03;0.06;25.0;Matches;625c144a
189;Mathew Ryan;au AUS;GK;Valencia;es La Liga;23;1992;8;8;720;8.0;1.13;1.13;3.88;2.88;74.2;0.00;0.50;0.50;0.13;12.5;0.13;0.13;0.00;0.00;0.0;Matches;4535e4bb
190;Mamadou Samassa;ml MLI;GK;Guingamp;fr Ligue 1;25;1990;1;1;90;1.0;1.00;1.00;3.00;2.00;66.7;0.00;0.00;1.00;0.00;0.0;;;;;;Matches;cfe852d8
191;Kasper Schmeichel;dk DEN;GK;Leicester City;eng Premier League;28;1986;38;38;3420;38.0;0.95;0.95;3.58;2.63;73.5;0.61;0.32;0.08;0.39;39.5;;;;;;Matches;53af52f3
192;Andrea Seculin;it ITA;GK;Chievo;it Serie A;25;1990;3;3;270;3.0;0.67;0.67;5.00;4.33;86.7;0.33;0.33;0.33;0.00;0.0;;;;;;Matches;c4f573f4
193;Tobias Sippel;de GER;GK;M'Gladbach;de Bundesliga;27;1988;2;2;180;2.0;0.00;0.00;1.50;1.50;100.0;1.00;0.00;0.00;1.00;100.0;;;;;;Matches;0d8a37c2
194;Salvatore Sirigu;it ITA;GK;Paris S-G;fr Ligue 1;28;1987;3;2;225;2.5;0.00;0.00;4.00;4.00;100.0;0.80;0.00;0.00;0.80;100.0;;;;;;Matches;10dc46f0
195;?ukasz Skorupski;pl POL;GK;Empoli;it Serie A;24;1991;31;31;2790;31.0;1.39;1.39;4.10;2.71;66.1;0.29;0.29;0.42;0.29;29.0;;;;;;Matches;ab4449d6
196;Yann Sommer;ch SUI;GK;M'Gladbach;de Bundesliga;26;1988;32;32;2880;32.0;1.56;1.56;4.66;3.09;66.4;0.47;0.13;0.41;0.16;15.6;;;;;;Matches;420c18a1
197;Stefano Sorrentino;it ITA;GK;Palermo;it Serie A;36;1979;35;35;3096;34.4;1.69;1.69;5.17;3.49;67.4;0.29;0.23;0.47;0.26;25.7;;;;;;Matches;048877f5
198;Julián Speroni;ar ARG;GK;Crystal Palace;eng Premier League;36;1979;2;2;180;2.0;3.00;3.00;7.50;4.50;60.0;0.00;0.00;1.00;0.00;0.0;;;;;;Matches;8e65a5e5
199;Marco Sportiello;it ITA;GK;Atalanta;it Serie A;23;1992;36;36;3240;36.0;1.19;1.19;4.00;2.81;70.1;0.28;0.33;0.39;0.31;30.6;;;;;;Matches;ac4003af
200;Maarten Stekelenburg;nl NED;GK;Southampton;eng Premier League;32;1982;17;17;1530;17.0;1.12;1.12;2.82;1.71;60.4;0.35;0.29;0.35;0.35;35.3;;;;;;Matches;fefce889
201;Danijel Subaši?;hr CRO;GK;Monaco;fr Ligue 1;30;1984;36;36;3240;36.0;1.39;1.39;4.67;3.28;70.2;0.44;0.36;0.19;0.33;33.3;;;;;;Matches;f6db3bd5
202;Wojciech Szcz?sny;pl POL;GK;Roma;it Serie A;25;1990;34;34;3060;34.0;1.00;1.00;3.82;2.82;73.8;0.65;0.29;0.06;0.24;23.5;;;;;;Matches;01b8a2b2
203;Ciprian T?t?ru?anu;ro ROU;GK;Fiorentina;it Serie A;29;1986;37;37;3310;36.8;1.06;1.06;2.83;1.77;62.5;0.46;0.27;0.27;0.38;37.8;;;;;;Matches;b056e3da
204;Marc-André ter Stegen;de GER;GK;Barcelona;es La Liga;23;1992;7;6;542;6.0;1.17;1.16;3.50;2.33;66.7;0.83;0.00;0.17;0.50;50.0;0.00;0.00;0.00;0.00;;Matches;6f51e382
205;Toño;es ESP;GK;Rayo Vallecano;es La Liga;35;1979;10;10;807;9.0;1.44;1.45;3.78;2.67;67.6;0.44;0.11;0.56;0.33;30.0;0.33;0.22;0.11;0.00;33.3;Matches;2ed4ea81
206;Kevin Trapp;de GER;GK;Paris S-G;fr Ligue 1;25;1990;35;35;3105;34.5;0.55;0.55;2.93;2.38;81.2;0.78;0.17;0.06;0.52;51.4;;;;;;Matches;ce17b5eb
207;Przemys?aw Tyto?;pl POL;GK;Stuttgart;de Bundesliga;28;1987;30;30;2677;29.7;2.05;2.05;5.99;3.94;65.7;0.30;0.20;0.51;0.13;13.3;;;;;;Matches;1fa85681
208;Sven Ulreich;de GER;GK;Bayern Munich;de Bundesliga;26;1988;1;0;40;0.4;2.50;2.25;10.0;7.50;75.0;0.00;0.00;0.00;0.00;;;;;;;Matches;7d3e7da6
209;Javi Varas;es ESP;GK;Las Palmas;es La Liga;32;1982;31;31;2710;30.1;1.33;1.33;4.49;3.19;71.1;0.37;0.23;0.43;0.30;29.0;0.07;0.03;0.00;0.03;0.0;Matches;6db3da37
210;Rémy Vercoutre;fr FRA;GK;Caen;fr Ligue 1;35;1980;38;38;3420;38.0;1.37;1.37;4.42;3.05;69.0;0.42;0.16;0.42;0.26;26.3;;;;;;Matches;1d0900d4
211;Thomas Vincensini;fr FRA;GK;Bastia;fr Ligue 1;21;1993;2;1;119;1.3;0.77;0.76;5.38;4.62;85.7;0.77;0.00;0.00;0.77;100.0;;;;;;Matches;249f9a4c
212;Emiliano Viviano;it ITA;GK;Sampdoria;it Serie A;29;1985;37;37;3330;37.0;1.51;1.51;5.24;3.73;71.1;0.27;0.27;0.46;0.19;18.9;;;;;;Matches;03760df0
213;Odisseas Vlachodimos;gr GRE;GK;Stuttgart;de Bundesliga;21;1994;3;2;203;2.3;3.48;3.55;5.22;1.74;33.3;0.00;0.00;0.87;0.00;0.0;;;;;;Matches;03df04ff
214;Michel Vorm;nl NED;GK;Tottenham;eng Premier League;31;1983;1;1;90;1.0;1.00;1.00;2.00;1.00;50.0;0.00;0.00;1.00;0.00;0.0;;;;;;Matches;1bebde9d
215;Danny Ward;wls WAL;GK;Liverpool;eng Premier League;22;1993;2;2;180;2.0;2.00;2.00;6.50;4.50;69.2;0.50;0.00;0.50;0.00;0.0;;;;;;Matches;d3ce0e89
216;Roman Weidenfeller;de GER;GK;Dortmund;de Bundesliga;34;1980;1;1;90;1.0;0.00;0.00;1.00;1.00;100.0;1.00;0.00;0.00;1.00;100.0;;;;;;Matches;16b8fabd
217;Felix Wiedwald;de GER;GK;Werder Bremen;de Bundesliga;25;1990;34;34;3060;34.0;1.18;1.18;4.85;3.68;75.8;0.29;0.35;0.35;0.24;23.5;;;;;;Matches;e2d34771
218;David Yelldell;us USA;GK;Leverkusen;de Bundesliga;33;1981;1;0;44;0.5;2.00;2.05;6.00;4.00;66.7;0.00;0.00;0.00;0.00;;;;;;;Matches;915e8ac2
219;Yoel;es ESP;GK;Rayo Vallecano;es La Liga;26;1988;9;9;810;9.0;2.67;2.67;5.56;3.11;56.0;0.11;0.22;0.67;0.00;0.0;0.22;0.22;0.00;0.00;0.0;Matches;61bb7498
220;Massimo Zappino;br BRA;GK;Frosinone;it Serie A;34;1981;4;3;331;3.7;3.78;3.81;8.92;5.14;57.6;0.00;0.00;1.08;0.00;0.0;;;;;;Matches;03d5e282
221;?ukasz Za?uska;pl POL;GK;Darmstadt 98;de Bundesliga;33;1982;1;1;90;1.0;2.00;2.00;4.00;2.00;50.0;0.00;0.00;1.00;0.00;0.0;;;;;;Matches;f715a3bd
222;Ron-Robert Zieler;de GER;GK;Hannover 96;de Bundesliga;26;1989;34;34;3060;34.0;1.82;1.82;6.03;4.21;69.8;0.21;0.12;0.68;0.15;14.7;;;;;;Matches;a0606ae8
